record_id,product_id,channel,store_name,store_location,shelf_date,price,qualified
SL0313,P0313,天猫超市,线上商城,线上商城,2025-12-11,18.4元/斤,true
SL0314,P0314,天猫超市,线上商城,线上商城,2025-12-17,34.4元/斤,true
SL0315,P0315,大润发,无锡店,无锡店地址,2025-12-13,7.4元/斤,true
SL0316,P0316,物美超市,天津南开店,天津南开店地址,2025-12-09,28.6元/斤,true
SL0317,P0317,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-24,8.6元/斤,true
SL0318,P0318,京东自营,线上商城,线上商城,2025-10-08,13.2元/斤,true
SL0319,P0319,物美超市,北京海淀店,北京海淀店地址,2025-09-25,43.7元/斤,true
SL0320,P0320,盒马鲜生,上海浦东店,上海浦东店地址,2025-12-19,43.0元/斤,true
SL0321,P0321,永辉超市,武汉光谷店,武汉光谷店地址,2025-08-04,33.7元/斤,true
SL0322,P0322,天猫超市,线上商城,线上商城,2025-09-11,40.9元/斤,true
SL0323,P0323,华润万家,东莞店,东莞店地址,2025-11-04,27.8元/斤,true
SL0324,P0324,华润万家,广州店,广州店地址,2025-11-17,6.5元/斤,true
SL0325,P0325,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-10-06,37.0元/斤,true
SL0326,P0326,大润发,苏州店,苏州店地址,2025-11-03,40.4元/斤,true
SL0327,P0327,京东自营,线上商城,线上商城,2025-09-24,6.3元/斤,true
SL0328,P0328,物美超市,北京丰台店,北京丰台店地址,2025-11-11,22.9元/斤,true
SL0329,P0329,华润万家,东莞店,东莞店地址,2025-09-14,45.3元/斤,true
SL0330,P0330,永辉超市,成都春熙店,成都春熙店地址,2025-09-14,32.7元/斤,false
SL0331,P0331,天猫超市,线上商城,线上商城,2025-09-04,20.9元/斤,true
SL0332,P0332,物美超市,北京丰台店,北京丰台店地址,2025-10-19,10.5元/斤,true
SL0333,P0333,物美超市,北京海淀店,北京海淀店地址,2025-09-18,13.0元/斤,true
SL0334,P0334,京东自营,线上商城,线上商城,2025-12-13,7.3元/斤,true
SL0335,P0335,永辉超市,武汉光谷店,武汉光谷店地址,2025-08-19,9.0元/斤,true
SL0336,P0336,盒马鲜生,广州天河店,广州天河店地址,2025-08-24,40.7元/斤,true
SL0337,P0337,天猫超市,线上商城,线上商城,2025-11-11,16.7元/斤,true
SL0338,P0338,华润万家,广州店,广州店地址,2025-10-05,18.4元/斤,true
SL0339,P0339,京东自营,线上商城,线上商城,2025-11-27,22.8元/斤,true
SL0340,P0340,物美超市,天津南开店,天津南开店地址,2025-09-02,5.8元/斤,true
SL0341,P0341,华润万家,广州店,广州店地址,2025-12-01,36.9元/斤,true
SL0342,P0342,物美超市,天津南开店,天津南开店地址,2025-11-17,27.2元/斤,true
SL0343,P0343,京东自营,线上商城,线上商城,2025-12-20,43.8元/斤,true
SL0344,P0344,永辉超市,成都春熙店,成都春熙店地址,2025-11-20,10.3元/斤,true
SL0345,P0345,华润万家,广州店,广州店地址,2025-09-05,47.4元/斤,true
SL0346,P0346,大润发,无锡店,无锡店地址,2025-08-08,15.4元/斤,true
SL0347,P0347,物美超市,天津南开店,天津南开店地址,2025-10-24,43.8元/斤,true
SL0348,P0348,京东自营,线上商城,线上商城,2025-12-22,13.3元/斤,false
SL0349,P0349,物美超市,天津南开店,天津南开店地址,2025-08-09,26.0元/斤,true
SL0350,P0350,大润发,苏州店,苏州店地址,2025-12-25,3.7元/斤,true
SL0351,P0351,京东自营,线上商城,线上商城,2025-08-05,27.1元/斤,true
SL0352,P0352,京东自营,线上商城,线上商城,2025-12-08,30.0元/斤,true
SL0353,P0353,华润万家,广州店,广州店地址,2025-11-13,36.7元/斤,true
SL0354,P0354,京东自营,线上商城,线上商城,2025-11-21,14.5元/斤,true
SL0355,P0355,天猫超市,线上商城,线上商城,2025-12-08,24.3元/斤,true
SL0356,P0356,大润发,苏州店,苏州店地址,2025-11-16,25.1元/斤,true
SL0357,P0357,永辉超市,南京新街口店,南京新街口店地址,2025-11-07,47.8元/斤,true
SL0358,P0358,天猫超市,线上商城,线上商城,2025-10-07,27.0元/斤,true
SL0359,P0359,盒马鲜生,上海浦东店,上海浦东店地址,2025-12-02,49.7元/斤,true
SL0360,P0360,华润万家,深圳店,深圳店地址,2025-08-15,25.2元/斤,true
SL0361,P0361,天猫超市,线上商城,线上商城,2025-12-28,12.1元/斤,true
SL0362,P0362,华润万家,东莞店,东莞店地址,2025-08-24,29.1元/斤,true
SL0363,P0363,大润发,杭州店,杭州店地址,2025-11-01,38.6元/斤,true
SL0364,P0364,永辉超市,西安高新店,西安高新店地址,2025-12-19,30.6元/斤,true
SL0365,P0365,永辉超市,南京新街口店,南京新街口店地址,2025-08-05,49.8元/斤,true
SL0366,P0366,天猫超市,线上商城,线上商城,2025-09-14,17.8元/斤,true
SL0367,P0367,物美超市,北京丰台店,北京丰台店地址,2025-08-20,5.4元/斤,true
SL0368,P0368,盒马鲜生,深圳南山店,深圳南山店地址,2025-11-01,19.9元/斤,true
SL0369,P0369,京东自营,线上商城,线上商城,2025-10-15,36.4元/斤,true
SL0370,P0370,大润发,苏州店,苏州店地址,2025-08-14,44.2元/斤,true
SL0371,P0371,物美超市,北京海淀店,北京海淀店地址,2025-12-16,47.2元/斤,true
SL0372,P0372,盒马鲜生,深圳南山店,深圳南山店地址,2025-11-19,48.7元/斤,true
SL0373,P0373,华润万家,深圳店,深圳店地址,2025-08-28,3.8元/斤,true
SL0374,P0374,京东自营,线上商城,线上商城,2025-10-04,28.3元/斤,true
SL0375,P0375,大润发,苏州店,苏州店地址,2025-11-08,6.8元/斤,true
SL0376,P0376,天猫超市,线上商城,线上商城,2025-09-13,38.4元/斤,true
SL0377,P0377,天猫超市,线上商城,线上商城,2025-11-12,17.6元/斤,true
SL0378,P0378,华润万家,深圳店,深圳店地址,2025-08-19,19.1元/斤,true
SL0379,P0379,盒马鲜生,广州天河店,广州天河店地址,2025-12-20,2.7元/斤,true
SL0380,P0380,永辉超市,成都春熙店,成都春熙店地址,2025-10-27,15.0元/斤,true
SL0381,P0381,华润万家,广州店,广州店地址,2025-10-18,26.0元/斤,true
SL0382,P0382,物美超市,北京海淀店,北京海淀店地址,2025-09-14,40.0元/斤,true
SL0383,P0383,华润万家,东莞店,东莞店地址,2025-10-19,38.2元/斤,true
SL0384,P0384,天猫超市,线上商城,线上商城,2025-09-15,6.6元/斤,true
SL0385,P0385,京东自营,线上商城,线上商城,2025-09-25,13.9元/斤,true
SL0386,P0386,京东自营,线上商城,线上商城,2025-12-27,11.6元/斤,true
SL0387,P0387,天猫超市,线上商城,线上商城,2025-08-21,34.7元/斤,true
SL0388,P0388,永辉超市,西安高新店,西安高新店地址,2025-10-15,37.4元/斤,true
SL0389,P0389,天猫超市,线上商城,线上商城,2025-08-21,26.8元/斤,true
SL0390,P0390,永辉超市,西安高新店,西安高新店地址,2025-09-14,17.0元/斤,true
SL0391,P0391,京东自营,线上商城,线上商城,2025-11-04,33.0元/斤,true
SL0392,P0392,物美超市,北京海淀店,北京海淀店地址,2025-09-09,40.8元/斤,true
SL0393,P0393,盒马鲜生,上海浦东店,上海浦东店地址,2025-12-22,15.4元/斤,true
SL0394,P0394,大润发,无锡店,无锡店地址,2025-10-11,17.9元/斤,true
SL0395,P0395,永辉超市,成都春熙店,成都春熙店地址,2025-12-27,39.4元/斤,true
SL0396,P0396,京东自营,线上商城,线上商城,2025-11-22,24.4元/斤,true
SL0397,P0397,盒马鲜生,深圳南山店,深圳南山店地址,2025-12-04,29.9元/斤,true
SL0398,P0398,物美超市,天津南开店,天津南开店地址,2025-10-18,48.7元/斤,true
SL0399,P0399,京东自营,线上商城,线上商城,2025-11-11,10.8元/斤,true
SL0400,P0400,永辉超市,南京新街口店,南京新街口店地址,2025-11-26,22.0元/斤,true
SL0401,P0401,物美超市,天津南开店,天津南开店地址,2025-12-13,43.4元/斤,true
SL0402,P0402,京东自营,线上商城,线上商城,2025-10-06,28.2元/斤,true
SL0403,P0403,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-21,39.8元/斤,true
SL0404,P0404,华润万家,东莞店,东莞店地址,2025-08-13,21.6元/斤,true
SL0405,P0405,京东自营,线上商城,线上商城,2025-08-23,27.0元/斤,true
SL0406,P0406,京东自营,线上商城,线上商城,2025-09-16,33.6元/斤,true
SL0407,P0407,永辉超市,武汉光谷店,武汉光谷店地址,2025-10-12,27.8元/斤,true
SL0408,P0408,物美超市,北京海淀店,北京海淀店地址,2025-11-09,33.3元/斤,true
SL0409,P0409,永辉超市,成都春熙店,成都春熙店地址,2025-12-28,26.5元/斤,true
SL0410,P0410,盒马鲜生,深圳南山店,深圳南山店地址,2025-09-07,18.1元/斤,true
SL0411,P0411,京东自营,线上商城,线上商城,2025-12-21,47.9元/斤,true
SL0412,P0412,大润发,无锡店,无锡店地址,2025-10-17,21.8元/斤,true
SL0413,P0413,物美超市,北京丰台店,北京丰台店地址,2025-11-10,41.6元/斤,true
SL0414,P0414,天猫超市,线上商城,线上商城,2025-09-20,20.0元/斤,true
SL0415,P0415,天猫超市,线上商城,线上商城,2025-10-05,48.0元/斤,true
SL0416,P0416,永辉超市,成都春熙店,成都春熙店地址,2025-08-26,34.9元/斤,true
SL0417,P0417,华润万家,深圳店,深圳店地址,2025-11-07,9.8元/斤,true
SL0418,P0418,大润发,苏州店,苏州店地址,2025-12-14,6.2元/斤,true
SL0419,P0419,天猫超市,线上商城,线上商城,2025-11-14,41.4元/斤,true
SL0420,P0420,大润发,杭州店,杭州店地址,2025-12-25,22.8元/斤,true
SL0421,P0421,天猫超市,线上商城,线上商城,2025-10-03,39.2元/斤,true
SL0422,P0422,京东自营,线上商城,线上商城,2025-09-10,8.9元/斤,true
SL0423,P0423,盒马鲜生,深圳南山店,深圳南山店地址,2025-08-11,49.6元/斤,true
SL0424,P0424,物美超市,天津南开店,天津南开店地址,2025-08-25,20.3元/斤,true
SL0425,P0425,京东自营,线上商城,线上商城,2025-12-07,48.8元/斤,true
SL0426,P0426,京东自营,线上商城,线上商城,2025-08-27,38.0元/斤,false
SL0427,P0427,永辉超市,南京新街口店,南京新街口店地址,2025-11-23,34.6元/斤,true
SL0428,P0428,京东自营,线上商城,线上商城,2025-10-19,16.0元/斤,true
SL0429,P0429,物美超市,北京海淀店,北京海淀店地址,2025-10-11,40.0元/斤,true
SL0430,P0430,天猫超市,线上商城,线上商城,2025-08-22,30.3元/斤,true
SL0431,P0431,京东自营,线上商城,线上商城,2025-09-24,28.7元/斤,true
SL0432,P0432,永辉超市,西安高新店,西安高新店地址,2025-09-13,26.8元/斤,true
SL0433,P0433,盒马鲜生,深圳南山店,深圳南山店地址,2025-11-08,37.7元/斤,true
SL0434,P0434,盒马鲜生,深圳南山店,深圳南山店地址,2025-12-20,3.9元/斤,true
SL0435,P0435,天猫超市,线上商城,线上商城,2025-10-15,39.9元/斤,true
SL0436,P0436,天猫超市,线上商城,线上商城,2025-11-10,9.8元/斤,true
SL0437,P0437,永辉超市,成都春熙店,成都春熙店地址,2025-10-06,41.8元/斤,true
SL0438,P0438,京东自营,线上商城,线上商城,2025-09-22,2.7元/斤,true
SL0439,P0439,天猫超市,线上商城,线上商城,2025-10-12,32.8元/斤,true
SL0440,P0440,天猫超市,线上商城,线上商城,2025-12-04,48.7元/斤,true
SL0441,P0441,盒马鲜生,上海浦东店,上海浦东店地址,2025-09-10,5.7元/斤,true
SL0442,P0442,物美超市,北京海淀店,北京海淀店地址,2025-09-12,34.4元/斤,true
SL0443,P0443,盒马鲜生,上海浦东店,上海浦东店地址,2025-11-28,45.8元/斤,true
SL0444,P0444,大润发,杭州店,杭州店地址,2025-11-26,7.7元/斤,true
SL0445,P0445,华润万家,东莞店,东莞店地址,2025-12-06,12.2元/斤,false
SL0446,P0446,天猫超市,线上商城,线上商城,2025-09-05,4.2元/斤,true
SL0447,P0447,盒马鲜生,上海浦东店,上海浦东店地址,2025-11-09,40.9元/斤,true
SL0448,P0448,永辉超市,武汉光谷店,武汉光谷店地址,2025-10-25,15.3元/斤,true
SL0449,P0449,华润万家,深圳店,深圳店地址,2025-11-02,4.3元/斤,true
SL0450,P0450,天猫超市,线上商城,线上商城,2025-10-20,4.9元/斤,true
SL0451,P0451,物美超市,北京海淀店,北京海淀店地址,2025-11-02,36.7元/斤,true
SL0452,P0452,天猫超市,线上商城,线上商城,2025-08-22,25.0元/斤,true
SL0453,P0453,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-09,8.8元/斤,true
SL0454,P0454,大润发,苏州店,苏州店地址,2025-10-16,44.5元/斤,true
SL0455,P0455,大润发,无锡店,无锡店地址,2025-11-23,35.7元/斤,true
SL0456,P0456,大润发,无锡店,无锡店地址,2025-12-08,15.6元/斤,true
SL0457,P0457,永辉超市,成都春熙店,成都春熙店地址,2025-10-04,10.1元/斤,true
SL0458,P0458,大润发,无锡店,无锡店地址,2025-08-16,44.3元/斤,true
SL0459,P0459,大润发,苏州店,苏州店地址,2025-08-24,40.2元/斤,true
SL0460,P0460,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-11,32.7元/斤,true
SL0461,P0461,天猫超市,线上商城,线上商城,2025-10-04,23.0元/斤,true
SL0462,P0462,盒马鲜生,上海浦东店,上海浦东店地址,2025-08-09,26.7元/斤,true
SL0463,P0463,永辉超市,西安高新店,西安高新店地址,2025-12-13,8.4元/斤,true
SL0464,P0464,天猫超市,线上商城,线上商城,2025-09-12,6.8元/斤,true
SL0465,P0465,物美超市,天津南开店,天津南开店地址,2025-09-01,5.2元/斤,true
SL0466,P0466,永辉超市,南京新街口店,南京新街口店地址,2025-11-01,15.6元/斤,true
SL0467,P0467,大润发,苏州店,苏州店地址,2025-08-05,28.0元/斤,true
SL0468,P0468,大润发,苏州店,苏州店地址,2025-10-05,22.7元/斤,true
SL0469,P0469,永辉超市,南京新街口店,南京新街口店地址,2025-09-19,3.0元/斤,true
SL0470,P0470,京东自营,线上商城,线上商城,2025-11-28,46.9元/斤,true
SL0471,P0471,京东自营,线上商城,线上商城,2025-10-07,24.3元/斤,true
SL0472,P0472,物美超市,北京海淀店,北京海淀店地址,2025-11-13,12.6元/斤,true
SL0473,P0473,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-06,37.7元/斤,true
SL0474,P0474,物美超市,北京丰台店,北京丰台店地址,2025-08-04,26.2元/斤,true
SL0475,P0475,京东自营,线上商城,线上商城,2025-09-23,39.2元/斤,true
SL0476,P0476,盒马鲜生,广州天河店,广州天河店地址,2025-12-16,29.4元/斤,true
SL0477,P0477,永辉超市,成都春熙店,成都春熙店地址,2025-11-11,43.3元/斤,true
SL0478,P0478,天猫超市,线上商城,线上商城,2025-08-18,4.4元/斤,true
SL0479,P0479,华润万家,东莞店,东莞店地址,2025-11-25,10.8元/斤,true
SL0480,P0480,永辉超市,武汉光谷店,武汉光谷店地址,2025-09-06,42.3元/斤,true
SL0481,P0481,天猫超市,线上商城,线上商城,2025-09-22,42.5元/斤,true
SL0482,P0482,天猫超市,线上商城,线上商城,2025-09-24,15.8元/斤,true
SL0483,P0483,天猫超市,线上商城,线上商城,2025-08-02,26.0元/斤,true
SL0484,P0484,京东自营,线上商城,线上商城,2025-09-21,24.7元/斤,true
SL0485,P0485,华润万家,深圳店,深圳店地址,2025-11-05,27.2元/斤,true
SL0486,P0486,天猫超市,线上商城,线上商城,2025-10-13,20.6元/斤,false
SL0487,P0487,华润万家,东莞店,东莞店地址,2025-09-24,7.8元/斤,true
SL0488,P0488,大润发,无锡店,无锡店地址,2025-08-12,5.1元/斤,true
SL0489,P0489,物美超市,北京丰台店,北京丰台店地址,2025-11-07,44.0元/斤,true
SL0490,P0490,盒马鲜生,广州天河店,广州天河店地址,2025-11-15,25.8元/斤,true
SL0491,P0491,京东自营,线上商城,线上商城,2025-09-06,33.5元/斤,true
SL0492,P0492,盒马鲜生,深圳南山店,深圳南山店地址,2025-10-15,8.4元/斤,true
SL0493,P0493,天猫超市,线上商城,线上商城,2025-12-01,13.2元/斤,true
SL0494,P0494,天猫超市,线上商城,线上商城,2025-08-18,20.8元/斤,true
SL0495,P0495,物美超市,天津南开店,天津南开店地址,2025-10-26,33.8元/斤,true
SL0496,P0496,物美超市,北京海淀店,北京海淀店地址,2025-08-12,13.4元/斤,true
SL0497,P0497,华润万家,广州店,广州店地址,2025-11-06,45.0元/斤,true
SL0498,P0498,物美超市,天津南开店,天津南开店地址,2025-12-22,2.1元/斤,true
SL0499,P0499,盒马鲜生,广州天河店,广州天河店地址,2025-08-07,39.1元/斤,true
SL0500,P0500,永辉超市,南京新街口店,南京新街口店地址,2025-10-28,26.3元/斤,true
SL0501,P0501,华润万家,深圳店,深圳店地址,2025-08-21,47.2元/斤,true
SL0502,P0502,盒马鲜生,深圳南山店,深圳南山店地址,2025-10-06,17.5元/斤,true
SL0503,P0503,华润万家,广州店,广州店地址,2025-11-14,25.4元/斤,true
SL0504,P0504,物美超市,北京海淀店,北京海淀店地址,2025-08-01,49.8元/斤,true
SL0505,P0505,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-12,41.6元/斤,true
SL0506,P0506,京东自营,线上商城,线上商城,2025-08-12,46.3元/斤,true
SL0507,P0507,京东自营,线上商城,线上商城,2025-09-11,6.7元/斤,true
SL0508,P0508,京东自营,线上商城,线上商城,2025-09-17,32.0元/斤,true
SL0509,P0509,天猫超市,线上商城,线上商城,2025-10-16,8.7元/斤,true
SL0510,P0510,物美超市,天津南开店,天津南开店地址,2025-08-06,13.9元/斤,true
SL0511,P0511,天猫超市,线上商城,线上商城,2025-10-27,2.1元/斤,true
SL0512,P0512,京东自营,线上商城,线上商城,2025-09-01,43.2元/斤,true
SL0513,P0513,天猫超市,线上商城,线上商城,2025-08-04,14.6元/斤,true
SL0514,P0514,大润发,苏州店,苏州店地址,2025-12-25,23.7元/斤,true
SL0515,P0515,华润万家,广州店,广州店地址,2025-09-15,49.6元/斤,true
SL0516,P0516,物美超市,北京丰台店,北京丰台店地址,2025-10-15,19.5元/斤,true
SL0517,P0517,大润发,无锡店,无锡店地址,2025-10-01,21.9元/斤,true
SL0518,P0518,物美超市,天津南开店,天津南开店地址,2025-12-13,41.3元/斤,true
SL0519,P0519,大润发,杭州店,杭州店地址,2025-10-20,33.2元/斤,true
SL0520,P0520,京东自营,线上商城,线上商城,2025-10-09,41.4元/斤,true
SL0521,P0521,天猫超市,线上商城,线上商城,2025-08-02,17.6元/斤,true
SL0522,P0522,天猫超市,线上商城,线上商城,2025-09-14,7.1元/斤,true
SL0523,P0523,永辉超市,成都春熙店,成都春熙店地址,2025-10-23,14.0元/斤,true
SL0524,P0524,京东自营,线上商城,线上商城,2025-10-26,34.1元/斤,true
SL0525,P0525,天猫超市,线上商城,线上商城,2025-09-28,25.9元/斤,true
SL0526,P0526,大润发,苏州店,苏州店地址,2025-11-07,25.0元/斤,true
SL0527,P0527,天猫超市,线上商城,线上商城,2025-10-12,45.8元/斤,true
SL0528,P0528,天猫超市,线上商城,线上商城,2025-11-07,8.9元/斤,true
SL0529,P0529,京东自营,线上商城,线上商城,2025-09-21,46.7元/斤,true
SL0530,P0530,大润发,无锡店,无锡店地址,2025-12-16,35.0元/斤,true
SL0531,P0531,大润发,无锡店,无锡店地址,2025-09-06,20.9元/斤,true
SL0532,P0532,天猫超市,线上商城,线上商城,2025-11-14,28.6元/斤,true
SL0533,P0533,永辉超市,西安高新店,西安高新店地址,2025-08-03,11.7元/斤,true
SL0534,P0534,物美超市,北京海淀店,北京海淀店地址,2025-10-28,9.5元/斤,true
SL0535,P0535,大润发,无锡店,无锡店地址,2025-12-19,34.3元/斤,true
SL0536,P0536,盒马鲜生,上海浦东店,上海浦东店地址,2025-10-22,34.6元/斤,true
SL0537,P0537,天猫超市,线上商城,线上商城,2025-08-16,40.0元/斤,true
SL0538,P0538,盒马鲜生,上海浦东店,上海浦东店地址,2025-08-11,20.1元/斤,true
SL0539,P0539,京东自营,线上商城,线上商城,2025-10-07,49.6元/斤,true
SL0540,P0540,大润发,无锡店,无锡店地址,2025-12-10,27.5元/斤,true
SL0541,P0541,京东自营,线上商城,线上商城,2025-10-21,46.3元/斤,true
SL0542,P0542,永辉超市,武汉光谷店,武汉光谷店地址,2025-10-09,10.2元/斤,true
SL0543,P0543,京东自营,线上商城,线上商城,2025-08-04,37.2元/斤,true
SL0544,P0544,华润万家,东莞店,东莞店地址,2025-12-09,28.7元/斤,true
SL0545,P0545,天猫超市,线上商城,线上商城,2025-08-25,4.0元/斤,true
SL0546,P0546,大润发,杭州店,杭州店地址,2025-10-04,9.3元/斤,true
SL0547,P0547,京东自营,线上商城,线上商城,2025-12-26,15.6元/斤,true
SL0548,P0548,华润万家,广州店,广州店地址,2025-10-17,49.7元/斤,true
SL0549,P0549,物美超市,北京海淀店,北京海淀店地址,2025-10-07,46.6元/斤,true
SL0550,P0550,永辉超市,南京新街口店,南京新街口店地址,2025-08-25,47.8元/斤,true
SL0551,P0551,永辉超市,西安高新店,西安高新店地址,2025-10-09,42.0元/斤,true
SL0552,P0552,华润万家,深圳店,深圳店地址,2025-12-05,42.5元/斤,true
SL0553,P0553,物美超市,北京丰台店,北京丰台店地址,2025-09-08,8.8元/斤,true
SL0554,P0554,大润发,无锡店,无锡店地址,2025-11-09,34.4元/斤,true
SL0555,P0555,京东自营,线上商城,线上商城,2025-10-07,9.8元/斤,true
SL0556,P0556,永辉超市,成都春熙店,成都春熙店地址,2025-10-11,14.9元/斤,true
SL0557,P0557,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-09-05,10.9元/斤,true
SL0558,P0558,盒马鲜生,上海浦东店,上海浦东店地址,2025-11-09,44.2元/斤,true
SL0559,P0559,华润万家,广州店,广州店地址,2025-08-14,18.4元/斤,true
SL0560,P0560,物美超市,天津南开店,天津南开店地址,2025-11-17,31.7元/斤,true
SL0561,P0561,华润万家,东莞店,东莞店地址,2025-08-24,12.6元/斤,true
SL0562,P0562,物美超市,天津南开店,天津南开店地址,2025-12-09,26.6元/斤,true
SL0563,P0563,大润发,无锡店,无锡店地址,2025-10-21,28.3元/斤,true
SL0564,P0564,京东自营,线上商城,线上商城,2025-11-07,15.4元/斤,true
SL0565,P0565,盒马鲜生,广州天河店,广州天河店地址,2025-12-06,16.2元/斤,true
SL0566,P0566,京东自营,线上商城,线上商城,2025-09-19,8.4元/斤,true
SL0567,P0567,物美超市,北京丰台店,北京丰台店地址,2025-08-05,4.7元/斤,true
SL0568,P0568,物美超市,天津南开店,天津南开店地址,2025-08-24,10.1元/斤,true
SL0569,P0569,京东自营,线上商城,线上商城,2025-09-10,32.1元/斤,true
SL0570,P0570,华润万家,深圳店,深圳店地址,2025-10-24,47.3元/斤,true
SL0571,P0571,永辉超市,西安高新店,西安高新店地址,2025-12-11,28.9元/斤,true
SL0572,P0572,华润万家,深圳店,深圳店地址,2025-08-09,41.3元/斤,true
SL0573,P0573,天猫超市,线上商城,线上商城,2025-12-24,24.3元/斤,true
SL0574,P0574,盒马鲜生,广州天河店,广州天河店地址,2025-09-12,48.9元/斤,true
SL0575,P0575,永辉超市,南京新街口店,南京新街口店地址,2025-09-16,14.6元/斤,true
SL0576,P0576,永辉超市,西安高新店,西安高新店地址,2025-09-26,49.7元/斤,true
SL0577,P0577,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-12-02,14.3元/斤,true
SL0578,P0578,大润发,无锡店,无锡店地址,2025-09-19,19.2元/斤,true
SL0579,P0579,京东自营,线上商城,线上商城,2025-10-04,35.8元/斤,true
SL0580,P0580,京东自营,线上商城,线上商城,2025-12-19,15.1元/斤,true
SL0581,P0581,物美超市,北京海淀店,北京海淀店地址,2025-08-08,48.9元/斤,true
SL0582,P0582,华润万家,东莞店,东莞店地址,2025-10-19,34.2元/斤,true
SL0583,P0583,永辉超市,南京新街口店,南京新街口店地址,2025-08-11,24.1元/斤,true
SL0584,P0584,京东自营,线上商城,线上商城,2025-08-20,10.6元/斤,true
SL0585,P0585,京东自营,线上商城,线上商城,2025-08-06,22.5元/斤,true
SL0586,P0586,天猫超市,线上商城,线上商城,2025-09-02,18.9元/斤,true
SL0587,P0587,天猫超市,线上商城,线上商城,2025-09-26,25.7元/斤,true
SL0588,P0588,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-08-05,30.6元/斤,true
SL0589,P0589,盒马鲜生,广州天河店,广州天河店地址,2025-10-25,49.2元/斤,true
SL0590,P0590,物美超市,天津南开店,天津南开店地址,2025-08-09,19.0元/斤,true
SL0591,P0591,华润万家,东莞店,东莞店地址,2025-11-19,5.6元/斤,true
SL0592,P0592,华润万家,广州店,广州店地址,2025-12-28,41.6元/斤,true
SL0593,P0593,京东自营,线上商城,线上商城,2025-10-27,41.1元/斤,true
SL0594,P0594,盒马鲜生,深圳南山店,深圳南山店地址,2025-09-07,49.7元/斤,true
SL0595,P0595,华润万家,广州店,广州店地址,2025-09-25,11.9元/斤,true
SL0596,P0596,华润万家,东莞店,东莞店地址,2025-11-18,7.2元/斤,true
SL0597,P0597,大润发,杭州店,杭州店地址,2025-11-12,18.4元/斤,true
SL0598,P0598,天猫超市,线上商城,线上商城,2025-08-13,36.6元/斤,true
SL0599,P0599,华润万家,深圳店,深圳店地址,2025-12-16,31.3元/斤,true
SL0600,P0600,华润万家,深圳店,深圳店地址,2025-10-24,10.0元/斤,true
SL0601,P0601,大润发,苏州店,苏州店地址,2025-11-12,43.7元/斤,true
SL0602,P0602,永辉超市,西安高新店,西安高新店地址,2025-08-02,10.7元/斤,true
SL0603,P0603,物美超市,天津南开店,天津南开店地址,2025-09-02,38.3元/斤,true
SL0604,P0604,永辉超市,武汉光谷店,武汉光谷店地址,2025-09-15,25.5元/斤,true
SL0605,P0605,物美超市,北京丰台店,北京丰台店地址,2025-11-24,4.4元/斤,true
SL0606,P0606,华润万家,广州店,广州店地址,2025-08-09,44.8元/斤,true
SL0607,P0607,大润发,苏州店,苏州店地址,2025-09-01,27.9元/斤,true
SL0608,P0608,京东自营,线上商城,线上商城,2025-09-28,26.0元/斤,true
SL0609,P0609,物美超市,北京海淀店,北京海淀店地址,2025-11-21,32.5元/斤,true
SL0610,P0610,物美超市,北京海淀店,北京海淀店地址,2025-11-22,7.2元/斤,true
SL0611,P0611,天猫超市,线上商城,线上商城,2025-11-25,7.9元/斤,true
SL0612,P0612,天猫超市,线上商城,线上商城,2025-12-15,11.9元/斤,true
SL0613,P0613,物美超市,北京丰台店,北京丰台店地址,2025-09-23,43.9元/斤,true
SL0614,P0614,大润发,无锡店,无锡店地址,2025-08-11,5.5元/斤,true
SL0615,P0615,大润发,苏州店,苏州店地址,2025-11-27,46.6元/斤,true
SL0616,P0616,京东自营,线上商城,线上商城,2025-12-02,24.3元/斤,true
SL0617,P0617,物美超市,天津南开店,天津南开店地址,2025-10-08,24.8元/斤,true
SL0618,P0618,盒马鲜生,北京朝阳店,北京朝阳店地址,2025-10-26,47.4元/斤,true
SL0619,P0619,大润发,杭州店,杭州店地址,2025-08-14,44.3元/斤,true
SL0620,P0620,永辉超市,武汉光谷店,武汉光谷店地址,2025-08-24,16.0元/斤,true
SL0621,P0621,天猫超市,线上商城,线上商城,2025-08-23,12.7元/斤,true
SL0622,P0622,永辉超市,武汉光谷店,武汉光谷店地址,2025-12-09,9.0元/斤,true
SL0623,P0623,盒马鲜生,广州天河店,广州天河店地址,2025-11-05,9.8元/斤,true
SL0624,P0624,华润万家,东莞店,东莞店地址,2025-09-15,45.4元/斤,true
SL0625,P0625,京东自营,线上商城,线上商城,2025-10-01,31.0元/斤,true
SL0626,P0626,盒马鲜生,上海浦东店,上海浦东店地址,2025-08-21,40.5元/斤,true
SL0627,P0627,永辉超市,南京新街口店,南京新街口店地址,2025-12-20,17.4元/斤,true
