record_id,product_id,company_name,vehicle_no,start_date,end_date,required_temp_range,qualified
TR0328,P0328,中通快递,沪B41903,2025-09-21,2025-09-27,常温,true
TR0329,P0329,德邦物流,粤X62777,2025-11-16,2025-11-26,0-4℃,true
TR0330,P0330,顺丰冷链物流,鲁K13592,2025-09-14,2025-09-27,2-8℃,true
TR0331,P0331,中通快递,沪Y70113,2025-08-19,2025-08-27,0-5℃,true
TR0332,P0332,圆通速递,浙W92777,2025-10-09,2025-10-27,常温,true
TR0333,P0333,百世快递,川O99949,2025-11-16,2025-11-26,5-15℃,true
TR0334,P0334,申通快递,闽H48948,2025-10-10,2025-10-27,5-15℃,true
TR0335,P0335,申通快递,闽J40604,2025-07-09,2025-07-26,常温,true
TR0336,P0336,申通快递,闽U36492,2025-08-23,2025-08-27,常温,true
TR0337,P0337,韵达快递,苏C39957,2025-07-06,2025-07-28,常温,true
TR0338,P0338,顺丰冷链物流,鲁S12776,2025-10-14,2025-10-26,2-8℃,true
TR0339,P0339,德邦物流,粤P51002,2025-07-21,2025-07-28,0-4℃,true
TR0340,P0340,顺丰冷链物流,鲁G60496,2025-07-06,2025-07-26,5-15℃,true
TR0341,P0341,百世快递,川B99023,2025-08-02,2025-08-28,0-4℃,true
TR0342,P0342,圆通速递,浙I98405,2025-09-01,2025-09-28,2-8℃,true
TR0343,P0343,京东物流,京M68835,2025-10-08,2025-10-26,2-8℃,true
TR0344,P0344,申通快递,闽W88760,2025-07-15,2025-07-28,0-5℃,true
TR0345,P0345,德邦物流,粤W15557,2025-10-25,2025-10-26,常温,true
TR0346,P0346,极兔速递,鄂Y21479,2025-11-08,2025-11-27,0-4℃,true
TR0347,P0347,德邦物流,粤X22508,2025-11-01,2025-11-26,常温,true
TR0348,P0348,极兔速递,鄂U48519,2025-08-09,2025-08-26,5-15℃,true
TR0349,P0349,百世快递,川G95897,2025-08-13,2025-08-28,0-4℃,true
TR0350,P0350,百世快递,川F53934,2025-07-17,2025-07-27,0-4℃,true
TR0351,P0351,极兔速递,鄂V91691,2025-11-10,2025-11-26,0-4℃,true
TR0352,P0352,韵达快递,苏B67072,2025-11-22,2025-11-26,5-15℃,true
TR0353,P0353,中通快递,沪L43803,2025-10-02,2025-10-27,0-5℃,true
TR0354,P0354,百世快递,川A61561,2025-09-25,2025-09-28,2-8℃,true
TR0355,P0355,申通快递,闽T68329,2025-08-19,2025-08-27,常温,true
TR0356,P0356,京东物流,京Y80615,2025-11-03,2025-11-28,常温,true
TR0357,P0357,韵达快递,苏W80515,2025-07-18,2025-07-26,2-8℃,true
TR0358,P0358,德邦物流,粤H69817,2025-07-12,2025-07-28,常温,true
TR0359,P0359,德邦物流,粤P35466,2025-11-19,2025-11-27,5-15℃,true
TR0360,P0360,极兔速递,鄂V11241,2025-07-06,2025-07-26,常温,true
TR0361,P0361,中通快递,沪N24469,2025-10-07,2025-10-28,2-8℃,true
TR0362,P0362,德邦物流,粤T42828,2025-11-13,2025-11-27,5-15℃,true
TR0363,P0363,中通快递,沪X40436,2025-11-23,2025-11-26,0-4℃,true
TR0364,P0364,圆通速递,浙W46922,2025-07-01,2025-07-27,2-8℃,true
TR0365,P0365,韵达快递,苏Y88201,2025-10-25,2025-10-26,常温,true
TR0366,P0366,申通快递,闽T65964,2025-11-15,2025-11-27,常温,true
TR0367,P0367,申通快递,闽L49599,2025-07-12,2025-07-26,5-15℃,true
TR0368,P0368,申通快递,闽G67587,2025-11-12,2025-11-28,2-8℃,true
TR0369,P0369,中通快递,沪U23112,2025-11-16,2025-11-26,5-15℃,true
TR0370,P0370,圆通速递,浙I30977,2025-11-07,2025-11-26,0-5℃,true
TR0371,P0371,中通快递,沪T59682,2025-10-11,2025-10-28,0-5℃,true
TR0372,P0372,京东物流,京A43006,2025-09-15,2025-09-26,0-5℃,true
TR0373,P0373,极兔速递,鄂I49478,2025-10-24,2025-10-26,0-4℃,true
TR0374,P0374,韵达快递,苏X84162,2025-07-15,2025-07-28,5-15℃,true
TR0375,P0375,顺丰冷链物流,鲁R54173,2025-11-24,2025-11-27,5-15℃,true
TR0376,P0376,申通快递,闽E37477,2025-07-04,2025-07-26,0-4℃,true
TR0377,P0377,韵达快递,苏F56670,2025-11-22,2025-11-26,0-4℃,true
TR0378,P0378,极兔速递,鄂S71784,2025-10-17,2025-10-27,2-8℃,true
TR0379,P0379,极兔速递,鄂R24093,2025-10-01,2025-10-27,0-5℃,true
TR0380,P0380,德邦物流,粤E18417,2025-07-21,2025-07-28,2-8℃,true
TR0381,P0381,申通快递,闽J14484,2025-10-13,2025-10-28,5-15℃,true
TR0382,P0382,德邦物流,粤Y85879,2025-08-14,2025-08-26,2-8℃,true
TR0383,P0383,韵达快递,苏E17684,2025-08-24,2025-08-26,0-5℃,true
TR0384,P0384,顺丰冷链物流,鲁N91721,2025-09-09,2025-09-26,常温,true
TR0385,P0385,中通快递,沪K92653,2025-09-17,2025-09-28,2-8℃,true
TR0386,P0386,百世快递,川E33883,2025-08-19,2025-08-28,5-15℃,true
TR0387,P0387,极兔速递,鄂R54641,2025-08-24,2025-08-27,0-4℃,true
TR0388,P0388,德邦物流,粤C65810,2025-10-05,2025-10-26,常温,true
TR0389,P0389,百世快递,川A56222,2025-07-14,2025-07-28,0-5℃,true
TR0390,P0390,极兔速递,鄂P37445,2025-07-13,2025-07-27,常温,true
TR0391,P0391,顺丰冷链物流,鲁O69735,2025-09-13,2025-09-27,2-8℃,true
TR0392,P0392,京东物流,京D66918,2025-09-17,2025-09-27,2-8℃,true
TR0393,P0393,顺丰冷链物流,鲁C68059,2025-07-15,2025-07-26,0-5℃,true
TR0394,P0394,中通快递,沪K74948,2025-10-10,2025-10-26,0-5℃,true
TR0395,P0395,圆通速递,浙N54744,2025-07-19,2025-07-28,5-15℃,true
TR0396,P0396,极兔速递,鄂R99462,2025-10-23,2025-10-26,2-8℃,true
TR0397,P0397,京东物流,京M20701,2025-10-19,2025-10-28,0-4℃,true
TR0398,P0398,申通快递,闽J86576,2025-08-13,2025-08-28,0-4℃,true
TR0399,P0399,中通快递,沪Q72912,2025-11-23,2025-11-28,0-4℃,true
TR0400,P0400,极兔速递,鄂B66902,2025-07-08,2025-07-27,常温,true
TR0401,P0401,京东物流,京K51270,2025-07-20,2025-07-28,5-15℃,true
TR0402,P0402,韵达快递,苏C66526,2025-10-13,2025-10-27,2-8℃,true
TR0403,P0403,极兔速递,鄂I78521,2025-10-16,2025-10-28,常温,true
TR0404,P0404,京东物流,京N92356,2025-09-21,2025-09-27,0-5℃,true
TR0405,P0405,极兔速递,鄂X60367,2025-09-05,2025-09-26,5-15℃,true
TR0406,P0406,京东物流,京I66436,2025-11-20,2025-11-26,2-8℃,false
TR0407,P0407,德邦物流,粤Y41006,2025-09-01,2025-09-27,0-4℃,true
TR0408,P0408,申通快递,闽N78286,2025-08-18,2025-08-26,2-8℃,true
TR0409,P0409,中通快递,沪V23134,2025-11-24,2025-11-26,常温,true
TR0410,P0410,申通快递,闽W80701,2025-09-10,2025-09-26,5-15℃,true
TR0411,P0411,百世快递,川F50483,2025-07-08,2025-07-26,2-8℃,true
TR0412,P0412,申通快递,闽D79917,2025-07-20,2025-07-28,常温,true
TR0413,P0413,申通快递,闽R69949,2025-11-16,2025-11-26,0-4℃,true
TR0414,P0414,韵达快递,苏P65783,2025-10-03,2025-10-28,5-15℃,true
TR0415,P0415,京东物流,京A21844,2025-11-08,2025-11-27,0-5℃,true
TR0416,P0416,圆通速递,浙O50172,2025-09-06,2025-09-26,0-5℃,true
TR0417,P0417,百世快递,川W13898,2025-09-17,2025-09-27,2-8℃,true
TR0418,P0418,申通快递,闽L20921,2025-10-08,2025-10-28,0-5℃,true
TR0419,P0419,京东物流,京D12070,2025-11-16,2025-11-26,0-5℃,true
TR0420,P0420,韵达快递,苏S97050,2025-07-16,2025-07-28,0-5℃,true
TR0421,P0421,韵达快递,苏U69713,2025-11-18,2025-11-27,0-5℃,true
TR0422,P0422,圆通速递,浙N28659,2025-11-25,2025-11-28,0-4℃,true
TR0423,P0423,顺丰冷链物流,鲁P75824,2025-07-10,2025-07-26,0-5℃,true
TR0424,P0424,申通快递,闽A89565,2025-09-22,2025-09-26,2-8℃,true
TR0425,P0425,申通快递,闽Q15471,2025-07-04,2025-07-28,常温,true
TR0426,P0426,中通快递,沪D58038,2025-07-13,2025-07-28,常温,true
TR0427,P0427,中通快递,沪Y11145,2025-11-19,2025-11-27,0-4℃,true
TR0428,P0428,中通快递,沪S82300,2025-09-21,2025-09-26,2-8℃,true
TR0429,P0429,极兔速递,鄂C97760,2025-07-13,2025-07-26,0-4℃,true
TR0430,P0430,极兔速递,鄂J61645,2025-09-11,2025-09-27,5-15℃,true
TR0431,P0431,申通快递,闽D45940,2025-08-12,2025-08-27,0-4℃,true
TR0432,P0432,德邦物流,粤H39362,2025-07-03,2025-07-28,5-15℃,true
TR0433,P0433,京东物流,京P34641,2025-09-18,2025-09-28,常温,true
TR0434,P0434,百世快递,川G46705,2025-08-01,2025-08-27,0-5℃,true
TR0435,P0435,德邦物流,粤I83886,2025-10-06,2025-10-26,2-8℃,true
TR0436,P0436,极兔速递,鄂C32961,2025-07-22,2025-07-27,常温,true
TR0437,P0437,韵达快递,苏U52520,2025-08-14,2025-08-28,0-5℃,true
TR0438,P0438,德邦物流,粤B85048,2025-08-02,2025-08-26,5-15℃,true
TR0439,P0439,中通快递,沪B55032,2025-09-10,2025-09-27,0-5℃,false
TR0440,P0440,圆通速递,浙K26852,2025-08-20,2025-08-26,常温,true
TR0441,P0441,德邦物流,粤P44610,2025-07-22,2025-07-27,5-15℃,true
TR0442,P0442,京东物流,京W45348,2025-11-19,2025-11-28,0-5℃,true
TR0443,P0443,京东物流,京P61083,2025-10-14,2025-10-27,常温,true
TR0444,P0444,申通快递,闽C97339,2025-11-12,2025-11-26,2-8℃,true
TR0445,P0445,极兔速递,鄂T90614,2025-10-07,2025-10-26,0-4℃,true
TR0446,P0446,极兔速递,鄂H63405,2025-07-16,2025-07-27,常温,true
TR0447,P0447,圆通速递,浙Y37704,2025-07-01,2025-07-27,5-15℃,true
TR0448,P0448,中通快递,沪C96983,2025-10-02,2025-10-28,常温,true
TR0449,P0449,韵达快递,苏U33286,2025-08-20,2025-08-26,5-15℃,true
TR0450,P0450,顺丰冷链物流,鲁F91407,2025-11-09,2025-11-27,常温,true
TR0451,P0451,德邦物流,粤T19203,2025-09-16,2025-09-26,0-5℃,true
TR0452,P0452,韵达快递,苏X31057,2025-07-09,2025-07-27,0-5℃,true
TR0453,P0453,百世快递,川K70265,2025-11-18,2025-11-28,2-8℃,true
TR0454,P0454,京东物流,京O86283,2025-10-04,2025-10-26,5-15℃,true
TR0455,P0455,韵达快递,苏Y67111,2025-07-02,2025-07-28,2-8℃,true
TR0456,P0456,德邦物流,粤H10932,2025-10-18,2025-10-28,0-5℃,true
TR0457,P0457,圆通速递,浙R48015,2025-10-12,2025-10-27,0-5℃,true
TR0458,P0458,申通快递,闽Z82369,2025-07-11,2025-07-26,0-4℃,true
TR0459,P0459,极兔速递,鄂H69099,2025-08-12,2025-08-28,常温,true
TR0460,P0460,百世快递,川Y86524,2025-10-21,2025-10-26,0-4℃,true
TR0461,P0461,德邦物流,粤G58827,2025-11-13,2025-11-26,常温,true
TR0462,P0462,中通快递,沪R55336,2025-10-10,2025-10-26,0-4℃,true
TR0463,P0463,京东物流,京J84664,2025-11-13,2025-11-28,0-5℃,true
TR0464,P0464,申通快递,闽X42396,2025-08-02,2025-08-28,常温,false
TR0465,P0465,京东物流,京U40527,2025-09-21,2025-09-27,0-5℃,true
TR0466,P0466,德邦物流,粤P35521,2025-10-22,2025-10-28,0-5℃,true
TR0467,P0467,申通快递,闽X57087,2025-08-12,2025-08-28,2-8℃,true
TR0468,P0468,中通快递,沪S16707,2025-09-24,2025-09-27,0-5℃,true
TR0469,P0469,申通快递,闽M10299,2025-10-02,2025-10-27,0-4℃,true
TR0470,P0470,京东物流,京I58892,2025-08-11,2025-08-28,2-8℃,false
TR0471,P0471,中通快递,沪V84467,2025-11-23,2025-11-28,2-8℃,true
TR0472,P0472,百世快递,川Z82803,2025-11-17,2025-11-27,0-5℃,true
TR0473,P0473,极兔速递,鄂D68958,2025-10-10,2025-10-28,5-15℃,true
TR0474,P0474,德邦物流,粤A64619,2025-08-10,2025-08-28,0-5℃,true
TR0475,P0475,圆通速递,浙L78753,2025-11-13,2025-11-26,常温,true
TR0476,P0476,百世快递,川K90186,2025-07-20,2025-07-27,0-5℃,true
TR0477,P0477,韵达快递,苏D46277,2025-10-24,2025-10-26,2-8℃,true
TR0478,P0478,京东物流,京T22555,2025-08-20,2025-08-27,0-4℃,true
TR0479,P0479,京东物流,京V89279,2025-11-22,2025-11-28,常温,true
TR0480,P0480,京东物流,京X98643,2025-07-15,2025-07-26,0-5℃,true
TR0481,P0481,德邦物流,粤D75829,2025-10-07,2025-10-26,0-4℃,true
TR0482,P0482,百世快递,川O13399,2025-11-16,2025-11-28,2-8℃,true
TR0483,P0483,申通快递,闽C43933,2025-11-04,2025-11-26,0-4℃,true
TR0484,P0484,极兔速递,鄂N65189,2025-07-24,2025-07-26,常温,true
TR0485,P0485,申通快递,闽W37762,2025-10-17,2025-10-26,5-15℃,true
TR0486,P0486,顺丰冷链物流,鲁W70485,2025-11-07,2025-11-26,0-4℃,false
TR0487,P0487,极兔速递,鄂B95170,2025-10-17,2025-10-28,0-5℃,true
TR0488,P0488,申通快递,闽K13673,2025-10-21,2025-10-28,0-5℃,true
TR0489,P0489,德邦物流,粤E55656,2025-08-06,2025-08-28,0-4℃,true
TR0490,P0490,申通快递,闽U82060,2025-07-13,2025-07-26,常温,true
TR0491,P0491,申通快递,闽A59690,2025-10-13,2025-10-27,2-8℃,true
TR0492,P0492,申通快递,闽Y23349,2025-07-16,2025-07-27,0-4℃,true
TR0493,P0493,申通快递,闽Z91952,2025-08-07,2025-08-28,2-8℃,true
TR0494,P0494,中通快递,沪Y23452,2025-10-14,2025-10-28,5-15℃,true
TR0495,P0495,京东物流,京V62050,2025-08-16,2025-08-26,2-8℃,true
TR0496,P0496,韵达快递,苏X30240,2025-10-17,2025-10-27,0-5℃,true
TR0497,P0497,圆通速递,浙J40141,2025-08-07,2025-08-27,2-8℃,true
TR0498,P0498,申通快递,闽Z50212,2025-07-04,2025-07-28,0-5℃,true
TR0499,P0499,京东物流,京J60424,2025-11-16,2025-11-27,2-8℃,true
TR0500,P0500,百世快递,川Q68144,2025-10-07,2025-10-28,常温,true
TR0501,P0501,德邦物流,粤Y10936,2025-07-04,2025-07-28,0-5℃,true
TR0502,P0502,顺丰冷链物流,鲁G39727,2025-08-17,2025-08-27,0-5℃,true
TR0503,P0503,申通快递,闽X17122,2025-08-02,2025-08-28,常温,false
TR0504,P0504,百世快递,川T99025,2025-08-18,2025-08-28,2-8℃,true
TR0505,P0505,中通快递,沪G46801,2025-10-24,2025-10-26,0-4℃,true
TR0506,P0506,圆通速递,浙P82137,2025-07-18,2025-07-27,0-4℃,true
TR0507,P0507,极兔速递,鄂B42729,2025-10-08,2025-10-26,0-5℃,true
TR0508,P0508,中通快递,沪K72814,2025-07-04,2025-07-27,常温,false
TR0509,P0509,圆通速递,浙J50346,2025-07-15,2025-07-28,常温,true
TR0510,P0510,圆通速递,浙D82428,2025-07-07,2025-07-28,2-8℃,true
TR0511,P0511,申通快递,闽S94056,2025-10-14,2025-10-26,常温,true
TR0512,P0512,韵达快递,苏H16730,2025-07-20,2025-07-28,0-4℃,true
TR0513,P0513,顺丰冷链物流,鲁M95735,2025-10-07,2025-10-27,0-5℃,true
TR0514,P0514,百世快递,川U69073,2025-10-21,2025-10-26,0-5℃,true
TR0515,P0515,顺丰冷链物流,鲁C84793,2025-08-09,2025-08-26,常温,true
TR0516,P0516,德邦物流,粤G65941,2025-08-18,2025-08-27,常温,true
TR0517,P0517,德邦物流,粤D34187,2025-08-23,2025-08-27,0-5℃,true
TR0518,P0518,顺丰冷链物流,鲁Y70711,2025-11-15,2025-11-26,0-5℃,true
TR0519,P0519,圆通速递,浙V33457,2025-10-25,2025-10-26,2-8℃,true
TR0520,P0520,京东物流,京H44816,2025-09-03,2025-09-28,常温,true
TR0521,P0521,极兔速递,鄂E90707,2025-11-05,2025-11-28,5-15℃,true
TR0522,P0522,德邦物流,粤L55075,2025-11-02,2025-11-28,0-4℃,true
TR0523,P0523,京东物流,京P53863,2025-11-01,2025-11-27,0-5℃,true
TR0524,P0524,顺丰冷链物流,鲁T58649,2025-09-25,2025-09-28,常温,true
TR0525,P0525,德邦物流,粤R79420,2025-09-06,2025-09-28,0-4℃,true
TR0526,P0526,圆通速递,浙L67371,2025-08-07,2025-08-27,0-4℃,true
TR0527,P0527,顺丰冷链物流,鲁W75464,2025-10-03,2025-10-26,2-8℃,true
TR0528,P0528,京东物流,京L84560,2025-08-10,2025-08-26,5-15℃,true
TR0529,P0529,韵达快递,苏R11372,2025-08-20,2025-08-26,常温,true
TR0530,P0530,顺丰冷链物流,鲁E45907,2025-09-14,2025-09-28,2-8℃,true
TR0531,P0531,百世快递,川R51746,2025-11-06,2025-11-26,常温,true
TR0532,P0532,韵达快递,苏O18377,2025-10-22,2025-10-26,2-8℃,true
TR0533,P0533,百世快递,川L30519,2025-07-06,2025-07-28,2-8℃,true
TR0534,P0534,极兔速递,鄂Z67440,2025-08-05,2025-08-28,0-4℃,true
TR0535,P0535,申通快递,闽V78759,2025-09-13,2025-09-28,0-5℃,true
TR0536,P0536,顺丰冷链物流,鲁T13838,2025-10-19,2025-10-28,5-15℃,true
TR0537,P0537,申通快递,闽S77190,2025-08-19,2025-08-26,0-4℃,true
TR0538,P0538,百世快递,川K59433,2025-07-07,2025-07-27,5-15℃,true
TR0539,P0539,百世快递,川B23110,2025-07-17,2025-07-27,5-15℃,true
TR0540,P0540,中通快递,沪T95556,2025-09-07,2025-09-26,5-15℃,true
TR0541,P0541,德邦物流,粤Q26092,2025-08-12,2025-08-26,0-5℃,true
TR0542,P0542,德邦物流,粤D53674,2025-09-03,2025-09-26,0-5℃,true
TR0543,P0543,中通快递,沪K83916,2025-07-02,2025-07-27,0-5℃,false
TR0544,P0544,圆通速递,浙S93693,2025-08-02,2025-08-28,5-15℃,true
TR0545,P0545,百世快递,川Y48611,2025-10-05,2025-10-26,常温,true
TR0546,P0546,中通快递,沪S99037,2025-08-23,2025-08-26,0-4℃,true
TR0547,P0547,韵达快递,苏V91690,2025-07-04,2025-07-26,2-8℃,false
TR0548,P0548,极兔速递,鄂X83192,2025-08-07,2025-08-28,5-15℃,true
TR0549,P0549,京东物流,京I78459,2025-11-13,2025-11-28,5-15℃,true
TR0550,P0550,百世快递,川C12643,2025-10-24,2025-10-28,0-4℃,true
TR0551,P0551,百世快递,川G82156,2025-07-01,2025-07-28,0-5℃,true
TR0552,P0552,德邦物流,粤D96445,2025-10-08,2025-10-27,0-4℃,true
TR0553,P0553,百世快递,川L65898,2025-09-12,2025-09-27,0-4℃,true
TR0554,P0554,韵达快递,苏P36801,2025-11-11,2025-11-27,5-15℃,true
TR0555,P0555,极兔速递,鄂C88310,2025-07-09,2025-07-27,5-15℃,true
TR0556,P0556,极兔速递,鄂R94959,2025-09-06,2025-09-28,0-5℃,true
TR0557,P0557,中通快递,沪R37034,2025-09-22,2025-09-26,5-15℃,true
TR0558,P0558,韵达快递,苏J92839,2025-09-15,2025-09-28,常温,true
TR0559,P0559,百世快递,川X38656,2025-07-23,2025-07-26,2-8℃,true
TR0560,P0560,德邦物流,粤B97676,2025-11-08,2025-11-28,5-15℃,true
TR0561,P0561,顺丰冷链物流,鲁K87209,2025-08-13,2025-08-27,0-5℃,true
TR0562,P0562,圆通速递,浙T78289,2025-07-15,2025-07-27,2-8℃,true
TR0563,P0563,德邦物流,粤W28476,2025-08-10,2025-08-26,常温,true
TR0564,P0564,德邦物流,粤B40003,2025-09-14,2025-09-26,5-15℃,true
TR0565,P0565,韵达快递,苏H32096,2025-09-11,2025-09-26,0-5℃,true
TR0566,P0566,极兔速递,鄂O76118,2025-07-22,2025-07-26,2-8℃,true
TR0567,P0567,圆通速递,浙D58734,2025-09-01,2025-09-27,常温,true
TR0568,P0568,顺丰冷链物流,鲁F24785,2025-11-11,2025-11-28,0-4℃,false
TR0569,P0569,极兔速递,鄂I36078,2025-09-10,2025-09-28,2-8℃,true
TR0570,P0570,中通快递,沪F81577,2025-10-07,2025-10-28,2-8℃,true
TR0571,P0571,极兔速递,鄂D35248,2025-09-06,2025-09-26,0-5℃,true
TR0572,P0572,极兔速递,鄂F93125,2025-10-07,2025-10-28,0-4℃,true
TR0573,P0573,百世快递,川M85569,2025-10-10,2025-10-26,2-8℃,true
TR0574,P0574,顺丰冷链物流,鲁Z65450,2025-08-18,2025-08-26,5-15℃,true
TR0575,P0575,极兔速递,鄂U90445,2025-11-11,2025-11-28,0-4℃,true
TR0576,P0576,申通快递,闽F71198,2025-10-16,2025-10-26,常温,true
TR0577,P0577,圆通速递,浙Y60148,2025-11-10,2025-11-26,5-15℃,true
TR0578,P0578,极兔速递,鄂V92917,2025-07-08,2025-07-26,0-4℃,true
TR0579,P0579,圆通速递,浙U51940,2025-08-19,2025-08-28,0-4℃,true
TR0580,P0580,百世快递,川U10032,2025-11-13,2025-11-26,5-15℃,true
TR0581,P0581,中通快递,沪Q72528,2025-11-06,2025-11-26,2-8℃,true
TR0582,P0582,德邦物流,粤H83367,2025-07-14,2025-07-28,常温,true
TR0583,P0583,申通快递,闽D53707,2025-08-07,2025-08-27,0-5℃,true
TR0584,P0584,韵达快递,苏C63587,2025-11-10,2025-11-27,0-5℃,true
TR0585,P0585,中通快递,沪R91405,2025-07-12,2025-07-27,5-15℃,true
TR0586,P0586,圆通速递,浙P38142,2025-11-06,2025-11-26,0-4℃,true
TR0587,P0587,极兔速递,鄂T18926,2025-07-20,2025-07-27,0-5℃,true
TR0588,P0588,申通快递,闽T60655,2025-11-25,2025-11-26,2-8℃,true
TR0589,P0589,百世快递,川K10365,2025-11-19,2025-11-28,0-5℃,true
TR0590,P0590,极兔速递,鄂S17201,2025-07-22,2025-07-28,0-5℃,true
TR0591,P0591,韵达快递,苏F97084,2025-10-24,2025-10-28,5-15℃,true
TR0592,P0592,圆通速递,浙H29507,2025-07-06,2025-07-27,常温,true
TR0593,P0593,申通快递,闽X74002,2025-11-14,2025-11-28,常温,true
TR0594,P0594,极兔速递,鄂B53760,2025-08-07,2025-08-28,0-5℃,true
TR0595,P0595,极兔速递,鄂B56483,2025-08-16,2025-08-28,2-8℃,true
TR0596,P0596,百世快递,川J85569,2025-09-12,2025-09-28,常温,false
TR0597,P0597,中通快递,沪C35129,2025-10-08,2025-10-28,0-4℃,true
TR0598,P0598,百世快递,川M35294,2025-09-13,2025-09-26,2-8℃,true
TR0599,P0599,圆通速递,浙A70406,2025-08-17,2025-08-26,0-5℃,true
TR0600,P0600,韵达快递,苏N60250,2025-07-09,2025-07-28,常温,true
TR0601,P0601,顺丰冷链物流,鲁Z27431,2025-07-05,2025-07-27,常温,true
TR0602,P0602,中通快递,沪V14018,2025-08-01,2025-08-28,2-8℃,true
TR0603,P0603,韵达快递,苏F64464,2025-10-13,2025-10-28,0-5℃,true
TR0604,P0604,顺丰冷链物流,鲁C58154,2025-11-14,2025-11-28,5-15℃,true
TR0605,P0605,顺丰冷链物流,鲁Z17935,2025-07-13,2025-07-28,常温,true
TR0606,P0606,极兔速递,鄂U48512,2025-09-04,2025-09-26,5-15℃,true
TR0607,P0607,中通快递,沪A51290,2025-08-12,2025-08-26,0-4℃,true
TR0608,P0608,百世快递,川K48418,2025-07-15,2025-07-26,0-4℃,true
TR0609,P0609,顺丰冷链物流,鲁H82572,2025-10-18,2025-10-28,5-15℃,true
TR0610,P0610,韵达快递,苏U87121,2025-11-07,2025-11-26,常温,true
TR0611,P0611,顺丰冷链物流,鲁Q18362,2025-08-05,2025-08-27,5-15℃,true
TR0612,P0612,申通快递,闽V45285,2025-09-24,2025-09-26,2-8℃,true
TR0613,P0613,顺丰冷链物流,鲁R59167,2025-10-10,2025-10-28,0-4℃,true
TR0614,P0614,顺丰冷链物流,鲁O78299,2025-07-09,2025-07-26,常温,true
TR0615,P0615,中通快递,沪Q14384,2025-08-01,2025-08-27,5-15℃,true
TR0616,P0616,京东物流,京C73732,2025-11-19,2025-11-28,常温,true
TR0617,P0617,极兔速递,鄂T43713,2025-07-12,2025-07-28,0-5℃,true
TR0618,P0618,申通快递,闽S70373,2025-07-11,2025-07-27,常温,true
TR0619,P0619,百世快递,川Y33303,2025-11-13,2025-11-27,2-8℃,true
TR0620,P0620,极兔速递,鄂N67543,2025-10-23,2025-10-27,0-4℃,true
TR0621,P0621,京东物流,京I60453,2025-09-16,2025-09-27,常温,true
TR0622,P0622,京东物流,京S63643,2025-09-05,2025-09-28,常温,true
TR0623,P0623,申通快递,闽R53898,2025-08-10,2025-08-28,0-4℃,true
TR0624,P0624,圆通速递,浙E93374,2025-09-23,2025-09-26,常温,true
TR0625,P0625,德邦物流,粤C72422,2025-10-19,2025-10-27,0-5℃,true
TR0626,P0626,圆通速递,浙Q24042,2025-09-09,2025-09-28,5-15℃,true
TR0627,P0627,顺丰冷链物流,鲁L41438,2025-09-03,2025-09-26,5-15℃,true
TR0628,P0628,德邦物流,粤X90568,2025-08-09,2025-08-26,0-5℃,true
TR0629,P0629,顺丰冷链物流,鲁I74820,2025-09-02,2025-09-28,0-4℃,true
TR0630,P0630,京东物流,京H62551,2025-09-03,2025-09-27,5-15℃,true
TR0631,P0631,百世快递,川E93215,2025-11-24,2025-11-26,5-15℃,true
TR0632,P0632,申通快递,闽R37135,2025-09-06,2025-09-28,2-8℃,true
TR0633,P0633,韵达快递,苏Q90757,2025-10-17,2025-10-27,0-4℃,true
TR0634,P0634,申通快递,闽H97822,2025-10-07,2025-10-28,0-4℃,true
TR0635,P0635,京东物流,京X85331,2025-09-24,2025-09-28,常温,true
TR0636,P0636,中通快递,沪W26327,2025-08-01,2025-08-28,0-4℃,true
TR0637,P0637,德邦物流,粤U15366,2025-07-10,2025-07-26,常温,true
TR0638,P0638,极兔速递,鄂U97413,2025-10-24,2025-10-27,0-4℃,true
TR0639,P0639,顺丰冷链物流,鲁Q47490,2025-07-17,2025-07-26,2-8℃,true
TR0640,P0640,德邦物流,粤S70930,2025-11-24,2025-11-27,5-15℃,true
TR0641,P0641,申通快递,闽C56715,2025-08-16,2025-08-26,常温,true
TR0642,P0642,顺丰冷链物流,鲁K76599,2025-08-07,2025-08-27,常温,true
TR0643,P0643,德邦物流,粤A15168,2025-08-19,2025-08-27,5-15℃,true
TR0644,P0644,京东物流,京L42486,2025-07-01,2025-07-26,0-5℃,true
TR0645,P0645,申通快递,闽O44144,2025-10-10,2025-10-26,5-15℃,true
TR0646,P0646,韵达快递,苏C47737,2025-08-24,2025-08-27,0-5℃,true
TR0647,P0647,韵达快递,苏U39926,2025-07-08,2025-07-28,常温,true
TR0648,P0648,德邦物流,粤G20350,2025-08-08,2025-08-26,0-4℃,true
TR0649,P0649,京东物流,京G12382,2025-11-08,2025-11-26,常温,true
TR0650,P0650,韵达快递,苏B61533,2025-11-24,2025-11-28,5-15℃,true
TR0651,P0651,韵达快递,苏W68072,2025-08-13,2025-08-27,2-8℃,true
TR0652,P0652,百世快递,川A46300,2025-08-01,2025-08-28,常温,true
TR0653,P0653,圆通速递,浙A43996,2025-08-02,2025-08-27,常温,true
TR0654,P0654,圆通速递,浙M18014,2025-08-23,2025-08-28,0-4℃,true
TR0655,P0655,百世快递,川Z79067,2025-10-20,2025-10-27,0-4℃,true
TR0656,P0656,百世快递,川T22302,2025-09-09,2025-09-28,常温,true
