record_id,product_id,factory_name,factory_location,process_date,process_steps,hygiene_score,qualified
PR0262,P0262,洛川果业加工中心,陕西省洛川县,2025-09-28,切割-分级,97,true
PR0263,P0263,洛川果业加工中心,陕西省洛川县,2025-09-17,冷藏-清洗-烘干,90,true
PR0264,P0264,寿光蔬菜加工厂,山东省寿光市,2025-12-13,分拣-分级,98,true
PR0265,P0265,廊坊蔬菜加工中心,河北省廊坊市,2025-07-01,烘干-打蜡-分级-冷藏,95,true
PR0266,P0266,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-10,冷藏-打蜡,91,true
PR0267,P0267,洛川果业加工中心,陕西省洛川县,2025-11-03,切割-清洗-烘干,96,true
PR0268,P0268,赣南脐橙加工中心,江西省赣州市,2025-06-02,包装-打蜡-分拣,90,true
PR0269,P0269,丹东草莓加工厂,辽宁省丹东市,2025-09-08,切割-清洗,97,true
PR0270,P0270,潍坊蔬菜加工厂,山东省潍坊市,2025-12-04,切割-清洗-冷藏,92,true
PR0271,P0271,洛川果业加工中心,陕西省洛川县,2025-07-03,冷藏-清洗-分拣-烘干,90,true
PR0272,P0272,廊坊蔬菜加工中心,河北省廊坊市,2025-06-10,切割-分拣,94,true
PR0273,P0273,赣南脐橙加工中心,江西省赣州市,2025-08-08,分拣-分级-打蜡,97,true
PR0274,P0274,廊坊蔬菜加工中心,河北省廊坊市,2025-09-03,分级-烘干-打蜡,92,true
PR0275,P0275,洛川果业加工中心,陕西省洛川县,2025-09-03,冷藏-烘干-切割,97,true
PR0276,P0276,廊坊蔬菜加工中心,河北省廊坊市,2025-12-01,冷藏-包装,100,true
PR0277,P0277,赣南脐橙加工中心,江西省赣州市,2025-12-06,清洗-冷藏,92,true
PR0278,P0278,寿光蔬菜加工厂,山东省寿光市,2025-10-03,切割-清洗-包装-冷藏,95,true
PR0279,P0279,丹东草莓加工厂,辽宁省丹东市,2025-09-05,清洗-冷藏-烘干-分级,95,true
PR0280,P0280,周口面粉加工厂,河南省周口市,2025-11-22,切割-分级,92,true
PR0281,P0281,赣南脐橙加工中心,江西省赣州市,2025-11-26,切割-打蜡-清洗,92,true
PR0282,P0282,寿光蔬菜加工厂,山东省寿光市,2025-08-05,清洗-切割-包装-烘干,95,true
PR0283,P0283,寿光蔬菜加工厂,山东省寿光市,2025-06-24,清洗-包装-分拣,92,true
PR0284,P0284,赣南脐橙加工中心,江西省赣州市,2025-12-06,冷藏-切割-打蜡,97,true
PR0285,P0285,寿光蔬菜加工厂,山东省寿光市,2025-08-16,切割-烘干,96,true
PR0286,P0286,丹东草莓加工厂,辽宁省丹东市,2025-06-14,分拣-冷藏-包装-分级,88,false
PR0287,P0287,赣南脐橙加工中心,江西省赣州市,2025-06-02,包装-打蜡-分级,95,true
PR0288,P0288,寿光蔬菜加工厂,山东省寿光市,2025-10-25,冷藏-清洗-包装,91,true
PR0289,P0289,寿光蔬菜加工厂,山东省寿光市,2025-07-04,烘干-切割,96,true
PR0290,P0290,周口面粉加工厂,河南省周口市,2025-09-16,打蜡-包装-清洗,98,true
PR0291,P0291,丹东草莓加工厂,辽宁省丹东市,2025-10-13,分拣-冷藏-分级-清洗,91,true
PR0292,P0292,五常大米加工厂,黑龙江省五常市,2025-08-04,包装-切割-打蜡-烘干,95,true
PR0293,P0293,潍坊蔬菜加工厂,山东省潍坊市,2025-08-26,清洗-包装,92,true
PR0294,P0294,廊坊蔬菜加工中心,河北省廊坊市,2025-08-04,清洗-打蜡-冷藏-切割,96,true
PR0295,P0295,洛川果业加工中心,陕西省洛川县,2025-11-05,分拣-烘干,94,true
PR0296,P0296,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-28,切割-分拣,92,true
PR0297,P0297,赣南脐橙加工中心,江西省赣州市,2025-09-14,冷藏-清洗-烘干,88,false
PR0298,P0298,廊坊蔬菜加工中心,河北省廊坊市,2025-10-01,分拣-清洗-包装,98,true
PR0299,P0299,廊坊蔬菜加工中心,河北省廊坊市,2025-06-21,冷藏-清洗,100,true
PR0300,P0300,廊坊蔬菜加工中心,河北省廊坊市,2025-10-20,冷藏-清洗,99,true
PR0301,P0301,寿光蔬菜加工厂,山东省寿光市,2025-07-19,清洗-打蜡,93,true
PR0302,P0302,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-08,打蜡-分拣-分级,92,true
PR0303,P0303,洛川果业加工中心,陕西省洛川县,2025-09-11,分拣-包装-切割,94,true
PR0304,P0304,廊坊蔬菜加工中心,河北省廊坊市,2025-12-28,打蜡-烘干-切割,95,true
PR0305,P0305,周口面粉加工厂,河南省周口市,2025-07-26,分拣-烘干-清洗,97,true
PR0306,P0306,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-25,切割-烘干,92,true
PR0307,P0307,周口面粉加工厂,河南省周口市,2025-09-14,打蜡-清洗-切割,93,true
PR0308,P0308,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-04,打蜡-分级-冷藏-包装,94,true
PR0309,P0309,丹东草莓加工厂,辽宁省丹东市,2025-09-11,包装-分拣-冷藏-清洗,96,true
PR0310,P0310,潍坊蔬菜加工厂,山东省潍坊市,2025-07-10,打蜡-分级-切割,90,true
PR0311,P0311,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-27,清洗-包装,96,true
PR0312,P0312,洛川果业加工中心,陕西省洛川县,2025-10-20,冷藏-打蜡-分级,91,true
PR0313,P0313,寿光蔬菜加工厂,山东省寿光市,2025-10-04,包装-烘干-打蜡-冷藏,94,true
PR0314,P0314,寿光蔬菜加工厂,山东省寿光市,2025-06-21,清洗-切割-分级-冷藏,94,true
PR0315,P0315,五常大米加工厂,黑龙江省五常市,2025-06-27,切割-分级,93,true
PR0316,P0316,洛川果业加工中心,陕西省洛川县,2025-08-04,包装-清洗-打蜡-冷藏,80,false
PR0317,P0317,洛川果业加工中心,陕西省洛川县,2025-11-27,分级-切割-冷藏,94,true
PR0318,P0318,潍坊蔬菜加工厂,山东省潍坊市,2025-11-13,烘干-切割-冷藏-清洗,92,true
PR0319,P0319,廊坊蔬菜加工中心,河北省廊坊市,2025-10-17,包装-冷藏,95,true
PR0320,P0320,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-27,分级-冷藏,91,true
PR0321,P0321,周口面粉加工厂,河南省周口市,2025-10-15,清洗-冷藏-包装-打蜡,98,true
PR0322,P0322,周口面粉加工厂,河南省周口市,2025-09-04,清洗-切割,95,true
PR0323,P0323,五常大米加工厂,黑龙江省五常市,2025-08-20,分级-打蜡-分拣-包装,98,true
PR0324,P0324,潍坊蔬菜加工厂,山东省潍坊市,2025-06-10,冷藏-分级-打蜡,99,true
PR0325,P0325,周口面粉加工厂,河南省周口市,2025-09-18,清洗-分拣-冷藏,95,true
PR0326,P0326,周口面粉加工厂,河南省周口市,2025-11-12,打蜡-分拣-烘干,95,true
PR0327,P0327,赣南脐橙加工中心,江西省赣州市,2025-08-06,冷藏-分拣-分级,98,true
PR0328,P0328,丹东草莓加工厂,辽宁省丹东市,2025-07-05,清洗-分级-包装,98,true
PR0329,P0329,周口面粉加工厂,河南省周口市,2025-09-25,分拣-分级-包装-打蜡,95,true
PR0330,P0330,丹东草莓加工厂,辽宁省丹东市,2025-11-18,分拣-冷藏,94,true
PR0331,P0331,赣南脐橙加工中心,江西省赣州市,2025-10-15,包装-清洗-分级-烘干,96,true
PR0332,P0332,潍坊蔬菜加工厂,山东省潍坊市,2025-06-15,清洗-分级-烘干,91,true
PR0333,P0333,洛川果业加工中心,陕西省洛川县,2025-12-06,分拣-清洗-分级,94,true
PR0334,P0334,赣南脐橙加工中心,江西省赣州市,2025-07-19,清洗-打蜡-烘干,90,true
PR0335,P0335,潍坊蔬菜加工厂,山东省潍坊市,2025-06-23,分拣-分级-切割,96,true
PR0336,P0336,赣南脐橙加工中心,江西省赣州市,2025-12-24,烘干-打蜡-包装-冷藏,90,true
PR0337,P0337,丹东草莓加工厂,辽宁省丹东市,2025-12-21,烘干-冷藏-打蜡-分级,96,true
PR0338,P0338,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-13,清洗-切割-分级,95,true
PR0339,P0339,赣南脐橙加工中心,江西省赣州市,2025-07-25,打蜡-清洗-包装-分级,91,true
PR0340,P0340,丹东草莓加工厂,辽宁省丹东市,2025-11-12,烘干-分级,97,true
PR0341,P0341,周口面粉加工厂,河南省周口市,2025-07-10,切割-包装-清洗,100,true
PR0342,P0342,五常大米加工厂,黑龙江省五常市,2025-10-07,分拣-清洗,91,true
PR0343,P0343,周口面粉加工厂,河南省周口市,2025-07-09,冷藏-分级,97,true
PR0344,P0344,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-22,分级-切割,93,true
PR0345,P0345,赣南脐橙加工中心,江西省赣州市,2025-12-22,包装-分拣,99,true
PR0346,P0346,丹东草莓加工厂,辽宁省丹东市,2025-12-01,分级-冷藏-分拣-清洗,98,true
PR0347,P0347,赣南脐橙加工中心,江西省赣州市,2025-09-25,分级-冷藏,95,true
PR0348,P0348,洛川果业加工中心,陕西省洛川县,2025-07-27,冷藏-打蜡,97,true
PR0349,P0349,洛川果业加工中心,陕西省洛川县,2025-08-17,分拣-切割,97,true
PR0350,P0350,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-08,冷藏-分级,96,true
PR0351,P0351,寿光蔬菜加工厂,山东省寿光市,2025-11-20,切割-分级,93,true
PR0352,P0352,洛川果业加工中心,陕西省洛川县,2025-09-13,打蜡-包装-冷藏-分拣,92,true
PR0353,P0353,丹东草莓加工厂,辽宁省丹东市,2025-08-18,分拣-切割-包装,94,true
PR0354,P0354,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-14,分拣-烘干,100,true
PR0355,P0355,赣南脐橙加工中心,江西省赣州市,2025-06-16,切割-分拣-清洗-冷藏,97,true
PR0356,P0356,赣南脐橙加工中心,江西省赣州市,2025-07-12,打蜡-清洗-冷藏,98,true
PR0357,P0357,寿光蔬菜加工厂,山东省寿光市,2025-11-11,烘干-打蜡-分拣-分级,89,false
PR0358,P0358,寿光蔬菜加工厂,山东省寿光市,2025-11-15,切割-分级,90,true
PR0359,P0359,潍坊蔬菜加工厂,山东省潍坊市,2025-08-24,清洗-分拣,95,true
PR0360,P0360,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-12,分拣-分级-打蜡,93,true
PR0361,P0361,周口面粉加工厂,河南省周口市,2025-06-27,包装-冷藏-清洗,90,true
PR0362,P0362,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-04,分拣-冷藏,91,true
PR0363,P0363,五常大米加工厂,黑龙江省五常市,2025-10-05,分级-包装-分拣-烘干,96,true
PR0364,P0364,潍坊蔬菜加工厂,山东省潍坊市,2025-09-23,打蜡-包装-冷藏,99,true
PR0365,P0365,周口面粉加工厂,河南省周口市,2025-09-04,打蜡-烘干,98,true
PR0366,P0366,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-15,打蜡-切割-包装,86,false
PR0367,P0367,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-28,冷藏-分级-清洗-包装,98,true
PR0368,P0368,赣南脐橙加工中心,江西省赣州市,2025-09-24,烘干-分拣-包装-冷藏,90,true
PR0369,P0369,廊坊蔬菜加工中心,河北省廊坊市,2025-08-02,冷藏-分级-清洗-包装,92,true
PR0370,P0370,廊坊蔬菜加工中心,河北省廊坊市,2025-08-25,冷藏-打蜡-烘干,98,true
PR0371,P0371,寿光蔬菜加工厂,山东省寿光市,2025-12-21,清洗-烘干,92,true
PR0372,P0372,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-07,包装-分拣-冷藏-切割,99,true
PR0373,P0373,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-02,分拣-打蜡,100,true
PR0374,P0374,寿光蔬菜加工厂,山东省寿光市,2025-06-27,清洗-打蜡,95,true
PR0375,P0375,周口面粉加工厂,河南省周口市,2025-06-26,切割-打蜡-包装,93,true
PR0376,P0376,寿光蔬菜加工厂,山东省寿光市,2025-07-16,包装-分拣,96,true
PR0377,P0377,洛川果业加工中心,陕西省洛川县,2025-12-11,切割-分拣,91,true
PR0378,P0378,周口面粉加工厂,河南省周口市,2025-12-28,切割-分拣,90,true
PR0379,P0379,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-24,包装-清洗,96,true
PR0380,P0380,潍坊蔬菜加工厂,山东省潍坊市,2025-08-22,打蜡-冷藏,98,true
PR0381,P0381,寿光蔬菜加工厂,山东省寿光市,2025-07-13,分拣-切割-烘干-打蜡,100,true
PR0382,P0382,丹东草莓加工厂,辽宁省丹东市,2025-10-15,分拣-清洗,94,true
PR0383,P0383,寿光蔬菜加工厂,山东省寿光市,2025-11-14,切割-分级-烘干-分拣,94,true
PR0384,P0384,潍坊蔬菜加工厂,山东省潍坊市,2025-10-26,打蜡-切割-烘干-包装,98,true
PR0385,P0385,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-18,打蜡-清洗-分级,91,true
PR0386,P0386,潍坊蔬菜加工厂,山东省潍坊市,2025-10-24,分拣-分级-打蜡,99,true
PR0387,P0387,洛川果业加工中心,陕西省洛川县,2025-12-06,冷藏-打蜡-清洗-分级,93,true
PR0388,P0388,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-25,打蜡-冷藏-切割-分拣,93,true
PR0389,P0389,五常大米加工厂,黑龙江省五常市,2025-12-18,包装-清洗-切割-分级,92,true
PR0390,P0390,五常大米加工厂,黑龙江省五常市,2025-10-17,分级-包装-分拣,100,true
PR0391,P0391,廊坊蔬菜加工中心,河北省廊坊市,2025-12-06,分级-包装,91,true
PR0392,P0392,寿光蔬菜加工厂,山东省寿光市,2025-09-24,分级-切割,95,true
PR0393,P0393,洛川果业加工中心,陕西省洛川县,2025-11-22,冷藏-分拣-分级-包装,97,true
PR0394,P0394,寿光蔬菜加工厂,山东省寿光市,2025-09-08,包装-烘干-冷藏-分级,94,true
PR0395,P0395,五常大米加工厂,黑龙江省五常市,2025-11-06,清洗-烘干-冷藏,100,true
PR0396,P0396,廊坊蔬菜加工中心,河北省廊坊市,2025-06-05,清洗-冷藏-包装-打蜡,94,true
PR0397,P0397,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-21,冷藏-烘干-打蜡-分拣,98,true
PR0398,P0398,赣南脐橙加工中心,江西省赣州市,2025-08-19,打蜡-冷藏-烘干-切割,95,true
PR0399,P0399,五常大米加工厂,黑龙江省五常市,2025-11-24,打蜡-冷藏-清洗,90,true
PR0400,P0400,周口面粉加工厂,河南省周口市,2025-10-07,包装-清洗-冷藏,94,true
PR0401,P0401,五常大米加工厂,黑龙江省五常市,2025-08-19,分拣-分级-切割-冷藏,99,true
PR0402,P0402,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-04,烘干-分级-清洗-包装,95,true
PR0403,P0403,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-01,打蜡-清洗-分级,100,true
PR0404,P0404,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-06,分级-包装-打蜡-烘干,98,true
PR0405,P0405,廊坊蔬菜加工中心,河北省廊坊市,2025-12-04,冷藏-烘干-清洗,98,true
PR0406,P0406,寿光蔬菜加工厂,山东省寿光市,2025-10-11,烘干-分级,98,true
PR0407,P0407,五常大米加工厂,黑龙江省五常市,2025-12-03,冷藏-打蜡-分级-烘干,92,true
PR0408,P0408,廊坊蔬菜加工中心,河北省廊坊市,2025-09-14,切割-包装-烘干-分级,100,true
PR0409,P0409,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-03,打蜡-冷藏,96,true
PR0410,P0410,洛川果业加工中心,陕西省洛川县,2025-09-15,清洗-烘干-冷藏,94,true
PR0411,P0411,五常大米加工厂,黑龙江省五常市,2025-08-12,包装-烘干-切割-冷藏,98,true
PR0412,P0412,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-25,切割-分拣-清洗,95,true
PR0413,P0413,寿光蔬菜加工厂,山东省寿光市,2025-07-01,分拣-冷藏-烘干-切割,97,true
PR0414,P0414,周口面粉加工厂,河南省周口市,2025-10-05,分级-冷藏-分拣,94,true
PR0415,P0415,赣南脐橙加工中心,江西省赣州市,2025-09-01,烘干-冷藏,98,true
PR0416,P0416,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-19,烘干-冷藏-切割,91,true
PR0417,P0417,赣南脐橙加工中心,江西省赣州市,2025-08-03,分级-烘干-清洗-切割,99,true
PR0418,P0418,五常大米加工厂,黑龙江省五常市,2025-08-24,清洗-包装-分级,95,true
PR0419,P0419,洛川果业加工中心,陕西省洛川县,2025-08-26,清洗-打蜡-包装,96,true
PR0420,P0420,寿光蔬菜加工厂,山东省寿光市,2025-12-17,烘干-冷藏-切割-分拣,99,true
PR0421,P0421,丹东草莓加工厂,辽宁省丹东市,2025-10-03,分级-包装-分拣-清洗,97,true
PR0422,P0422,潍坊蔬菜加工厂,山东省潍坊市,2025-12-27,冷藏-打蜡-分级,91,true
PR0423,P0423,寿光蔬菜加工厂,山东省寿光市,2025-10-03,分拣-打蜡-切割-分级,99,true
PR0424,P0424,潍坊蔬菜加工厂,山东省潍坊市,2025-09-11,包装-分级-分拣,97,true
PR0425,P0425,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-07,分级-切割,96,true
PR0426,P0426,寿光蔬菜加工厂,山东省寿光市,2025-06-07,打蜡-包装-清洗-切割,96,true
PR0427,P0427,丹东草莓加工厂,辽宁省丹东市,2025-09-21,切割-打蜡,100,true
PR0428,P0428,周口面粉加工厂,河南省周口市,2025-06-27,烘干-包装-分级,91,true
PR0429,P0429,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-21,分拣-冷藏-清洗-包装,92,true
PR0430,P0430,潍坊蔬菜加工厂,山东省潍坊市,2025-08-20,清洗-烘干,95,true
PR0431,P0431,赣南脐橙加工中心,江西省赣州市,2025-11-05,分级-包装,91,true
PR0432,P0432,寿光蔬菜加工厂,山东省寿光市,2025-11-03,分拣-包装-冷藏-清洗,94,true
PR0433,P0433,潍坊蔬菜加工厂,山东省潍坊市,2025-08-06,冷藏-打蜡,96,true
PR0434,P0434,五常大米加工厂,黑龙江省五常市,2025-11-20,打蜡-包装,91,true
PR0435,P0435,五常大米加工厂,黑龙江省五常市,2025-10-03,打蜡-清洗-分级,95,true
PR0436,P0436,廊坊蔬菜加工中心,河北省廊坊市,2025-09-11,分级-烘干-清洗-分拣,94,true
PR0437,P0437,寿光蔬菜加工厂,山东省寿光市,2025-07-16,烘干-切割-冷藏-分级,97,true
PR0438,P0438,周口面粉加工厂,河南省周口市,2025-08-10,分拣-包装-烘干-打蜡,95,true
PR0439,P0439,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-25,烘干-分拣,97,true
PR0440,P0440,五常大米加工厂,黑龙江省五常市,2025-07-11,切割-冷藏-分拣-烘干,96,true
PR0441,P0441,潍坊蔬菜加工厂,山东省潍坊市,2025-06-26,分级-冷藏-切割-分拣,100,true
PR0442,P0442,潍坊蔬菜加工厂,山东省潍坊市,2025-07-25,分拣-清洗-包装,93,true
PR0443,P0443,五常大米加工厂,黑龙江省五常市,2025-11-25,冷藏-烘干-分拣,92,true
PR0444,P0444,廊坊蔬菜加工中心,河北省廊坊市,2025-08-26,切割-分级-烘干-冷藏,91,true
PR0445,P0445,周口面粉加工厂,河南省周口市,2025-07-06,包装-打蜡,100,true
PR0446,P0446,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-11,冷藏-清洗,96,true
PR0447,P0447,丹东草莓加工厂,辽宁省丹东市,2025-09-24,烘干-切割,100,true
PR0448,P0448,赣南脐橙加工中心,江西省赣州市,2025-10-23,烘干-分拣-切割,91,true
PR0449,P0449,丹东草莓加工厂,辽宁省丹东市,2025-07-05,冷藏-打蜡-分级,92,true
PR0450,P0450,潍坊蔬菜加工厂,山东省潍坊市,2025-08-04,包装-清洗-冷藏-切割,93,true
PR0451,P0451,潍坊蔬菜加工厂,山东省潍坊市,2025-08-09,烘干-包装-冷藏-分级,96,true
PR0452,P0452,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-14,分级-切割-清洗-烘干,97,true
PR0453,P0453,潍坊蔬菜加工厂,山东省潍坊市,2025-06-08,烘干-分级-包装-打蜡,98,true
PR0454,P0454,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-16,打蜡-清洗-冷藏,97,true
PR0455,P0455,五常大米加工厂,黑龙江省五常市,2025-11-04,分级-分拣-冷藏-烘干,95,true
PR0456,P0456,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-07,冷藏-分级,94,true
PR0457,P0457,丹东草莓加工厂,辽宁省丹东市,2025-07-08,分级-切割,94,true
PR0458,P0458,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-26,冷藏-分拣-切割,91,true
PR0459,P0459,周口面粉加工厂,河南省周口市,2025-10-14,冷藏-打蜡-分级,96,true
PR0460,P0460,丹东草莓加工厂,辽宁省丹东市,2025-12-10,烘干-分级-包装-冷藏,93,true
PR0461,P0461,廊坊蔬菜加工中心,河北省廊坊市,2025-09-26,清洗-切割-分拣,97,true
PR0462,P0462,洛川果业加工中心,陕西省洛川县,2025-06-18,包装-打蜡-切割,99,true
PR0463,P0463,廊坊蔬菜加工中心,河北省廊坊市,2025-10-19,打蜡-烘干,97,true
PR0464,P0464,廊坊蔬菜加工中心,河北省廊坊市,2025-12-24,包装-冷藏-分级,90,true
PR0465,P0465,五常大米加工厂,黑龙江省五常市,2025-06-14,分拣-分级,95,true
PR0466,P0466,周口面粉加工厂,河南省周口市,2025-09-14,清洗-切割,91,true
PR0467,P0467,廊坊蔬菜加工中心,河北省廊坊市,2025-10-22,包装-烘干-冷藏,91,true
PR0468,P0468,周口面粉加工厂,河南省周口市,2025-11-15,烘干-分拣,99,true
PR0469,P0469,潍坊蔬菜加工厂,山东省潍坊市,2025-12-16,冷藏-分级-打蜡,98,true
PR0470,P0470,丹东草莓加工厂,辽宁省丹东市,2025-07-17,清洗-切割,91,true
PR0471,P0471,五常大米加工厂,黑龙江省五常市,2025-09-12,分级-切割-包装-分拣,99,true
PR0472,P0472,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-24,分拣-切割-包装,100,true
PR0473,P0473,周口面粉加工厂,河南省周口市,2025-08-01,烘干-包装-打蜡-切割,90,true
PR0474,P0474,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-21,分拣-打蜡-切割-烘干,98,true
PR0475,P0475,廊坊蔬菜加工中心,河北省廊坊市,2025-08-07,包装-分拣,99,true
PR0476,P0476,潍坊蔬菜加工厂,山东省潍坊市,2025-09-15,烘干-冷藏-分拣,99,true
PR0477,P0477,丹东草莓加工厂,辽宁省丹东市,2025-07-15,打蜡-烘干,94,true
PR0478,P0478,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-01,清洗-分级-烘干-分拣,94,true
PR0479,P0479,廊坊蔬菜加工中心,河北省廊坊市,2025-09-26,包装-分拣-清洗-冷藏,99,true
PR0480,P0480,廊坊蔬菜加工中心,河北省廊坊市,2025-10-22,打蜡-分拣-冷藏-包装,100,true
PR0481,P0481,周口面粉加工厂,河南省周口市,2025-06-02,烘干-切割-分级-包装,99,true
PR0482,P0482,潍坊蔬菜加工厂,山东省潍坊市,2025-08-25,切割-打蜡,97,true
PR0483,P0483,洛川果业加工中心,陕西省洛川县,2025-09-09,冷藏-包装,93,true
PR0484,P0484,廊坊蔬菜加工中心,河北省廊坊市,2025-08-07,烘干-切割-分级-打蜡,94,true
PR0485,P0485,丹东草莓加工厂,辽宁省丹东市,2025-11-02,分拣-分级-清洗-包装,97,true
PR0486,P0486,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-10,冷藏-分级-分拣,94,true
PR0487,P0487,丹东草莓加工厂,辽宁省丹东市,2025-11-25,切割-打蜡-包装-分级,93,true
PR0488,P0488,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-28,冷藏-分拣,100,true
PR0489,P0489,寿光蔬菜加工厂,山东省寿光市,2025-06-23,打蜡-烘干-包装-分级,95,true
PR0490,P0490,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-16,包装-分级-切割-冷藏,96,true
PR0491,P0491,洛川果业加工中心,陕西省洛川县,2025-12-21,清洗-打蜡-冷藏-分拣,92,true
PR0492,P0492,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-11,包装-打蜡-切割,90,true
PR0493,P0493,丹东草莓加工厂,辽宁省丹东市,2025-07-07,切割-分级,94,true
PR0494,P0494,丹东草莓加工厂,辽宁省丹东市,2025-12-16,打蜡-分级,95,true
PR0495,P0495,廊坊蔬菜加工中心,河北省廊坊市,2025-11-25,包装-打蜡-烘干-分级,97,true
PR0496,P0496,周口面粉加工厂,河南省周口市,2025-08-23,分拣-包装-分级-切割,92,true
PR0497,P0497,周口面粉加工厂,河南省周口市,2025-11-05,分拣-烘干,93,true
PR0498,P0498,潍坊蔬菜加工厂,山东省潍坊市,2025-07-27,分级-切割,95,true
PR0499,P0499,五常大米加工厂,黑龙江省五常市,2025-11-21,分拣-打蜡-分级,100,true
PR0500,P0500,寿光蔬菜加工厂,山东省寿光市,2025-07-14,打蜡-清洗-冷藏,93,true
PR0501,P0501,廊坊蔬菜加工中心,河北省廊坊市,2025-06-05,清洗-打蜡,97,true
PR0502,P0502,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-25,分级-烘干-包装,90,true
PR0503,P0503,廊坊蔬菜加工中心,河北省廊坊市,2025-10-11,切割-分拣,97,true
PR0504,P0504,洛川果业加工中心,陕西省洛川县,2025-11-07,包装-冷藏,98,true
PR0505,P0505,周口面粉加工厂,河南省周口市,2025-12-04,烘干-包装-切割-打蜡,100,true
PR0506,P0506,周口面粉加工厂,河南省周口市,2025-08-14,分拣-打蜡,99,true
PR0507,P0507,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-11,烘干-分级-打蜡-分拣,99,true
PR0508,P0508,周口面粉加工厂,河南省周口市,2025-09-21,烘干-切割-打蜡,98,true
PR0509,P0509,廊坊蔬菜加工中心,河北省廊坊市,2025-12-15,包装-切割-烘干-打蜡,95,true
PR0510,P0510,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-17,冷藏-分拣-包装,98,true
PR0511,P0511,周口面粉加工厂,河南省周口市,2025-09-17,清洗-切割,94,true
PR0512,P0512,赣南脐橙加工中心,江西省赣州市,2025-12-28,包装-分级,99,true
PR0513,P0513,廊坊蔬菜加工中心,河北省廊坊市,2025-06-13,冷藏-分拣-包装,98,true
PR0514,P0514,廊坊蔬菜加工中心,河北省廊坊市,2025-10-18,冷藏-烘干-打蜡-切割,92,true
PR0515,P0515,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-20,烘干-切割-包装-冷藏,90,true
PR0516,P0516,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-11,切割-烘干-打蜡-包装,93,true
PR0517,P0517,周口面粉加工厂,河南省周口市,2025-08-04,分拣-清洗-切割,90,true
PR0518,P0518,周口面粉加工厂,河南省周口市,2025-07-23,分拣-分级-冷藏,92,true
PR0519,P0519,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-06,包装-切割,90,true
PR0520,P0520,廊坊蔬菜加工中心,河北省廊坊市,2025-07-12,分级-冷藏-切割,95,true
PR0521,P0521,周口面粉加工厂,河南省周口市,2025-09-02,分级-切割,96,true
PR0522,P0522,潍坊蔬菜加工厂,山东省潍坊市,2025-07-03,烘干-包装-分级-分拣,92,true
PR0523,P0523,洛川果业加工中心,陕西省洛川县,2025-06-22,包装-打蜡-烘干-切割,94,true
