record_id,product_id,pesticide_name,pesticide_type,amount,apply_date,safety_interval,compliant
PS00347,P0344,百菌清,杀菌剂,99ml/亩,2025-07-12,14,true
PS00348,P0344,敌敌畏,杀虫剂,85ml/亩,2025-07-02,21,false
PS00349,P0345,吡虫啉,杀虫剂,136ml/亩,2025-05-06,21,true
PS00350,P0346,代森锰锌,杀菌剂,44ml/亩,2025-06-05,21,true
PS00351,P0346,百菌清,杀菌剂,101ml/亩,2025-08-22,14,true
PS00352,P0347,阿维菌素,生物农药,30ml/亩,2025-07-27,7,true
PS00353,P0347,甲胺磷,杀虫剂,76ml/亩,2025-08-06,14,false
PS00354,P0348,吡虫啉,杀虫剂,80ml/亩,2025-08-07,21,true
PS00355,P0350,苦参碱,生物农药,65ml/亩,2025-09-22,14,true
PS00356,P0352,甲胺磷,杀虫剂,65ml/亩,2025-09-08,21,false
PS00357,P0353,阿维菌素,生物农药,72ml/亩,2025-06-02,14,true
PS00358,P0355,三唑酮,杀菌剂,140ml/亩,2025-08-18,14,true
PS00359,P0356,百菌清,杀菌剂,88ml/亩,2025-08-20,7,true
PS00360,P0357,多菌灵,杀菌剂,89ml/亩,2025-04-25,7,true
PS00361,P0358,阿维菌素,生物农药,92ml/亩,2025-09-28,14,true
PS00362,P0359,吡虫啉,杀虫剂,141ml/亩,2025-05-21,21,true
PS00363,P0359,代森锰锌,杀菌剂,68ml/亩,2025-09-20,7,true
PS00364,P0360,苦参碱,生物农药,133ml/亩,2025-06-11,14,true
PS00365,P0360,苦参碱,生物农药,146ml/亩,2025-08-26,21,true
PS00366,P0361,苦参碱,生物农药,99ml/亩,2025-06-19,14,true
PS00367,P0361,吡虫啉,杀虫剂,136ml/亩,2025-05-20,21,true
PS00368,P0363,百菌清,杀菌剂,61ml/亩,2025-06-09,21,true
PS00369,P0364,百菌清,杀菌剂,43ml/亩,2025-09-14,7,true
PS00370,P0365,吡虫啉,杀虫剂,36ml/亩,2025-06-05,14,true
PS00371,P0365,吡虫啉,杀虫剂,112ml/亩,2025-07-27,21,true
PS00372,P0366,甲胺磷,杀虫剂,93ml/亩,2025-06-13,7,false
PS00373,P0366,吡虫啉,杀虫剂,88ml/亩,2025-07-20,21,true
PS00374,P0367,代森锰锌,杀菌剂,60ml/亩,2025-09-15,7,true
PS00375,P0369,苦参碱,生物农药,137ml/亩,2025-06-10,21,true
PS00376,P0372,敌敌畏,杀虫剂,142ml/亩,2025-08-25,14,false
PS00377,P0375,甲基托布津,杀菌剂,105ml/亩,2025-06-26,7,true
PS00378,P0375,吡虫啉,杀虫剂,59ml/亩,2025-06-07,14,true
PS00379,P0376,三唑酮,杀菌剂,121ml/亩,2025-08-25,7,false
PS00380,P0377,百菌清,杀菌剂,52ml/亩,2025-08-27,7,true
PS00381,P0378,三唑酮,杀菌剂,65ml/亩,2025-07-03,14,true
PS00382,P0379,代森锰锌,杀菌剂,116ml/亩,2025-06-22,14,true
PS00383,P0381,多菌灵,杀菌剂,114ml/亩,2025-08-07,14,true
PS00384,P0383,敌敌畏,杀虫剂,53ml/亩,2025-05-06,21,false
PS00385,P0383,三唑酮,杀菌剂,54ml/亩,2025-06-24,7,true
PS00386,P0385,苦参碱,生物农药,124ml/亩,2025-06-14,21,true
PS00387,P0385,甲胺磷,杀虫剂,127ml/亩,2025-06-14,14,false
PS00388,P0386,三唑酮,杀菌剂,78ml/亩,2025-08-27,7,true
PS00389,P0386,吡虫啉,杀虫剂,138ml/亩,2025-05-26,7,true
PS00390,P0387,三唑酮,杀菌剂,135ml/亩,2025-08-23,14,true
PS00391,P0387,吡虫啉,杀虫剂,135ml/亩,2025-09-25,14,true
PS00392,P0388,百菌清,杀菌剂,84ml/亩,2025-09-15,21,true
PS00393,P0388,甲基托布津,杀菌剂,75ml/亩,2025-09-09,14,true
PS00394,P0389,多菌灵,杀菌剂,133ml/亩,2025-08-16,7,true
PS00395,P0389,吡虫啉,杀虫剂,137ml/亩,2025-09-13,7,false
PS00396,P0390,甲胺磷,杀虫剂,107ml/亩,2025-09-08,7,false
PS00397,P0393,甲基托布津,杀菌剂,57ml/亩,2025-06-13,7,true
PS00398,P0393,吡虫啉,杀虫剂,123ml/亩,2025-06-01,7,true
PS00399,P0394,甲胺磷,杀虫剂,150ml/亩,2025-05-28,14,false
PS00400,P0394,敌敌畏,杀虫剂,128ml/亩,2025-09-03,14,false
PS00401,P0395,百菌清,杀菌剂,129ml/亩,2025-09-10,14,true
PS00402,P0396,百菌清,杀菌剂,77ml/亩,2025-09-10,7,false
PS00403,P0396,苦参碱,生物农药,127ml/亩,2025-08-01,21,true
PS00404,P0398,甲胺磷,杀虫剂,33ml/亩,2025-09-24,14,false
PS00405,P0399,吡虫啉,杀虫剂,64ml/亩,2025-04-08,14,true
PS00406,P0399,阿维菌素,生物农药,133ml/亩,2025-08-08,14,true
PS00407,P0400,吡虫啉,杀虫剂,64ml/亩,2025-07-17,21,true
PS00408,P0402,甲胺磷,杀虫剂,116ml/亩,2025-06-22,14,false
PS00409,P0402,苦参碱,生物农药,50ml/亩,2025-06-27,21,true
PS00410,P0404,百菌清,杀菌剂,105ml/亩,2025-08-11,21,true
PS00411,P0409,三唑酮,杀菌剂,125ml/亩,2025-04-01,21,true
PS00412,P0411,阿维菌素,生物农药,95ml/亩,2025-08-07,21,true
PS00413,P0412,苦参碱,生物农药,126ml/亩,2025-08-16,21,true
PS00414,P0412,苦参碱,生物农药,39ml/亩,2025-08-16,7,true
PS00415,P0413,阿维菌素,生物农药,115ml/亩,2025-07-15,14,true
PS00416,P0414,代森锰锌,杀菌剂,81ml/亩,2025-06-01,14,true
PS00417,P0415,多菌灵,杀菌剂,120ml/亩,2025-08-18,21,true
PS00418,P0416,甲胺磷,杀虫剂,63ml/亩,2025-09-16,7,false
PS00419,P0417,多菌灵,杀菌剂,131ml/亩,2025-06-01,21,false
PS00420,P0418,甲胺磷,杀虫剂,64ml/亩,2025-08-10,14,false
PS00421,P0419,三唑酮,杀菌剂,131ml/亩,2025-08-18,7,true
PS00422,P0419,多菌灵,杀菌剂,70ml/亩,2025-04-07,21,true
PS00423,P0424,甲胺磷,杀虫剂,144ml/亩,2025-04-01,14,false
PS00424,P0424,敌敌畏,杀虫剂,59ml/亩,2025-09-09,21,false
PS00425,P0426,代森锰锌,杀菌剂,55ml/亩,2025-08-08,14,true
PS00426,P0426,三唑酮,杀菌剂,111ml/亩,2025-07-19,21,true
PS00427,P0427,甲基托布津,杀菌剂,32ml/亩,2025-06-01,7,true
PS00428,P0427,甲基托布津,杀菌剂,49ml/亩,2025-09-25,21,true
PS00429,P0428,甲胺磷,杀虫剂,50ml/亩,2025-07-10,14,false
PS00430,P0429,甲胺磷,杀虫剂,82ml/亩,2025-09-11,14,false
PS00431,P0429,甲基托布津,杀菌剂,56ml/亩,2025-07-10,7,true
PS00432,P0431,苦参碱,生物农药,110ml/亩,2025-05-02,7,true
PS00433,P0431,百菌清,杀菌剂,42ml/亩,2025-09-06,7,true
PS00434,P0432,阿维菌素,生物农药,49ml/亩,2025-04-09,21,true
PS00435,P0432,阿维菌素,生物农药,65ml/亩,2025-04-19,7,true
PS00436,P0433,苦参碱,生物农药,36ml/亩,2025-05-12,21,false
PS00437,P0434,百菌清,杀菌剂,41ml/亩,2025-06-03,21,true
PS00438,P0434,敌敌畏,杀虫剂,132ml/亩,2025-06-04,21,false
PS00439,P0435,阿维菌素,生物农药,70ml/亩,2025-08-28,7,true
PS00440,P0438,吡虫啉,杀虫剂,103ml/亩,2025-05-16,21,true
PS00441,P0438,苦参碱,生物农药,44ml/亩,2025-06-07,21,true
PS00442,P0440,甲基托布津,杀菌剂,138ml/亩,2025-06-07,21,true
PS00443,P0440,甲胺磷,杀虫剂,92ml/亩,2025-08-21,14,false
PS00444,P0443,百菌清,杀菌剂,91ml/亩,2025-04-04,7,true
PS00445,P0444,多菌灵,杀菌剂,87ml/亩,2025-05-20,21,true
PS00446,P0444,阿维菌素,生物农药,137ml/亩,2025-07-02,21,true
PS00447,P0445,百菌清,杀菌剂,100ml/亩,2025-09-05,7,true
PS00448,P0446,甲胺磷,杀虫剂,126ml/亩,2025-08-06,14,false
PS00449,P0446,甲胺磷,杀虫剂,70ml/亩,2025-04-23,14,false
PS00450,P0448,百菌清,杀菌剂,94ml/亩,2025-09-27,21,true
PS00451,P0449,敌敌畏,杀虫剂,81ml/亩,2025-04-23,14,false
PS00452,P0451,代森锰锌,杀菌剂,40ml/亩,2025-06-04,14,true
PS00453,P0453,阿维菌素,生物农药,39ml/亩,2025-08-19,14,true
PS00454,P0454,代森锰锌,杀菌剂,138ml/亩,2025-04-05,7,true
PS00455,P0454,多菌灵,杀菌剂,78ml/亩,2025-06-18,7,true
PS00456,P0455,三唑酮,杀菌剂,105ml/亩,2025-08-02,14,true
PS00457,P0455,多菌灵,杀菌剂,130ml/亩,2025-05-27,7,true
PS00458,P0456,三唑酮,杀菌剂,149ml/亩,2025-07-14,7,true
PS00459,P0456,三唑酮,杀菌剂,109ml/亩,2025-04-04,14,true
PS00460,P0457,代森锰锌,杀菌剂,78ml/亩,2025-06-16,14,true
PS00461,P0459,敌敌畏,杀虫剂,77ml/亩,2025-07-24,14,false
PS00462,P0460,苦参碱,生物农药,65ml/亩,2025-08-26,21,true
PS00463,P0460,阿维菌素,生物农药,147ml/亩,2025-07-10,7,true
PS00464,P0461,甲基托布津,杀菌剂,48ml/亩,2025-07-06,21,true
PS00465,P0462,吡虫啉,杀虫剂,92ml/亩,2025-07-07,14,true
PS00466,P0463,三唑酮,杀菌剂,96ml/亩,2025-07-04,7,true
PS00467,P0464,多菌灵,杀菌剂,131ml/亩,2025-04-18,21,true
PS00468,P0465,甲胺磷,杀虫剂,133ml/亩,2025-09-25,14,false
PS00469,P0466,甲胺磷,杀虫剂,56ml/亩,2025-08-16,21,false
PS00470,P0466,苦参碱,生物农药,35ml/亩,2025-06-17,14,true
PS00471,P0468,甲胺磷,杀虫剂,51ml/亩,2025-09-02,21,false
PS00472,P0469,多菌灵,杀菌剂,111ml/亩,2025-04-10,21,true
PS00473,P0471,敌敌畏,杀虫剂,92ml/亩,2025-05-16,7,false
PS00474,P0471,敌敌畏,杀虫剂,65ml/亩,2025-04-07,7,false
PS00475,P0472,三唑酮,杀菌剂,71ml/亩,2025-05-19,21,true
PS00476,P0473,苦参碱,生物农药,45ml/亩,2025-09-15,7,true
PS00477,P0474,多菌灵,杀菌剂,50ml/亩,2025-04-05,7,true
PS00478,P0474,甲基托布津,杀菌剂,72ml/亩,2025-09-05,7,true
PS00479,P0475,三唑酮,杀菌剂,59ml/亩,2025-05-27,21,true
PS00480,P0477,三唑酮,杀菌剂,138ml/亩,2025-07-16,14,true
PS00481,P0479,甲基托布津,杀菌剂,112ml/亩,2025-09-17,14,true
PS00482,P0482,甲基托布津,杀菌剂,67ml/亩,2025-06-12,21,true
PS00483,P0482,三唑酮,杀菌剂,34ml/亩,2025-06-15,21,true
PS00484,P0484,甲基托布津,杀菌剂,74ml/亩,2025-07-15,7,true
PS00485,P0484,百菌清,杀菌剂,79ml/亩,2025-07-17,21,true
PS00486,P0486,敌敌畏,杀虫剂,35ml/亩,2025-04-16,7,false
PS00487,P0487,代森锰锌,杀菌剂,98ml/亩,2025-06-19,14,true
PS00488,P0487,阿维菌素,生物农药,76ml/亩,2025-06-22,7,true
PS00489,P0488,阿维菌素,生物农药,92ml/亩,2025-07-13,21,true
PS00490,P0488,代森锰锌,杀菌剂,62ml/亩,2025-09-11,21,true
PS00491,P0489,甲胺磷,杀虫剂,145ml/亩,2025-04-02,21,false
PS00492,P0489,吡虫啉,杀虫剂,66ml/亩,2025-08-06,7,true
PS00493,P0491,苦参碱,生物农药,35ml/亩,2025-08-22,21,true
PS00494,P0491,阿维菌素,生物农药,126ml/亩,2025-07-05,21,true
PS00495,P0493,吡虫啉,杀虫剂,92ml/亩,2025-04-20,21,true
PS00496,P0493,甲基托布津,杀菌剂,67ml/亩,2025-04-27,21,true
PS00497,P0495,三唑酮,杀菌剂,137ml/亩,2025-07-23,14,true
PS00498,P0496,敌敌畏,杀虫剂,112ml/亩,2025-06-03,7,false
PS00499,P0497,敌敌畏,杀虫剂,131ml/亩,2025-06-14,21,false
PS00500,P0498,三唑酮,杀菌剂,135ml/亩,2025-09-07,7,true
PS00501,P0499,甲胺磷,杀虫剂,47ml/亩,2025-07-25,14,false
PS00502,P0499,三唑酮,杀菌剂,53ml/亩,2025-06-22,7,true
PS00503,P0505,敌敌畏,杀虫剂,141ml/亩,2025-06-19,21,false
PS00504,P0505,三唑酮,杀菌剂,132ml/亩,2025-05-08,21,true
PS00505,P0506,百菌清,杀菌剂,96ml/亩,2025-09-04,21,true
PS00506,P0506,甲胺磷,杀虫剂,64ml/亩,2025-08-23,7,false
PS00507,P0507,阿维菌素,生物农药,111ml/亩,2025-07-04,14,true
PS00508,P0508,阿维菌素,生物农药,109ml/亩,2025-08-02,14,true
PS00509,P0508,代森锰锌,杀菌剂,133ml/亩,2025-04-04,14,true
PS00510,P0510,苦参碱,生物农药,74ml/亩,2025-07-19,14,true
PS00511,P0510,百菌清,杀菌剂,93ml/亩,2025-09-07,7,true
PS00512,P0511,敌敌畏,杀虫剂,85ml/亩,2025-04-20,7,false
PS00513,P0511,百菌清,杀菌剂,40ml/亩,2025-05-12,7,false
PS00514,P0512,敌敌畏,杀虫剂,111ml/亩,2025-06-09,21,false
PS00515,P0512,吡虫啉,杀虫剂,143ml/亩,2025-05-27,7,true
PS00516,P0513,三唑酮,杀菌剂,101ml/亩,2025-04-14,7,true
PS00517,P0514,三唑酮,杀菌剂,43ml/亩,2025-09-03,14,true
PS00518,P0514,代森锰锌,杀菌剂,148ml/亩,2025-09-28,14,true
PS00519,P0515,甲胺磷,杀虫剂,100ml/亩,2025-06-06,7,false
PS00520,P0516,敌敌畏,杀虫剂,101ml/亩,2025-06-15,7,false
PS00521,P0516,多菌灵,杀菌剂,98ml/亩,2025-05-10,7,true
PS00522,P0517,多菌灵,杀菌剂,47ml/亩,2025-09-22,21,true
PS00523,P0517,代森锰锌,杀菌剂,128ml/亩,2025-06-05,14,true
PS00524,P0520,百菌清,杀菌剂,112ml/亩,2025-05-24,7,true
PS00525,P0520,苦参碱,生物农药,127ml/亩,2025-09-19,14,true
PS00526,P0524,敌敌畏,杀虫剂,126ml/亩,2025-04-15,21,false
PS00527,P0525,敌敌畏,杀虫剂,54ml/亩,2025-06-06,7,false
PS00528,P0526,甲胺磷,杀虫剂,31ml/亩,2025-07-24,14,false
PS00529,P0526,代森锰锌,杀菌剂,129ml/亩,2025-05-23,14,true
PS00530,P0527,多菌灵,杀菌剂,100ml/亩,2025-06-13,7,true
PS00531,P0528,代森锰锌,杀菌剂,145ml/亩,2025-06-28,7,true
PS00532,P0530,吡虫啉,杀虫剂,101ml/亩,2025-06-19,14,true
PS00533,P0530,代森锰锌,杀菌剂,140ml/亩,2025-09-11,14,true
PS00534,P0531,百菌清,杀菌剂,109ml/亩,2025-06-14,14,true
PS00535,P0531,甲基托布津,杀菌剂,91ml/亩,2025-05-22,14,true
PS00536,P0532,三唑酮,杀菌剂,150ml/亩,2025-05-12,21,true
PS00537,P0536,三唑酮,杀菌剂,76ml/亩,2025-09-10,21,true
PS00538,P0540,吡虫啉,杀虫剂,116ml/亩,2025-08-19,21,true
PS00539,P0540,甲基托布津,杀菌剂,50ml/亩,2025-04-27,21,true
PS00540,P0541,苦参碱,生物农药,69ml/亩,2025-07-04,14,true
PS00541,P0543,甲胺磷,杀虫剂,94ml/亩,2025-09-22,7,false
PS00542,P0543,多菌灵,杀菌剂,127ml/亩,2025-05-17,14,true
PS00543,P0545,代森锰锌,杀菌剂,84ml/亩,2025-07-22,21,true
PS00544,P0546,甲胺磷,杀虫剂,134ml/亩,2025-09-27,21,false
PS00545,P0547,甲胺磷,杀虫剂,37ml/亩,2025-04-19,7,false
PS00546,P0548,三唑酮,杀菌剂,46ml/亩,2025-09-11,14,true
PS00547,P0550,多菌灵,杀菌剂,99ml/亩,2025-07-17,14,true
PS00548,P0550,阿维菌素,生物农药,45ml/亩,2025-06-27,14,true
PS00549,P0553,敌敌畏,杀虫剂,61ml/亩,2025-09-11,21,false
PS00550,P0557,甲基托布津,杀菌剂,48ml/亩,2025-04-25,7,true
PS00551,P0558,苦参碱,生物农药,55ml/亩,2025-08-11,14,false
PS00552,P0558,多菌灵,杀菌剂,133ml/亩,2025-04-18,7,true
PS00553,P0560,敌敌畏,杀虫剂,118ml/亩,2025-08-05,14,false
PS00554,P0561,多菌灵,杀菌剂,105ml/亩,2025-08-23,14,true
PS00555,P0561,甲胺磷,杀虫剂,131ml/亩,2025-09-08,14,false
PS00556,P0563,甲基托布津,杀菌剂,143ml/亩,2025-08-28,21,true
PS00557,P0563,吡虫啉,杀虫剂,119ml/亩,2025-05-07,21,true
PS00558,P0566,代森锰锌,杀菌剂,113ml/亩,2025-09-14,21,true
PS00559,P0566,多菌灵,杀菌剂,115ml/亩,2025-06-05,7,true
PS00560,P0568,三唑酮,杀菌剂,45ml/亩,2025-04-27,7,true
PS00561,P0568,阿维菌素,生物农药,101ml/亩,2025-05-03,21,true
PS00562,P0569,三唑酮,杀菌剂,82ml/亩,2025-08-10,14,true
PS00563,P0570,甲基托布津,杀菌剂,111ml/亩,2025-05-08,21,true
PS00564,P0570,吡虫啉,杀虫剂,88ml/亩,2025-09-09,21,false
PS00565,P0571,苦参碱,生物农药,127ml/亩,2025-09-09,7,true
PS00566,P0571,阿维菌素,生物农药,81ml/亩,2025-05-12,21,true
PS00567,P0573,甲胺磷,杀虫剂,108ml/亩,2025-08-03,14,false
PS00568,P0575,苦参碱,生物农药,57ml/亩,2025-08-28,14,false
PS00569,P0575,代森锰锌,杀菌剂,77ml/亩,2025-07-20,7,true
PS00570,P0576,苦参碱,生物农药,51ml/亩,2025-04-04,7,true
PS00571,P0577,百菌清,杀菌剂,114ml/亩,2025-05-18,7,true
PS00572,P0579,代森锰锌,杀菌剂,61ml/亩,2025-04-28,21,true
PS00573,P0579,代森锰锌,杀菌剂,68ml/亩,2025-07-24,7,true
PS00574,P0580,甲基托布津,杀菌剂,84ml/亩,2025-06-16,21,true
PS00575,P0580,苦参碱,生物农药,104ml/亩,2025-09-03,14,true
PS00576,P0581,阿维菌素,生物农药,85ml/亩,2025-09-03,7,true
PS00577,P0583,阿维菌素,生物农药,140ml/亩,2025-09-03,14,true
PS00578,P0584,苦参碱,生物农药,145ml/亩,2025-05-06,21,true
PS00579,P0584,多菌灵,杀菌剂,77ml/亩,2025-04-05,7,true
PS00580,P0585,甲胺磷,杀虫剂,145ml/亩,2025-09-09,21,false
PS00581,P0586,甲基托布津,杀菌剂,116ml/亩,2025-04-17,7,true
PS00582,P0587,三唑酮,杀菌剂,105ml/亩,2025-04-01,7,true
PS00583,P0589,三唑酮,杀菌剂,93ml/亩,2025-06-24,7,true
PS00584,P0589,代森锰锌,杀菌剂,129ml/亩,2025-06-18,14,true
PS00585,P0590,阿维菌素,生物农药,131ml/亩,2025-04-16,21,true
PS00586,P0590,三唑酮,杀菌剂,97ml/亩,2025-06-18,14,true
PS00587,P0592,甲胺磷,杀虫剂,121ml/亩,2025-05-25,7,false
PS00588,P0592,多菌灵,杀菌剂,150ml/亩,2025-08-01,21,true
PS00589,P0593,吡虫啉,杀虫剂,143ml/亩,2025-04-12,21,false
PS00590,P0593,敌敌畏,杀虫剂,35ml/亩,2025-08-15,21,false
PS00591,P0595,吡虫啉,杀虫剂,79ml/亩,2025-05-28,21,true
PS00592,P0596,敌敌畏,杀虫剂,58ml/亩,2025-05-04,7,false
PS00593,P0597,吡虫啉,杀虫剂,89ml/亩,2025-04-05,7,true
PS00594,P0598,甲基托布津,杀菌剂,60ml/亩,2025-06-11,7,true
PS00595,P0598,甲胺磷,杀虫剂,114ml/亩,2025-05-21,21,false
PS00596,P0599,甲基托布津,杀菌剂,88ml/亩,2025-05-06,14,true
PS00597,P0599,甲胺磷,杀虫剂,145ml/亩,2025-07-17,7,false
PS00598,P0600,甲胺磷,杀虫剂,133ml/亩,2025-07-16,21,false
PS00599,P0600,甲基托布津,杀菌剂,53ml/亩,2025-04-20,21,true
PS00600,P0604,百菌清,杀菌剂,97ml/亩,2025-07-02,14,true
PS00601,P0605,阿维菌素,生物农药,128ml/亩,2025-05-03,7,true
PS00602,P0605,苦参碱,生物农药,128ml/亩,2025-06-20,14,true
PS00603,P0607,阿维菌素,生物农药,61ml/亩,2025-06-05,14,true
PS00604,P0609,阿维菌素,生物农药,70ml/亩,2025-08-16,7,true
PS00605,P0611,甲基托布津,杀菌剂,94ml/亩,2025-08-27,21,true
PS00606,P0612,阿维菌素,生物农药,53ml/亩,2025-07-05,7,true
PS00607,P0612,吡虫啉,杀虫剂,105ml/亩,2025-04-17,21,true
PS00608,P0613,甲基托布津,杀菌剂,70ml/亩,2025-09-22,21,true
PS00609,P0615,甲胺磷,杀虫剂,32ml/亩,2025-08-10,7,false
PS00610,P0615,苦参碱,生物农药,122ml/亩,2025-08-14,7,true
PS00611,P0616,甲胺磷,杀虫剂,34ml/亩,2025-09-26,21,false
PS00612,P0617,阿维菌素,生物农药,87ml/亩,2025-04-12,21,true
PS00613,P0618,敌敌畏,杀虫剂,112ml/亩,2025-07-24,7,false
PS00614,P0618,甲基托布津,杀菌剂,130ml/亩,2025-04-22,21,true
PS00615,P0619,代森锰锌,杀菌剂,45ml/亩,2025-04-21,14,true
PS00616,P0621,百菌清,杀菌剂,44ml/亩,2025-08-22,14,true
PS00617,P0621,苦参碱,生物农药,96ml/亩,2025-06-04,14,true
PS00618,P0622,阿维菌素,生物农药,122ml/亩,2025-05-07,7,true
PS00619,P0622,三唑酮,杀菌剂,53ml/亩,2025-05-14,7,true
PS00620,P0625,苦参碱,生物农药,60ml/亩,2025-09-02,21,true
PS00621,P0626,多菌灵,杀菌剂,141ml/亩,2025-08-20,14,true
PS00622,P0626,百菌清,杀菌剂,106ml/亩,2025-04-09,7,true
PS00623,P0630,敌敌畏,杀虫剂,120ml/亩,2025-08-25,7,false
PS00624,P0631,百菌清,杀菌剂,112ml/亩,2025-08-13,7,true
PS00625,P0631,甲胺磷,杀虫剂,57ml/亩,2025-06-21,21,false
PS00626,P0633,吡虫啉,杀虫剂,66ml/亩,2025-05-28,21,true
PS00627,P0634,甲胺磷,杀虫剂,33ml/亩,2025-07-06,14,false
PS00628,P0634,三唑酮,杀菌剂,129ml/亩,2025-05-22,21,true
PS00629,P0637,百菌清,杀菌剂,113ml/亩,2025-06-21,21,true
PS00630,P0637,吡虫啉,杀虫剂,141ml/亩,2025-06-13,14,true
PS00631,P0638,甲基托布津,杀菌剂,122ml/亩,2025-05-06,21,true
PS00632,P0639,代森锰锌,杀菌剂,68ml/亩,2025-05-26,7,true
PS00633,P0640,阿维菌素,生物农药,100ml/亩,2025-08-25,7,true
PS00634,P0640,苦参碱,生物农药,122ml/亩,2025-09-20,14,true
PS00635,P0642,苦参碱,生物农药,42ml/亩,2025-08-17,7,true
PS00636,P0643,甲胺磷,杀虫剂,50ml/亩,2025-09-20,21,false
PS00637,P0648,多菌灵,杀菌剂,70ml/亩,2025-04-08,21,true
PS00638,P0649,敌敌畏,杀虫剂,125ml/亩,2025-06-02,21,false
PS00639,P0649,代森锰锌,杀菌剂,114ml/亩,2025-04-22,14,true
PS00640,P0650,苦参碱,生物农药,140ml/亩,2025-07-17,21,true
PS00641,P0650,苦参碱,生物农药,88ml/亩,2025-04-02,14,true
PS00642,P0651,苦参碱,生物农药,70ml/亩,2025-06-05,7,true
PS00643,P0651,阿维菌素,生物农药,52ml/亩,2025-08-23,21,false
PS00644,P0652,甲胺磷,杀虫剂,42ml/亩,2025-09-13,14,false
PS00645,P0652,苦参碱,生物农药,141ml/亩,2025-05-19,14,true
PS00646,P0653,吡虫啉,杀虫剂,56ml/亩,2025-05-20,21,true
PS00647,P0654,甲胺磷,杀虫剂,133ml/亩,2025-07-20,21,false
PS00648,P0654,敌敌畏,杀虫剂,127ml/亩,2025-04-04,21,false
PS00649,P0656,代森锰锌,杀菌剂,70ml/亩,2025-08-24,21,true
PS00650,P0657,三唑酮,杀菌剂,61ml/亩,2025-07-21,14,true
PS00651,P0657,敌敌畏,杀虫剂,76ml/亩,2025-04-26,7,false
PS00652,P0659,苦参碱,生物农药,136ml/亩,2025-07-13,7,true
PS00653,P0660,甲基托布津,杀菌剂,46ml/亩,2025-08-01,7,true
PS00654,P0661,苦参碱,生物农药,101ml/亩,2025-06-08,7,true
PS00655,P0661,阿维菌素,生物农药,143ml/亩,2025-08-07,7,true
PS00656,P0662,苦参碱,生物农药,39ml/亩,2025-08-19,14,true
PS00657,P0663,代森锰锌,杀菌剂,54ml/亩,2025-06-19,14,true
PS00658,P0665,敌敌畏,杀虫剂,114ml/亩,2025-09-26,21,false
PS00659,P0665,阿维菌素,生物农药,102ml/亩,2025-08-09,14,true
PS00660,P0667,三唑酮,杀菌剂,32ml/亩,2025-05-20,7,true
PS00661,P0669,代森锰锌,杀菌剂,38ml/亩,2025-07-05,21,true
PS00662,P0669,三唑酮,杀菌剂,147ml/亩,2025-07-11,21,true
PS00663,P0671,多菌灵,杀菌剂,76ml/亩,2025-04-23,14,true
PS00664,P0671,甲基托布津,杀菌剂,78ml/亩,2025-04-03,14,true
PS00665,P0672,代森锰锌,杀菌剂,40ml/亩,2025-08-05,21,true
PS00666,P0672,百菌清,杀菌剂,62ml/亩,2025-08-08,21,true
PS00667,P0673,多菌灵,杀菌剂,33ml/亩,2025-04-10,21,true
PS00668,P0674,吡虫啉,杀虫剂,60ml/亩,2025-09-12,7,true
PS00669,P0674,阿维菌素,生物农药,48ml/亩,2025-06-13,21,true
PS00670,P0675,甲基托布津,杀菌剂,108ml/亩,2025-09-03,21,true
PS00671,P0677,苦参碱,生物农药,41ml/亩,2025-05-22,14,false
PS00672,P0678,吡虫啉,杀虫剂,144ml/亩,2025-09-08,21,true
PS00673,P0682,吡虫啉,杀虫剂,71ml/亩,2025-06-17,21,true
PS00674,P0682,多菌灵,杀菌剂,99ml/亩,2025-05-10,14,true
PS00675,P0683,代森锰锌,杀菌剂,96ml/亩,2025-09-25,14,true
PS00676,P0683,敌敌畏,杀虫剂,57ml/亩,2025-06-10,14,false
PS00677,P0684,阿维菌素,生物农药,142ml/亩,2025-06-06,7,true
PS00678,P0684,百菌清,杀菌剂,34ml/亩,2025-08-10,21,false
PS00679,P0685,甲基托布津,杀菌剂,84ml/亩,2025-06-09,21,true
PS00680,P0685,三唑酮,杀菌剂,35ml/亩,2025-04-28,14,true
PS00681,P0689,苦参碱,生物农药,46ml/亩,2025-05-01,21,true
PS00682,P0689,敌敌畏,杀虫剂,148ml/亩,2025-08-15,21,false
PS00683,P0690,吡虫啉,杀虫剂,132ml/亩,2025-07-16,14,true
PS00684,P0690,吡虫啉,杀虫剂,92ml/亩,2025-07-04,7,true
PS00685,P0692,百菌清,杀菌剂,63ml/亩,2025-08-24,7,true
PS00686,P0694,百菌清,杀菌剂,149ml/亩,2025-07-09,21,true
PS00687,P0695,甲胺磷,杀虫剂,37ml/亩,2025-05-05,21,false
PS00688,P0697,代森锰锌,杀菌剂,75ml/亩,2025-06-27,21,true
PS00689,P0701,百菌清,杀菌剂,120ml/亩,2025-08-12,14,true
PS00690,P0701,敌敌畏,杀虫剂,100ml/亩,2025-09-01,7,false
PS00691,P0702,三唑酮,杀菌剂,90ml/亩,2025-07-09,21,true
PS00692,P0703,代森锰锌,杀菌剂,115ml/亩,2025-06-26,14,true
PS00693,P0703,阿维菌素,生物农药,101ml/亩,2025-04-02,7,true
PS00694,P0704,甲胺磷,杀虫剂,89ml/亩,2025-05-22,21,false
