record_id,product_id,fertilizer_name,fertilizer_type,amount,apply_date,operator
FR00362,P0187,氮肥,化学肥料,48kg/亩,2025-08-02,周九
FR00363,P0187,生物菌肥,生物肥料,81kg/亩,2025-07-07,周九
FR00364,P0188,氮肥,化学肥料,35kg/亩,2025-08-15,赵六
FR00365,P0189,有机肥,有机肥料,44kg/亩,2025-08-19,郑十一
FR00366,P0189,磷肥,化学肥料,34kg/亩,2025-03-25,孙八
FR00367,P0190,生物菌肥,生物肥料,66kg/亩,2025-06-13,郑十一
FR00368,P0191,磷肥,化学肥料,43kg/亩,2025-05-26,周九
FR00369,P0191,叶面肥,化学肥料,98kg/亩,2025-07-25,孙八
FR00370,P0192,磷肥,化学肥料,52kg/亩,2025-07-14,孙八
FR00371,P0193,叶面肥,化学肥料,49kg/亩,2025-04-28,王五
FR00372,P0193,磷肥,化学肥料,92kg/亩,2025-04-18,孙八
FR00373,P0193,有机肥,有机肥料,90kg/亩,2025-06-02,周九
FR00374,P0194,有机肥,有机肥料,67kg/亩,2025-06-24,张三
FR00375,P0195,生物菌肥,生物肥料,91kg/亩,2025-08-12,张三
FR00376,P0196,磷肥,化学肥料,38kg/亩,2025-08-05,王五
FR00377,P0196,磷肥,化学肥料,82kg/亩,2025-08-21,钱七
FR00378,P0197,磷肥,化学肥料,95kg/亩,2025-03-24,李四
FR00379,P0197,磷肥,化学肥料,77kg/亩,2025-05-09,李四
FR00380,P0198,氮肥,化学肥料,75kg/亩,2025-04-21,钱七
FR00381,P0198,钾肥,化学肥料,41kg/亩,2025-04-13,吴十
FR00382,P0199,复合肥,化学肥料,46kg/亩,2025-05-02,孙八
FR00383,P0200,有机肥,有机肥料,74kg/亩,2025-08-21,郑十一
FR00384,P0201,生物菌肥,生物肥料,91kg/亩,2025-08-12,陈十二
FR00385,P0201,复合肥,化学肥料,91kg/亩,2025-05-06,孙八
FR00386,P0202,氮肥,化学肥料,66kg/亩,2025-04-06,郑十一
FR00387,P0202,叶面肥,化学肥料,48kg/亩,2025-07-25,郑十一
FR00388,P0202,氮肥,化学肥料,34kg/亩,2025-04-25,李四
FR00389,P0203,磷肥,化学肥料,97kg/亩,2025-07-17,吴十
FR00390,P0203,复合肥,化学肥料,80kg/亩,2025-03-01,赵六
FR00391,P0203,磷肥,化学肥料,44kg/亩,2025-03-08,钱七
FR00392,P0204,复合肥,化学肥料,39kg/亩,2025-03-24,周九
FR00393,P0204,腐殖酸肥,有机肥料,55kg/亩,2025-08-10,王五
FR00394,P0204,磷肥,化学肥料,58kg/亩,2025-07-14,王五
FR00395,P0205,磷肥,化学肥料,31kg/亩,2025-06-07,李四
FR00396,P0205,复合肥,化学肥料,65kg/亩,2025-05-14,吴十
FR00397,P0205,生物菌肥,生物肥料,91kg/亩,2025-03-25,郑十一
FR00398,P0206,有机肥,有机肥料,73kg/亩,2025-04-23,郑十一
FR00399,P0207,腐殖酸肥,有机肥料,68kg/亩,2025-07-18,陈十二
FR00400,P0207,有机肥,有机肥料,43kg/亩,2025-03-18,钱七
FR00401,P0208,磷肥,化学肥料,97kg/亩,2025-08-02,钱七
FR00402,P0209,磷肥,化学肥料,52kg/亩,2025-03-18,郑十一
FR00403,P0209,复合肥,化学肥料,83kg/亩,2025-04-18,张三
FR00404,P0209,钾肥,化学肥料,88kg/亩,2025-08-22,孙八
FR00405,P0210,生物菌肥,生物肥料,60kg/亩,2025-05-08,张三
FR00406,P0210,磷肥,化学肥料,91kg/亩,2025-06-25,张三
FR00407,P0211,氮肥,化学肥料,91kg/亩,2025-08-01,李四
FR00408,P0211,生物菌肥,生物肥料,72kg/亩,2025-06-09,张三
FR00409,P0212,有机肥,有机肥料,87kg/亩,2025-07-10,赵六
FR00410,P0212,磷肥,化学肥料,39kg/亩,2025-04-26,王五
FR00411,P0212,氮肥,化学肥料,61kg/亩,2025-08-27,陈十二
FR00412,P0213,叶面肥,化学肥料,39kg/亩,2025-06-27,吴十
FR00413,P0213,腐殖酸肥,有机肥料,52kg/亩,2025-06-13,钱七
FR00414,P0213,复合肥,化学肥料,100kg/亩,2025-05-24,陈十二
FR00415,P0214,生物菌肥,生物肥料,85kg/亩,2025-03-01,赵六
FR00416,P0214,生物菌肥,生物肥料,75kg/亩,2025-05-14,吴十
FR00417,P0215,磷肥,化学肥料,36kg/亩,2025-08-07,陈十二
FR00418,P0215,叶面肥,化学肥料,72kg/亩,2025-06-03,赵六
FR00419,P0216,叶面肥,化学肥料,90kg/亩,2025-07-23,王五
FR00420,P0217,磷肥,化学肥料,49kg/亩,2025-08-26,王五
FR00421,P0218,腐殖酸肥,有机肥料,48kg/亩,2025-06-25,周九
FR00422,P0219,叶面肥,化学肥料,75kg/亩,2025-08-03,郑十一
FR00423,P0219,叶面肥,化学肥料,40kg/亩,2025-05-03,王五
FR00424,P0220,有机肥,有机肥料,93kg/亩,2025-06-11,陈十二
FR00425,P0220,腐殖酸肥,有机肥料,70kg/亩,2025-06-01,陈十二
FR00426,P0220,钾肥,化学肥料,63kg/亩,2025-06-28,王五
FR00427,P0221,钾肥,化学肥料,92kg/亩,2025-04-12,孙八
FR00428,P0221,腐殖酸肥,有机肥料,73kg/亩,2025-07-18,王五
FR00429,P0222,氮肥,化学肥料,49kg/亩,2025-03-07,王五
FR00430,P0222,氮肥,化学肥料,78kg/亩,2025-06-12,周九
FR00431,P0222,钾肥,化学肥料,69kg/亩,2025-03-19,张三
FR00432,P0223,复合肥,化学肥料,43kg/亩,2025-05-01,周九
FR00433,P0224,磷肥,化学肥料,90kg/亩,2025-07-25,郑十一
FR00434,P0224,叶面肥,化学肥料,83kg/亩,2025-04-26,李四
FR00435,P0225,腐殖酸肥,有机肥料,95kg/亩,2025-04-25,郑十一
FR00436,P0225,磷肥,化学肥料,61kg/亩,2025-06-12,陈十二
FR00437,P0226,有机肥,有机肥料,71kg/亩,2025-03-16,陈十二
FR00438,P0227,有机肥,有机肥料,47kg/亩,2025-08-17,孙八
FR00439,P0227,腐殖酸肥,有机肥料,100kg/亩,2025-07-04,吴十
FR00440,P0227,氮肥,化学肥料,100kg/亩,2025-06-16,钱七
FR00441,P0228,腐殖酸肥,有机肥料,34kg/亩,2025-08-05,王五
FR00442,P0228,磷肥,化学肥料,86kg/亩,2025-06-05,钱七
FR00443,P0228,钾肥,化学肥料,94kg/亩,2025-08-25,郑十一
FR00444,P0229,磷肥,化学肥料,51kg/亩,2025-04-12,钱七
FR00445,P0229,复合肥,化学肥料,68kg/亩,2025-08-24,张三
FR00446,P0230,有机肥,有机肥料,60kg/亩,2025-03-03,孙八
FR00447,P0231,生物菌肥,生物肥料,97kg/亩,2025-08-05,王五
FR00448,P0232,钾肥,化学肥料,79kg/亩,2025-05-24,郑十一
FR00449,P0232,叶面肥,化学肥料,96kg/亩,2025-06-09,钱七
FR00450,P0233,氮肥,化学肥料,83kg/亩,2025-05-20,孙八
FR00451,P0233,复合肥,化学肥料,55kg/亩,2025-03-16,赵六
FR00452,P0233,腐殖酸肥,有机肥料,76kg/亩,2025-03-24,陈十二
FR00453,P0234,氮肥,化学肥料,69kg/亩,2025-08-08,周九
FR00454,P0234,生物菌肥,生物肥料,54kg/亩,2025-08-06,张三
FR00455,P0234,钾肥,化学肥料,91kg/亩,2025-03-12,钱七
FR00456,P0235,磷肥,化学肥料,39kg/亩,2025-05-26,赵六
FR00457,P0236,有机肥,有机肥料,80kg/亩,2025-08-01,王五
FR00458,P0236,有机肥,有机肥料,42kg/亩,2025-08-22,赵六
FR00459,P0237,有机肥,有机肥料,59kg/亩,2025-08-23,赵六
FR00460,P0238,氮肥,化学肥料,74kg/亩,2025-05-04,孙八
FR00461,P0238,有机肥,有机肥料,56kg/亩,2025-04-12,李四
FR00462,P0238,磷肥,化学肥料,49kg/亩,2025-08-13,孙八
FR00463,P0239,叶面肥,化学肥料,50kg/亩,2025-04-05,王五
FR00464,P0239,钾肥,化学肥料,91kg/亩,2025-08-24,李四
FR00465,P0239,磷肥,化学肥料,80kg/亩,2025-03-22,张三
FR00466,P0240,氮肥,化学肥料,43kg/亩,2025-05-01,钱七
FR00467,P0241,复合肥,化学肥料,71kg/亩,2025-07-22,钱七
FR00468,P0241,钾肥,化学肥料,42kg/亩,2025-06-23,王五
FR00469,P0241,有机肥,有机肥料,99kg/亩,2025-06-15,赵六
FR00470,P0242,氮肥,化学肥料,76kg/亩,2025-07-14,钱七
FR00471,P0242,复合肥,化学肥料,78kg/亩,2025-08-01,张三
FR00472,P0243,腐殖酸肥,有机肥料,99kg/亩,2025-08-15,周九
FR00473,P0244,磷肥,化学肥料,54kg/亩,2025-03-02,李四
FR00474,P0244,生物菌肥,生物肥料,78kg/亩,2025-08-07,王五
FR00475,P0245,生物菌肥,生物肥料,55kg/亩,2025-03-21,钱七
FR00476,P0245,复合肥,化学肥料,73kg/亩,2025-05-12,赵六
FR00477,P0246,钾肥,化学肥料,37kg/亩,2025-05-04,陈十二
FR00478,P0247,有机肥,有机肥料,39kg/亩,2025-03-26,张三
FR00479,P0247,叶面肥,化学肥料,99kg/亩,2025-05-06,钱七
FR00480,P0247,复合肥,化学肥料,100kg/亩,2025-03-19,郑十一
FR00481,P0248,氮肥,化学肥料,73kg/亩,2025-08-17,张三
FR00482,P0248,有机肥,有机肥料,42kg/亩,2025-04-10,孙八
FR00483,P0249,有机肥,有机肥料,99kg/亩,2025-03-28,吴十
FR00484,P0249,腐殖酸肥,有机肥料,34kg/亩,2025-06-19,钱七
FR00485,P0249,磷肥,化学肥料,71kg/亩,2025-03-28,郑十一
FR00486,P0250,有机肥,有机肥料,100kg/亩,2025-03-24,孙八
FR00487,P0250,生物菌肥,生物肥料,72kg/亩,2025-06-13,李四
FR00488,P0251,钾肥,化学肥料,88kg/亩,2025-03-09,陈十二
FR00489,P0252,钾肥,化学肥料,30kg/亩,2025-06-08,陈十二
FR00490,P0253,叶面肥,化学肥料,48kg/亩,2025-08-27,吴十
FR00491,P0254,氮肥,化学肥料,93kg/亩,2025-08-18,李四
FR00492,P0255,氮肥,化学肥料,77kg/亩,2025-06-02,陈十二
FR00493,P0255,生物菌肥,生物肥料,99kg/亩,2025-06-17,陈十二
FR00494,P0256,有机肥,有机肥料,88kg/亩,2025-05-20,张三
FR00495,P0256,生物菌肥,生物肥料,93kg/亩,2025-03-04,陈十二
FR00496,P0256,叶面肥,化学肥料,81kg/亩,2025-05-26,钱七
FR00497,P0257,有机肥,有机肥料,56kg/亩,2025-05-18,周九
FR00498,P0258,氮肥,化学肥料,100kg/亩,2025-06-06,吴十
FR00499,P0259,磷肥,化学肥料,65kg/亩,2025-08-02,张三
FR00500,P0260,生物菌肥,生物肥料,55kg/亩,2025-06-27,赵六
FR00501,P0260,磷肥,化学肥料,100kg/亩,2025-06-14,张三
FR00502,P0260,腐殖酸肥,有机肥料,42kg/亩,2025-08-18,王五
FR00503,P0261,有机肥,有机肥料,68kg/亩,2025-05-10,周九
FR00504,P0262,腐殖酸肥,有机肥料,76kg/亩,2025-08-09,陈十二
FR00505,P0262,有机肥,有机肥料,34kg/亩,2025-04-21,吴十
FR00506,P0263,有机肥,有机肥料,73kg/亩,2025-04-22,周九
FR00507,P0264,生物菌肥,生物肥料,53kg/亩,2025-05-17,周九
FR00508,P0264,叶面肥,化学肥料,95kg/亩,2025-04-19,王五
FR00509,P0265,磷肥,化学肥料,78kg/亩,2025-04-21,赵六
FR00510,P0266,腐殖酸肥,有机肥料,42kg/亩,2025-08-09,陈十二
FR00511,P0266,腐殖酸肥,有机肥料,99kg/亩,2025-08-03,郑十一
FR00512,P0266,腐殖酸肥,有机肥料,92kg/亩,2025-04-09,李四
FR00513,P0267,有机肥,有机肥料,33kg/亩,2025-07-24,郑十一
FR00514,P0267,钾肥,化学肥料,53kg/亩,2025-03-28,周九
FR00515,P0267,磷肥,化学肥料,44kg/亩,2025-04-25,孙八
FR00516,P0268,复合肥,化学肥料,89kg/亩,2025-04-21,吴十
FR00517,P0269,腐殖酸肥,有机肥料,82kg/亩,2025-05-03,周九
FR00518,P0269,叶面肥,化学肥料,54kg/亩,2025-05-01,孙八
FR00519,P0269,氮肥,化学肥料,95kg/亩,2025-08-03,周九
FR00520,P0270,有机肥,有机肥料,76kg/亩,2025-04-20,赵六
FR00521,P0271,复合肥,化学肥料,50kg/亩,2025-06-18,周九
FR00522,P0271,腐殖酸肥,有机肥料,71kg/亩,2025-04-27,周九
FR00523,P0271,有机肥,有机肥料,87kg/亩,2025-04-09,孙八
FR00524,P0272,叶面肥,化学肥料,70kg/亩,2025-04-21,郑十一
FR00525,P0272,腐殖酸肥,有机肥料,47kg/亩,2025-07-20,王五
FR00526,P0273,有机肥,有机肥料,57kg/亩,2025-08-27,张三
FR00527,P0273,有机肥,有机肥料,40kg/亩,2025-07-12,孙八
FR00528,P0273,有机肥,有机肥料,79kg/亩,2025-04-14,李四
FR00529,P0274,有机肥,有机肥料,36kg/亩,2025-07-10,孙八
FR00530,P0274,复合肥,化学肥料,96kg/亩,2025-04-04,陈十二
FR00531,P0275,磷肥,化学肥料,68kg/亩,2025-06-21,钱七
FR00532,P0275,磷肥,化学肥料,50kg/亩,2025-07-08,张三
FR00533,P0275,有机肥,有机肥料,86kg/亩,2025-07-22,李四
FR00534,P0276,磷肥,化学肥料,92kg/亩,2025-08-21,李四
FR00535,P0276,叶面肥,化学肥料,45kg/亩,2025-07-23,吴十
FR00536,P0276,钾肥,化学肥料,52kg/亩,2025-04-04,王五
FR00537,P0277,有机肥,有机肥料,77kg/亩,2025-05-01,赵六
FR00538,P0277,复合肥,化学肥料,88kg/亩,2025-06-28,张三
FR00539,P0278,有机肥,有机肥料,87kg/亩,2025-07-15,孙八
FR00540,P0278,钾肥,化学肥料,59kg/亩,2025-07-05,孙八
FR00541,P0279,腐殖酸肥,有机肥料,34kg/亩,2025-08-20,吴十
FR00542,P0280,氮肥,化学肥料,76kg/亩,2025-07-21,孙八
FR00543,P0281,磷肥,化学肥料,49kg/亩,2025-06-27,李四
FR00544,P0282,磷肥,化学肥料,38kg/亩,2025-04-27,陈十二
FR00545,P0282,有机肥,有机肥料,42kg/亩,2025-07-08,孙八
FR00546,P0282,生物菌肥,生物肥料,88kg/亩,2025-06-10,周九
FR00547,P0283,腐殖酸肥,有机肥料,87kg/亩,2025-07-24,陈十二
FR00548,P0283,复合肥,化学肥料,52kg/亩,2025-08-26,陈十二
FR00549,P0284,叶面肥,化学肥料,32kg/亩,2025-07-05,李四
FR00550,P0284,生物菌肥,生物肥料,41kg/亩,2025-03-09,孙八
FR00551,P0284,氮肥,化学肥料,61kg/亩,2025-03-15,张三
FR00552,P0285,叶面肥,化学肥料,66kg/亩,2025-06-09,吴十
FR00553,P0285,磷肥,化学肥料,36kg/亩,2025-04-01,钱七
FR00554,P0285,腐殖酸肥,有机肥料,67kg/亩,2025-07-16,郑十一
FR00555,P0286,磷肥,化学肥料,41kg/亩,2025-07-08,张三
FR00556,P0286,叶面肥,化学肥料,53kg/亩,2025-05-14,吴十
FR00557,P0286,磷肥,化学肥料,52kg/亩,2025-08-25,王五
FR00558,P0287,有机肥,有机肥料,53kg/亩,2025-04-07,郑十一
FR00559,P0288,磷肥,化学肥料,47kg/亩,2025-03-14,郑十一
FR00560,P0289,复合肥,化学肥料,63kg/亩,2025-08-10,张三
FR00561,P0289,腐殖酸肥,有机肥料,70kg/亩,2025-08-27,钱七
FR00562,P0289,腐殖酸肥,有机肥料,64kg/亩,2025-03-16,李四
FR00563,P0290,叶面肥,化学肥料,56kg/亩,2025-07-22,周九
FR00564,P0290,氮肥,化学肥料,69kg/亩,2025-07-02,张三
FR00565,P0290,叶面肥,化学肥料,73kg/亩,2025-06-26,赵六
FR00566,P0291,有机肥,有机肥料,34kg/亩,2025-08-03,王五
FR00567,P0291,氮肥,化学肥料,82kg/亩,2025-06-18,吴十
FR00568,P0292,氮肥,化学肥料,89kg/亩,2025-05-28,吴十
FR00569,P0292,磷肥,化学肥料,85kg/亩,2025-08-09,孙八
FR00570,P0292,氮肥,化学肥料,80kg/亩,2025-08-06,周九
FR00571,P0293,叶面肥,化学肥料,79kg/亩,2025-05-15,郑十一
FR00572,P0294,生物菌肥,生物肥料,79kg/亩,2025-05-23,陈十二
FR00573,P0294,磷肥,化学肥料,70kg/亩,2025-04-28,郑十一
FR00574,P0295,复合肥,化学肥料,89kg/亩,2025-08-04,张三
FR00575,P0295,有机肥,有机肥料,68kg/亩,2025-08-10,周九
FR00576,P0296,复合肥,化学肥料,90kg/亩,2025-06-10,张三
FR00577,P0296,钾肥,化学肥料,69kg/亩,2025-07-02,赵六
FR00578,P0296,复合肥,化学肥料,74kg/亩,2025-03-14,李四
FR00579,P0297,钾肥,化学肥料,40kg/亩,2025-05-25,王五
FR00580,P0298,生物菌肥,生物肥料,47kg/亩,2025-05-28,钱七
FR00581,P0298,钾肥,化学肥料,60kg/亩,2025-03-20,陈十二
FR00582,P0298,钾肥,化学肥料,60kg/亩,2025-08-18,钱七
FR00583,P0299,磷肥,化学肥料,67kg/亩,2025-04-19,张三
FR00584,P0300,有机肥,有机肥料,48kg/亩,2025-06-26,赵六
FR00585,P0300,生物菌肥,生物肥料,83kg/亩,2025-06-16,王五
FR00586,P0300,磷肥,化学肥料,76kg/亩,2025-03-16,陈十二
FR00587,P0301,有机肥,有机肥料,76kg/亩,2025-08-28,陈十二
FR00588,P0301,复合肥,化学肥料,52kg/亩,2025-06-02,孙八
FR00589,P0302,磷肥,化学肥料,60kg/亩,2025-04-02,王五
FR00590,P0303,生物菌肥,生物肥料,88kg/亩,2025-03-03,钱七
FR00591,P0304,生物菌肥,生物肥料,62kg/亩,2025-06-17,郑十一
FR00592,P0304,叶面肥,化学肥料,95kg/亩,2025-07-18,孙八
FR00593,P0305,钾肥,化学肥料,32kg/亩,2025-07-21,钱七
FR00594,P0306,腐殖酸肥,有机肥料,41kg/亩,2025-03-15,李四
FR00595,P0306,有机肥,有机肥料,72kg/亩,2025-08-22,郑十一
FR00596,P0307,有机肥,有机肥料,69kg/亩,2025-05-15,赵六
FR00597,P0307,有机肥,有机肥料,69kg/亩,2025-07-05,王五
FR00598,P0308,生物菌肥,生物肥料,97kg/亩,2025-08-28,李四
FR00599,P0309,叶面肥,化学肥料,74kg/亩,2025-06-08,陈十二
FR00600,P0309,叶面肥,化学肥料,49kg/亩,2025-05-27,吴十
FR00601,P0309,磷肥,化学肥料,66kg/亩,2025-03-10,孙八
FR00602,P0310,氮肥,化学肥料,72kg/亩,2025-07-09,李四
FR00603,P0310,生物菌肥,生物肥料,66kg/亩,2025-08-17,李四
FR00604,P0311,生物菌肥,生物肥料,96kg/亩,2025-03-21,王五
FR00605,P0312,叶面肥,化学肥料,84kg/亩,2025-04-06,孙八
FR00606,P0313,生物菌肥,生物肥料,66kg/亩,2025-07-21,钱七
FR00607,P0313,生物菌肥,生物肥料,86kg/亩,2025-08-17,周九
FR00608,P0313,复合肥,化学肥料,89kg/亩,2025-08-21,张三
FR00609,P0314,腐殖酸肥,有机肥料,91kg/亩,2025-07-19,孙八
FR00610,P0315,磷肥,化学肥料,34kg/亩,2025-08-24,张三
FR00611,P0315,磷肥,化学肥料,96kg/亩,2025-08-10,赵六
FR00612,P0315,叶面肥,化学肥料,93kg/亩,2025-07-02,赵六
FR00613,P0316,磷肥,化学肥料,96kg/亩,2025-03-16,张三
FR00614,P0316,生物菌肥,生物肥料,70kg/亩,2025-07-03,张三
FR00615,P0317,磷肥,化学肥料,52kg/亩,2025-04-13,孙八
FR00616,P0317,有机肥,有机肥料,60kg/亩,2025-08-23,吴十
FR00617,P0318,钾肥,化学肥料,97kg/亩,2025-03-09,钱七
FR00618,P0318,生物菌肥,生物肥料,34kg/亩,2025-05-14,张三
FR00619,P0319,氮肥,化学肥料,32kg/亩,2025-08-24,吴十
FR00620,P0320,叶面肥,化学肥料,100kg/亩,2025-04-27,孙八
FR00621,P0320,有机肥,有机肥料,63kg/亩,2025-06-16,周九
FR00622,P0320,叶面肥,化学肥料,32kg/亩,2025-06-23,钱七
FR00623,P0321,复合肥,化学肥料,32kg/亩,2025-08-27,郑十一
FR00624,P0321,有机肥,有机肥料,48kg/亩,2025-07-17,陈十二
FR00625,P0321,复合肥,化学肥料,55kg/亩,2025-06-13,赵六
FR00626,P0322,钾肥,化学肥料,91kg/亩,2025-06-27,王五
FR00627,P0322,生物菌肥,生物肥料,75kg/亩,2025-03-15,赵六
FR00628,P0323,氮肥,化学肥料,30kg/亩,2025-03-01,吴十
FR00629,P0323,有机肥,有机肥料,42kg/亩,2025-04-17,王五
FR00630,P0324,腐殖酸肥,有机肥料,100kg/亩,2025-04-11,吴十
FR00631,P0325,叶面肥,化学肥料,81kg/亩,2025-07-16,周九
FR00632,P0326,有机肥,有机肥料,98kg/亩,2025-05-25,王五
FR00633,P0326,复合肥,化学肥料,66kg/亩,2025-08-16,郑十一
FR00634,P0326,复合肥,化学肥料,99kg/亩,2025-08-10,李四
FR00635,P0327,氮肥,化学肥料,87kg/亩,2025-03-13,孙八
FR00636,P0328,生物菌肥,生物肥料,84kg/亩,2025-05-27,钱七
FR00637,P0328,腐殖酸肥,有机肥料,75kg/亩,2025-04-09,李四
FR00638,P0328,生物菌肥,生物肥料,77kg/亩,2025-04-23,陈十二
FR00639,P0329,钾肥,化学肥料,97kg/亩,2025-05-02,李四
FR00640,P0330,氮肥,化学肥料,59kg/亩,2025-03-04,孙八
FR00641,P0331,腐殖酸肥,有机肥料,47kg/亩,2025-03-24,赵六
FR00642,P0331,叶面肥,化学肥料,85kg/亩,2025-08-15,张三
FR00643,P0332,有机肥,有机肥料,89kg/亩,2025-03-24,郑十一
FR00644,P0332,生物菌肥,生物肥料,93kg/亩,2025-08-24,李四
FR00645,P0333,生物菌肥,生物肥料,68kg/亩,2025-07-10,张三
FR00646,P0334,钾肥,化学肥料,66kg/亩,2025-08-18,钱七
FR00647,P0334,腐殖酸肥,有机肥料,67kg/亩,2025-04-16,赵六
FR00648,P0335,钾肥,化学肥料,64kg/亩,2025-05-10,周九
FR00649,P0335,氮肥,化学肥料,97kg/亩,2025-03-01,李四
FR00650,P0335,钾肥,化学肥料,77kg/亩,2025-04-02,郑十一
FR00651,P0336,复合肥,化学肥料,47kg/亩,2025-06-22,孙八
FR00652,P0337,氮肥,化学肥料,81kg/亩,2025-04-25,王五
FR00653,P0337,复合肥,化学肥料,73kg/亩,2025-05-27,郑十一
FR00654,P0338,叶面肥,化学肥料,76kg/亩,2025-08-25,吴十
FR00655,P0339,氮肥,化学肥料,35kg/亩,2025-06-11,郑十一
FR00656,P0339,磷肥,化学肥料,62kg/亩,2025-06-07,钱七
FR00657,P0340,生物菌肥,生物肥料,70kg/亩,2025-05-23,赵六
FR00658,P0340,氮肥,化学肥料,55kg/亩,2025-04-07,李四
FR00659,P0340,氮肥,化学肥料,50kg/亩,2025-06-13,王五
FR00660,P0341,钾肥,化学肥料,44kg/亩,2025-06-05,孙八
FR00661,P0342,腐殖酸肥,有机肥料,88kg/亩,2025-06-19,郑十一
FR00662,P0342,氮肥,化学肥料,63kg/亩,2025-05-19,李四
FR00663,P0342,腐殖酸肥,有机肥料,48kg/亩,2025-07-06,吴十
FR00664,P0343,腐殖酸肥,有机肥料,31kg/亩,2025-07-06,吴十
FR00665,P0343,钾肥,化学肥料,89kg/亩,2025-03-16,周九
FR00666,P0343,氮肥,化学肥料,71kg/亩,2025-04-18,吴十
FR00667,P0344,氮肥,化学肥料,94kg/亩,2025-04-25,王五
FR00668,P0344,腐殖酸肥,有机肥料,91kg/亩,2025-04-23,陈十二
FR00669,P0345,钾肥,化学肥料,62kg/亩,2025-04-22,孙八
FR00670,P0345,腐殖酸肥,有机肥料,89kg/亩,2025-05-07,孙八
FR00671,P0345,磷肥,化学肥料,70kg/亩,2025-06-27,赵六
FR00672,P0346,钾肥,化学肥料,41kg/亩,2025-04-22,周九
FR00673,P0347,腐殖酸肥,有机肥料,61kg/亩,2025-07-13,陈十二
FR00674,P0347,有机肥,有机肥料,30kg/亩,2025-08-05,王五
FR00675,P0347,氮肥,化学肥料,75kg/亩,2025-06-16,张三
FR00676,P0348,有机肥,有机肥料,32kg/亩,2025-05-12,周九
FR00677,P0349,生物菌肥,生物肥料,58kg/亩,2025-06-09,张三
FR00678,P0349,生物菌肥,生物肥料,66kg/亩,2025-04-02,赵六
FR00679,P0349,有机肥,有机肥料,95kg/亩,2025-07-22,周九
FR00680,P0350,氮肥,化学肥料,92kg/亩,2025-03-15,钱七
FR00681,P0350,叶面肥,化学肥料,89kg/亩,2025-08-02,钱七
FR00682,P0350,钾肥,化学肥料,93kg/亩,2025-06-04,赵六
FR00683,P0351,叶面肥,化学肥料,73kg/亩,2025-06-03,孙八
FR00684,P0351,有机肥,有机肥料,50kg/亩,2025-03-18,李四
FR00685,P0352,钾肥,化学肥料,81kg/亩,2025-08-08,李四
FR00686,P0352,叶面肥,化学肥料,34kg/亩,2025-06-06,吴十
FR00687,P0352,磷肥,化学肥料,47kg/亩,2025-06-20,钱七
FR00688,P0353,有机肥,有机肥料,33kg/亩,2025-06-25,周九
FR00689,P0353,磷肥,化学肥料,66kg/亩,2025-08-23,张三
FR00690,P0354,生物菌肥,生物肥料,39kg/亩,2025-05-25,吴十
FR00691,P0354,磷肥,化学肥料,60kg/亩,2025-06-20,李四
FR00692,P0354,有机肥,有机肥料,98kg/亩,2025-04-24,孙八
FR00693,P0355,叶面肥,化学肥料,78kg/亩,2025-06-28,钱七
FR00694,P0355,生物菌肥,生物肥料,69kg/亩,2025-05-14,张三
FR00695,P0356,氮肥,化学肥料,61kg/亩,2025-04-27,钱七
FR00696,P0356,钾肥,化学肥料,33kg/亩,2025-03-05,陈十二
FR00697,P0357,钾肥,化学肥料,92kg/亩,2025-06-10,赵六
FR00698,P0358,磷肥,化学肥料,76kg/亩,2025-03-01,孙八
FR00699,P0358,复合肥,化学肥料,57kg/亩,2025-08-24,张三
FR00700,P0359,钾肥,化学肥料,70kg/亩,2025-03-23,李四
FR00701,P0359,有机肥,有机肥料,34kg/亩,2025-04-09,陈十二
FR00702,P0359,腐殖酸肥,有机肥料,62kg/亩,2025-04-05,张三
FR00703,P0360,生物菌肥,生物肥料,40kg/亩,2025-03-28,钱七
FR00704,P0360,复合肥,化学肥料,40kg/亩,2025-04-03,赵六
FR00705,P0360,磷肥,化学肥料,63kg/亩,2025-03-22,赵六
FR00706,P0361,氮肥,化学肥料,92kg/亩,2025-06-21,赵六
FR00707,P0361,氮肥,化学肥料,69kg/亩,2025-05-22,吴十
FR00708,P0362,腐殖酸肥,有机肥料,93kg/亩,2025-07-17,王五
FR00709,P0362,复合肥,化学肥料,65kg/亩,2025-06-24,孙八
FR00710,P0363,磷肥,化学肥料,99kg/亩,2025-05-07,王五
FR00711,P0363,生物菌肥,生物肥料,68kg/亩,2025-05-20,陈十二
FR00712,P0363,氮肥,化学肥料,30kg/亩,2025-04-18,郑十一
FR00713,P0364,磷肥,化学肥料,89kg/亩,2025-07-22,郑十一
FR00714,P0365,有机肥,有机肥料,82kg/亩,2025-06-09,郑十一
FR00715,P0365,氮肥,化学肥料,68kg/亩,2025-07-02,钱七
FR00716,P0366,磷肥,化学肥料,86kg/亩,2025-08-26,王五
FR00717,P0367,生物菌肥,生物肥料,90kg/亩,2025-07-01,王五
FR00718,P0367,钾肥,化学肥料,62kg/亩,2025-04-20,张三
FR00719,P0368,磷肥,化学肥料,98kg/亩,2025-06-23,郑十一
FR00720,P0368,氮肥,化学肥料,85kg/亩,2025-08-02,李四
FR00721,P0368,复合肥,化学肥料,58kg/亩,2025-08-01,赵六
FR00722,P0369,复合肥,化学肥料,31kg/亩,2025-03-27,陈十二
FR00723,P0369,复合肥,化学肥料,36kg/亩,2025-05-07,孙八
