record_id,product_id,farm_name,farm_location,start_date,end_date,soil_ph,temperature_range,humidity_range,qualified
PL0231,P0231,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-03-23,2025-07-18,7.5,15-32℃,58-75%,true
PL0232,P0232,山东潍坊蔬菜园,山东省潍坊市,2025-02-02,2025-06-08,6.5,12-35℃,59-76%,true
PL0233,P0233,内蒙古土豆农场,内蒙古乌兰察布,2025-03-01,2025-06-02,5.6,13-27℃,53-89%,true
PL0234,P0234,江西赣南脐橙园,江西省赣州市,2025-03-26,2025-06-04,6.2,15-34℃,53-83%,true
PL0235,P0235,浙江杭州茶园,浙江省杭州市,2025-06-19,2025-08-23,5.5,16-32℃,56-85%,true
PL0236,P0236,陕西洛川苹果基地,陕西省洛川县,2025-01-06,2025-06-13,6.0,12-32℃,56-73%,true
PL0237,P0237,河北廊坊蔬菜基地,河北省廊坊市,2025-03-01,2025-07-01,6.1,18-31℃,56-80%,true
PL0238,P0238,浙江杭州茶园,浙江省杭州市,2025-04-06,2025-09-15,6.4,13-31℃,60-73%,false
PL0239,P0239,广西百色芒果园,广西百色市,2025-02-06,2025-04-19,6.0,14-31℃,58-80%,true
PL0240,P0240,河北廊坊蔬菜基地,河北省廊坊市,2025-04-25,2025-08-22,6.7,12-29℃,55-71%,true
PL0241,P0241,云南昆明花卉基地,云南省昆明市,2025-04-18,2025-06-21,7.1,14-31℃,61-78%,true
PL0242,P0242,广西百色芒果园,广西百色市,2025-03-03,2025-06-26,6.8,20-28℃,61-78%,true
PL0243,P0243,河南周口种植基地,河南省周口市,2025-06-03,2025-11-03,6.9,18-25℃,53-85%,true
PL0244,P0244,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-06,2025-07-11,6.0,17-30℃,54-75%,true
PL0245,P0245,浙江杭州茶园,浙江省杭州市,2025-06-18,2025-08-09,6.1,10-28℃,53-79%,true
PL0246,P0246,浙江杭州茶园,浙江省杭州市,2025-03-11,2025-05-22,5.8,15-26℃,58-80%,true
PL0247,P0247,浙江杭州茶园,浙江省杭州市,2025-05-09,2025-09-12,7.2,13-26℃,51-75%,true
PL0248,P0248,河北廊坊蔬菜基地,河北省廊坊市,2025-06-23,2025-11-08,5.6,11-26℃,59-77%,true
PL0249,P0249,四川成都蔬菜基地,四川省成都市,2025-06-17,2025-08-06,6.5,13-27℃,62-80%,true
PL0250,P0250,浙江杭州茶园,浙江省杭州市,2025-06-16,2025-10-04,6.2,18-32℃,50-82%,true
PL0251,P0251,江西赣南脐橙园,江西省赣州市,2025-04-14,2025-08-12,6.5,10-28℃,51-85%,true
PL0252,P0252,内蒙古土豆农场,内蒙古乌兰察布,2025-06-15,2025-08-12,5.6,20-31℃,57-79%,true
PL0253,P0253,河北廊坊蔬菜基地,河北省廊坊市,2025-02-15,2025-06-02,6.3,16-31℃,54-82%,true
PL0254,P0254,河北廊坊蔬菜基地,河北省廊坊市,2025-05-06,2025-07-10,6.9,16-29℃,52-71%,true
PL0255,P0255,陕西洛川苹果基地,陕西省洛川县,2025-01-12,2025-03-18,5.5,17-25℃,61-86%,true
PL0256,P0256,山东潍坊蔬菜园,山东省潍坊市,2025-04-04,2025-07-28,5.7,14-35℃,55-78%,true
PL0257,P0257,河北廊坊蔬菜基地,河北省廊坊市,2025-05-06,2025-08-21,6.1,20-29℃,55-74%,true
PL0258,P0258,黑龙江五常米业,黑龙江省五常市,2025-01-12,2025-03-09,5.5,20-27℃,58-70%,true
PL0259,P0259,广西百色芒果园,广西百色市,2025-03-03,2025-07-08,6.8,19-34℃,61-90%,true
PL0260,P0260,湖北武汉农业园,湖北省武汉市,2025-04-13,2025-08-09,6.0,19-32℃,64-79%,true
PL0261,P0261,山东寿光绿色农场,山东省寿光市,2025-01-20,2025-04-17,5.7,16-34℃,59-74%,true
PL0262,P0262,四川成都蔬菜基地,四川省成都市,2025-01-28,2025-04-08,7.1,20-26℃,52-76%,true
PL0263,P0263,辽宁丹东草莓园,辽宁省丹东市,2025-06-14,2025-11-03,6.3,10-32℃,63-83%,true
PL0264,P0264,河北廊坊蔬菜基地,河北省廊坊市,2025-04-22,2025-07-09,6.9,19-33℃,55-78%,true
PL0265,P0265,河南周口种植基地,河南省周口市,2025-04-02,2025-09-15,7.5,10-34℃,54-89%,true
PL0266,P0266,四川成都蔬菜基地,四川省成都市,2025-03-28,2025-05-26,6.7,15-28℃,55-75%,true
PL0267,P0267,山东寿光绿色农场,山东省寿光市,2025-04-28,2025-06-08,7.2,15-30℃,60-78%,true
PL0268,P0268,广西百色芒果园,广西百色市,2025-04-08,2025-09-27,6.6,20-35℃,51-80%,true
PL0269,P0269,黑龙江五常米业,黑龙江省五常市,2025-04-05,2025-07-07,7.1,16-29℃,59-87%,true
PL0270,P0270,山东潍坊蔬菜园,山东省潍坊市,2025-03-26,2025-06-17,7.4,10-27℃,50-78%,true
PL0271,P0271,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-05-10,2025-07-27,7.0,20-27℃,61-70%,true
PL0272,P0272,浙江杭州茶园,浙江省杭州市,2025-02-22,2025-05-12,6.3,13-30℃,56-79%,true
PL0273,P0273,河南周口种植基地,河南省周口市,2025-04-27,2025-08-07,7.4,12-31℃,62-86%,true
PL0274,P0274,江西赣南脐橙园,江西省赣州市,2025-03-19,2025-07-15,6.7,13-34℃,53-77%,true
PL0275,P0275,黑龙江五常米业,黑龙江省五常市,2025-05-09,2025-07-27,6.8,17-30℃,53-72%,true
PL0276,P0276,湖北武汉农业园,湖北省武汉市,2025-04-10,2025-09-10,5.9,12-30℃,53-87%,true
PL0277,P0277,山东寿光绿色农场,山东省寿光市,2025-06-09,2025-11-08,6.1,16-27℃,63-72%,true
PL0278,P0278,广西百色芒果园,广西百色市,2025-01-19,2025-06-02,6.7,20-35℃,64-78%,true
PL0279,P0279,河北廊坊蔬菜基地,河北省廊坊市,2025-06-21,2025-09-11,7.0,16-29℃,65-72%,true
PL0280,P0280,河北廊坊蔬菜基地,河北省廊坊市,2025-02-20,2025-04-27,7.3,20-33℃,59-74%,true
PL0281,P0281,河南周口种植基地,河南省周口市,2025-01-17,2025-04-12,6.5,15-33℃,53-74%,true
PL0282,P0282,陕西洛川苹果基地,陕西省洛川县,2025-04-25,2025-06-08,7.0,19-27℃,56-86%,true
PL0283,P0283,广西百色芒果园,广西百色市,2025-04-14,2025-08-17,6.9,12-31℃,64-73%,true
PL0284,P0284,云南昆明花卉基地,云南省昆明市,2025-06-25,2025-09-27,6.0,16-26℃,63-76%,true
PL0285,P0285,河北廊坊蔬菜基地,河北省廊坊市,2025-03-14,2025-07-15,6.6,15-34℃,58-87%,true
PL0286,P0286,云南昆明花卉基地,云南省昆明市,2025-06-24,2025-08-12,6.7,11-25℃,63-85%,true
PL0287,P0287,河南周口种植基地,河南省周口市,2025-03-28,2025-05-28,6.1,17-30℃,62-85%,true
PL0288,P0288,湖北武汉农业园,湖北省武汉市,2025-03-19,2025-06-17,7.0,15-32℃,63-78%,true
PL0289,P0289,河北廊坊蔬菜基地,河北省廊坊市,2025-03-24,2025-05-22,6.5,20-30℃,63-72%,true
PL0290,P0290,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-04-28,2025-07-02,6.8,18-34℃,64-84%,true
PL0291,P0291,河南周口种植基地,河南省周口市,2025-04-04,2025-09-25,6.7,11-27℃,56-78%,true
PL0292,P0292,内蒙古土豆农场,内蒙古乌兰察布,2025-02-06,2025-05-09,5.6,13-26℃,59-80%,true
PL0293,P0293,云南昆明花卉基地,云南省昆明市,2025-06-11,2025-10-18,5.5,20-33℃,50-76%,true
PL0294,P0294,山东寿光绿色农场,山东省寿光市,2025-05-11,2025-09-25,6.2,18-32℃,57-71%,true
PL0295,P0295,河南周口种植基地,河南省周口市,2025-01-22,2025-05-09,5.6,13-26℃,59-79%,true
PL0296,P0296,浙江杭州茶园,浙江省杭州市,2025-05-15,2025-09-06,6.1,17-29℃,53-85%,true
PL0297,P0297,山东寿光绿色农场,山东省寿光市,2025-01-09,2025-06-04,7.0,16-29℃,50-74%,true
PL0298,P0298,陕西洛川苹果基地,陕西省洛川县,2025-05-13,2025-07-05,6.0,19-35℃,64-87%,true
PL0299,P0299,山东潍坊蔬菜园,山东省潍坊市,2025-03-14,2025-05-14,5.9,10-31℃,63-88%,true
PL0300,P0300,内蒙古土豆农场,内蒙古乌兰察布,2025-01-27,2025-06-06,5.6,14-35℃,54-83%,true
PL0301,P0301,浙江杭州茶园,浙江省杭州市,2025-03-02,2025-07-14,7.0,14-33℃,50-72%,true
PL0302,P0302,河南周口种植基地,河南省周口市,2025-01-27,2025-04-22,6.8,16-26℃,63-83%,true
PL0303,P0303,湖北武汉农业园,湖北省武汉市,2025-06-25,2025-08-11,5.8,10-28℃,56-86%,true
PL0304,P0304,云南昆明花卉基地,云南省昆明市,2025-03-05,2025-06-02,6.6,11-25℃,64-72%,true
PL0305,P0305,江西赣南脐橙园,江西省赣州市,2025-01-15,2025-03-05,6.2,18-25℃,53-88%,true
PL0306,P0306,云南昆明花卉基地,云南省昆明市,2025-05-13,2025-09-16,6.5,13-26℃,57-75%,true
PL0307,P0307,山东寿光绿色农场,山东省寿光市,2025-02-14,2025-04-06,6.6,15-25℃,50-86%,true
PL0308,P0308,广西百色芒果园,广西百色市,2025-04-21,2025-07-04,6.0,13-35℃,64-85%,true
PL0309,P0309,河南周口种植基地,河南省周口市,2025-02-26,2025-04-17,7.0,20-28℃,52-75%,true
PL0310,P0310,山东潍坊蔬菜园,山东省潍坊市,2025-02-27,2025-06-07,6.9,20-26℃,57-78%,true
PL0311,P0311,辽宁丹东草莓园,辽宁省丹东市,2025-05-23,2025-10-27,6.3,20-25℃,63-71%,true
PL0312,P0312,内蒙古土豆农场,内蒙古乌兰察布,2025-06-04,2025-11-10,5.5,10-35℃,52-89%,true
PL0313,P0313,河南周口种植基地,河南省周口市,2025-04-28,2025-06-27,7.2,17-25℃,59-76%,false
PL0314,P0314,广西百色芒果园,广西百色市,2025-01-09,2025-05-10,6.8,12-28℃,62-83%,true
PL0315,P0315,内蒙古土豆农场,内蒙古乌兰察布,2025-04-05,2025-06-17,6.9,12-27℃,61-83%,true
PL0316,P0316,江西赣南脐橙园,江西省赣州市,2025-03-02,2025-08-12,7.1,17-30℃,55-80%,true
PL0317,P0317,辽宁丹东草莓园,辽宁省丹东市,2025-05-06,2025-10-02,6.7,18-33℃,65-76%,true
PL0318,P0318,山东寿光绿色农场,山东省寿光市,2025-01-12,2025-06-24,6.7,17-32℃,63-76%,true
PL0319,P0319,广西百色芒果园,广西百色市,2025-04-13,2025-07-23,6.3,19-26℃,63-74%,true
PL0320,P0320,云南昆明花卉基地,云南省昆明市,2025-01-06,2025-05-10,6.7,10-31℃,50-87%,true
PL0321,P0321,河南周口种植基地,河南省周口市,2025-06-06,2025-09-13,6.4,12-26℃,51-87%,true
PL0322,P0322,黑龙江五常米业,黑龙江省五常市,2025-01-24,2025-03-25,6.8,18-29℃,56-90%,true
PL0323,P0323,山东寿光绿色农场,山东省寿光市,2025-01-03,2025-04-22,6.8,17-31℃,58-77%,true
PL0324,P0324,内蒙古土豆农场,内蒙古乌兰察布,2025-05-17,2025-07-18,7.3,13-25℃,52-78%,true
PL0325,P0325,浙江杭州茶园,浙江省杭州市,2025-05-01,2025-09-27,7.2,20-25℃,58-84%,true
PL0326,P0326,陕西洛川苹果基地,陕西省洛川县,2025-06-28,2025-09-26,5.6,11-27℃,54-71%,true
PL0327,P0327,山东寿光绿色农场,山东省寿光市,2025-04-24,2025-08-14,6.9,18-25℃,51-82%,true
PL0328,P0328,山东潍坊蔬菜园,山东省潍坊市,2025-06-02,2025-10-04,5.5,15-29℃,62-76%,true
PL0329,P0329,江西赣南脐橙园,江西省赣州市,2025-05-05,2025-08-17,7.3,20-30℃,63-81%,true
PL0330,P0330,河北廊坊蔬菜基地,河北省廊坊市,2025-03-18,2025-05-28,7.3,16-25℃,63-89%,true
PL0331,P0331,河南周口种植基地,河南省周口市,2025-02-12,2025-06-14,6.9,15-35℃,57-76%,true
PL0332,P0332,黑龙江五常米业,黑龙江省五常市,2025-02-19,2025-05-02,7.0,15-25℃,59-88%,true
PL0333,P0333,山东潍坊蔬菜园,山东省潍坊市,2025-05-03,2025-08-22,6.4,20-34℃,63-82%,true
PL0334,P0334,黑龙江五常米业,黑龙江省五常市,2025-03-24,2025-08-19,7.3,13-27℃,52-72%,true
PL0335,P0335,内蒙古土豆农场,内蒙古乌兰察布,2025-01-14,2025-04-19,6.7,18-26℃,60-72%,true
PL0336,P0336,河南周口种植基地,河南省周口市,2025-04-06,2025-08-12,6.9,12-27℃,65-87%,true
PL0337,P0337,山东寿光绿色农场,山东省寿光市,2025-02-01,2025-05-19,7.1,13-32℃,55-82%,true
PL0338,P0338,广西百色芒果园,广西百色市,2025-01-23,2025-06-23,5.6,13-30℃,53-87%,true
PL0339,P0339,广西百色芒果园,广西百色市,2025-01-19,2025-04-06,5.9,12-26℃,56-70%,true
PL0340,P0340,广西百色芒果园,广西百色市,2025-01-10,2025-04-20,5.9,13-35℃,56-72%,true
PL0341,P0341,黑龙江五常米业,黑龙江省五常市,2025-03-27,2025-06-03,5.7,16-27℃,63-77%,true
PL0342,P0342,内蒙古土豆农场,内蒙古乌兰察布,2025-03-12,2025-05-23,6.2,13-29℃,62-85%,true
PL0343,P0343,湖北武汉农业园,湖北省武汉市,2025-04-06,2025-08-22,5.9,16-33℃,55-77%,true
PL0344,P0344,四川成都蔬菜基地,四川省成都市,2025-03-15,2025-06-18,6.4,10-29℃,51-73%,true
PL0345,P0345,黑龙江五常米业,黑龙江省五常市,2025-04-09,2025-06-24,7.3,12-25℃,56-80%,true
PL0346,P0346,黑龙江五常米业,黑龙江省五常市,2025-01-11,2025-05-02,6.0,11-32℃,60-72%,true
PL0347,P0347,云南昆明花卉基地,云南省昆明市,2025-01-11,2025-06-23,7.0,14-30℃,63-81%,true
PL0348,P0348,山东潍坊蔬菜园,山东省潍坊市,2025-06-12,2025-09-20,6.7,11-28℃,52-74%,true
PL0349,P0349,云南昆明花卉基地,云南省昆明市,2025-06-13,2025-11-22,6.0,13-25℃,54-86%,true
PL0350,P0350,辽宁丹东草莓园,辽宁省丹东市,2025-04-15,2025-09-03,6.5,13-33℃,59-77%,true
PL0351,P0351,广西百色芒果园,广西百色市,2025-06-15,2025-09-05,5.7,13-25℃,64-85%,true
PL0352,P0352,山东潍坊蔬菜园,山东省潍坊市,2025-01-18,2025-03-03,6.1,13-29℃,51-75%,true
PL0353,P0353,山东寿光绿色农场,山东省寿光市,2025-01-04,2025-05-07,6.1,14-28℃,51-70%,true
PL0354,P0354,广西百色芒果园,广西百色市,2025-05-14,2025-08-05,5.7,16-26℃,55-88%,true
PL0355,P0355,内蒙古土豆农场,内蒙古乌兰察布,2025-03-10,2025-07-12,6.4,17-35℃,59-79%,true
PL0356,P0356,湖北武汉农业园,湖北省武汉市,2025-04-16,2025-07-03,7.4,20-28℃,57-89%,true
PL0357,P0357,广西百色芒果园,广西百色市,2025-03-06,2025-07-06,6.7,16-25℃,57-79%,true
PL0358,P0358,云南昆明花卉基地,云南省昆明市,2025-04-04,2025-08-24,6.9,15-32℃,64-81%,true
PL0359,P0359,辽宁丹东草莓园,辽宁省丹东市,2025-03-21,2025-05-19,5.7,20-30℃,63-79%,true
PL0360,P0360,四川成都蔬菜基地,四川省成都市,2025-04-24,2025-08-04,5.8,16-25℃,62-74%,true
PL0361,P0361,四川成都蔬菜基地,四川省成都市,2025-05-14,2025-08-16,6.8,17-27℃,51-71%,true
PL0362,P0362,广西百色芒果园,广西百色市,2025-06-27,2025-10-13,6.4,11-27℃,59-77%,true
PL0363,P0363,内蒙古土豆农场,内蒙古乌兰察布,2025-05-16,2025-07-04,6.5,13-29℃,56-81%,true
PL0364,P0364,四川成都蔬菜基地,四川省成都市,2025-03-01,2025-05-23,6.8,12-25℃,62-83%,true
PL0365,P0365,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-03-24,2025-08-02,6.0,18-25℃,55-84%,true
PL0366,P0366,云南昆明花卉基地,云南省昆明市,2025-02-01,2025-04-01,6.0,14-33℃,56-88%,true
PL0367,P0367,山东寿光绿色农场,山东省寿光市,2025-03-25,2025-05-25,6.1,19-26℃,65-79%,true
PL0368,P0368,辽宁丹东草莓园,辽宁省丹东市,2025-01-13,2025-06-27,7.0,14-35℃,61-77%,true
PL0369,P0369,陕西洛川苹果基地,陕西省洛川县,2025-03-02,2025-06-21,6.5,11-26℃,50-78%,true
PL0370,P0370,广西百色芒果园,广西百色市,2025-04-02,2025-08-07,6.4,19-28℃,60-79%,true
PL0371,P0371,广西百色芒果园,广西百色市,2025-06-15,2025-09-13,6.8,10-26℃,65-83%,true
PL0372,P0372,江西赣南脐橙园,江西省赣州市,2025-02-19,2025-04-07,5.5,13-30℃,51-89%,true
PL0373,P0373,湖北武汉农业园,湖北省武汉市,2025-06-06,2025-10-10,7.2,16-33℃,62-88%,true
PL0374,P0374,江西赣南脐橙园,江西省赣州市,2025-01-14,2025-06-13,6.3,18-30℃,57-70%,true
PL0375,P0375,云南昆明花卉基地,云南省昆明市,2025-04-18,2025-07-17,7.0,20-26℃,55-81%,true
PL0376,P0376,四川成都蔬菜基地,四川省成都市,2025-04-14,2025-09-24,6.8,12-28℃,57-78%,true
PL0377,P0377,山东潍坊蔬菜园,山东省潍坊市,2025-01-22,2025-04-04,6.4,20-27℃,63-89%,true
PL0378,P0378,云南昆明花卉基地,云南省昆明市,2025-05-14,2025-10-14,6.6,14-25℃,63-86%,true
PL0379,P0379,浙江杭州茶园,浙江省杭州市,2025-03-06,2025-06-16,6.5,20-32℃,51-71%,true
PL0380,P0380,辽宁丹东草莓园,辽宁省丹东市,2025-04-02,2025-08-08,6.6,11-33℃,53-75%,true
PL0381,P0381,广西百色芒果园,广西百色市,2025-03-09,2025-08-11,6.9,15-25℃,55-73%,true
PL0382,P0382,陕西洛川苹果基地,陕西省洛川县,2025-02-03,2025-07-28,6.5,19-35℃,58-80%,true
PL0383,P0383,陕西洛川苹果基地,陕西省洛川县,2025-06-10,2025-09-21,7.3,20-33℃,64-88%,true
PL0384,P0384,云南昆明花卉基地,云南省昆明市,2025-01-13,2025-04-14,5.6,18-31℃,61-88%,true
PL0385,P0385,湖北武汉农业园,湖北省武汉市,2025-06-04,2025-08-19,5.9,17-34℃,59-81%,true
PL0386,P0386,河北廊坊蔬菜基地,河北省廊坊市,2025-02-07,2025-05-27,6.0,19-26℃,59-84%,true
PL0387,P0387,湖北武汉农业园,湖北省武汉市,2025-04-09,2025-09-01,6.4,15-33℃,57-79%,true
PL0388,P0388,山东潍坊蔬菜园,山东省潍坊市,2025-06-13,2025-09-04,7.3,13-29℃,62-70%,true
PL0389,P0389,云南昆明花卉基地,云南省昆明市,2025-03-27,2025-07-26,7.3,14-35℃,50-85%,true
PL0390,P0390,河北廊坊蔬菜基地,河北省廊坊市,2025-05-05,2025-08-22,5.8,11-30℃,56-83%,true
PL0391,P0391,内蒙古土豆农场,内蒙古乌兰察布,2025-01-12,2025-06-28,7.1,14-25℃,64-74%,true
PL0392,P0392,陕西洛川苹果基地,陕西省洛川县,2025-01-17,2025-03-08,5.7,17-25℃,65-84%,true
PL0393,P0393,河南周口种植基地,河南省周口市,2025-06-22,2025-08-18,7.1,15-27℃,51-82%,true
PL0394,P0394,黑龙江五常米业,黑龙江省五常市,2025-05-09,2025-10-14,5.9,20-31℃,59-88%,true
PL0395,P0395,江西赣南脐橙园,江西省赣州市,2025-03-22,2025-07-27,6.4,13-33℃,54-81%,true
PL0396,P0396,河北廊坊蔬菜基地,河北省廊坊市,2025-02-25,2025-06-28,6.8,19-28℃,51-74%,true
PL0397,P0397,黑龙江五常米业,黑龙江省五常市,2025-02-27,2025-06-14,7.3,20-35℃,63-72%,true
PL0398,P0398,云南昆明花卉基地,云南省昆明市,2025-05-19,2025-08-26,5.6,11-34℃,53-85%,true
PL0399,P0399,湖北武汉农业园,湖北省武汉市,2025-06-11,2025-08-09,7.0,20-26℃,63-83%,true
PL0400,P0400,内蒙古土豆农场,内蒙古乌兰察布,2025-06-18,2025-11-11,7.5,20-35℃,50-89%,true
PL0401,P0401,辽宁丹东草莓园,辽宁省丹东市,2025-04-22,2025-08-26,6.0,13-29℃,55-70%,true
PL0402,P0402,山东潍坊蔬菜园,山东省潍坊市,2025-05-06,2025-10-21,7.0,10-32℃,60-70%,true
PL0403,P0403,辽宁丹东草莓园,辽宁省丹东市,2025-02-20,2025-05-07,5.6,14-30℃,56-90%,true
PL0404,P0404,广西百色芒果园,广西百色市,2025-03-10,2025-05-18,7.3,17-27℃,63-72%,true
PL0405,P0405,山东寿光绿色农场,山东省寿光市,2025-04-14,2025-08-13,7.4,12-30℃,55-88%,true
PL0406,P0406,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-05-10,2025-08-26,6.2,12-32℃,52-73%,true
PL0407,P0407,山东潍坊蔬菜园,山东省潍坊市,2025-03-28,2025-05-03,7.1,15-25℃,54-72%,true
PL0408,P0408,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-15,2025-06-12,6.3,20-28℃,59-83%,true
PL0409,P0409,广西百色芒果园,广西百色市,2025-03-17,2025-08-25,6.8,10-29℃,57-70%,true
PL0410,P0410,云南昆明花卉基地,云南省昆明市,2025-04-10,2025-06-28,6.6,10-35℃,60-75%,true
PL0411,P0411,广西百色芒果园,广西百色市,2025-02-10,2025-06-14,5.6,11-28℃,65-76%,true
PL0412,P0412,内蒙古土豆农场,内蒙古乌兰察布,2025-01-16,2025-03-17,5.9,11-30℃,64-82%,true
PL0413,P0413,河南周口种植基地,河南省周口市,2025-04-05,2025-06-03,6.1,13-27℃,64-72%,true
PL0414,P0414,云南昆明花卉基地,云南省昆明市,2025-06-11,2025-10-06,7.0,17-33℃,52-87%,true
PL0415,P0415,山东寿光绿色农场,山东省寿光市,2025-06-07,2025-09-02,5.7,10-35℃,55-72%,true
PL0416,P0416,黑龙江五常米业,黑龙江省五常市,2025-04-24,2025-06-22,7.0,16-28℃,58-74%,true
PL0417,P0417,辽宁丹东草莓园,辽宁省丹东市,2025-02-11,2025-05-10,6.9,13-34℃,63-83%,true
PL0418,P0418,广西百色芒果园,广西百色市,2025-06-14,2025-09-25,5.7,19-35℃,55-70%,true
PL0419,P0419,四川成都蔬菜基地,四川省成都市,2025-03-22,2025-08-07,6.7,10-35℃,55-80%,true
PL0420,P0420,黑龙江五常米业,黑龙江省五常市,2025-05-03,2025-07-24,6.7,15-26℃,63-85%,true
PL0421,P0421,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-06-19,2025-09-13,6.6,19-30℃,65-84%,true
PL0422,P0422,山东寿光绿色农场,山东省寿光市,2025-01-08,2025-03-10,6.2,10-30℃,51-89%,true
PL0423,P0423,江西赣南脐橙园,江西省赣州市,2025-05-15,2025-10-17,7.5,10-34℃,64-88%,true
PL0424,P0424,山东潍坊蔬菜园,山东省潍坊市,2025-05-18,2025-10-22,5.7,12-31℃,63-71%,true
PL0425,P0425,湖北武汉农业园,湖北省武汉市,2025-03-12,2025-06-06,6.0,14-25℃,62-74%,false
PL0426,P0426,浙江杭州茶园,浙江省杭州市,2025-03-08,2025-05-25,6.2,15-27℃,53-73%,true
PL0427,P0427,四川成都蔬菜基地,四川省成都市,2025-03-05,2025-06-11,5.7,17-29℃,50-87%,true
PL0428,P0428,湖北武汉农业园,湖北省武汉市,2025-04-12,2025-07-25,7.3,13-32℃,65-80%,true
PL0429,P0429,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-06-15,2025-11-12,7.3,20-31℃,64-85%,true
PL0430,P0430,河南周口种植基地,河南省周口市,2025-01-12,2025-05-23,5.9,11-27℃,50-77%,true
PL0431,P0431,山东寿光绿色农场,山东省寿光市,2025-06-23,2025-08-03,6.3,19-27℃,58-88%,true
PL0432,P0432,内蒙古土豆农场,内蒙古乌兰察布,2025-06-23,2025-11-25,7.4,19-26℃,53-77%,true
PL0433,P0433,辽宁丹东草莓园,辽宁省丹东市,2025-06-20,2025-11-01,7.2,19-33℃,62-86%,true
PL0434,P0434,江西赣南脐橙园,江西省赣州市,2025-05-27,2025-08-20,6.8,15-34℃,60-74%,true
PL0435,P0435,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-06-23,2025-11-21,5.8,16-28℃,61-72%,true
PL0436,P0436,广西百色芒果园,广西百色市,2025-02-03,2025-07-28,5.6,11-31℃,63-85%,true
PL0437,P0437,云南昆明花卉基地,云南省昆明市,2025-04-19,2025-09-01,7.4,13-26℃,64-81%,true
PL0438,P0438,陕西洛川苹果基地,陕西省洛川县,2025-05-07,2025-07-07,6.5,14-31℃,58-90%,true
PL0439,P0439,江西赣南脐橙园,江西省赣州市,2025-03-23,2025-08-21,7.4,10-28℃,56-85%,true
PL0440,P0440,河北廊坊蔬菜基地,河北省廊坊市,2025-01-17,2025-06-28,6.6,12-26℃,60-79%,true
PL0441,P0441,河北廊坊蔬菜基地,河北省廊坊市,2025-03-16,2025-08-22,6.3,18-29℃,50-88%,true
PL0442,P0442,陕西洛川苹果基地,陕西省洛川县,2025-02-05,2025-04-20,6.4,18-27℃,55-74%,true
PL0443,P0443,河南周口种植基地,河南省周口市,2025-04-07,2025-08-01,6.5,10-28℃,57-75%,true
PL0444,P0444,广西百色芒果园,广西百色市,2025-01-18,2025-04-14,6.1,20-33℃,60-72%,true
PL0445,P0445,山东寿光绿色农场,山东省寿光市,2025-05-20,2025-08-14,6.8,10-34℃,63-87%,false
PL0446,P0446,云南昆明花卉基地,云南省昆明市,2025-05-03,2025-08-01,6.6,13-27℃,60-76%,true
PL0447,P0447,山东潍坊蔬菜园,山东省潍坊市,2025-02-15,2025-04-05,7.0,19-25℃,51-90%,true
PL0448,P0448,广西百色芒果园,广西百色市,2025-04-22,2025-09-24,6.6,11-34℃,52-79%,true
PL0449,P0449,云南昆明花卉基地,云南省昆明市,2025-05-18,2025-09-13,5.6,15-27℃,60-84%,true
PL0450,P0450,山东潍坊蔬菜园,山东省潍坊市,2025-01-11,2025-04-04,7.1,10-33℃,65-89%,true
PL0451,P0451,湖北武汉农业园,湖北省武汉市,2025-05-02,2025-09-11,6.3,16-31℃,60-77%,true
PL0452,P0452,河南周口种植基地,河南省周口市,2025-05-22,2025-10-24,6.1,10-25℃,51-74%,true
PL0453,P0453,云南昆明花卉基地,云南省昆明市,2025-01-09,2025-04-05,6.7,12-27℃,63-89%,true
PL0454,P0454,河北廊坊蔬菜基地,河北省廊坊市,2025-02-15,2025-05-16,6.0,11-28℃,65-79%,true
PL0455,P0455,内蒙古土豆农场,内蒙古乌兰察布,2025-06-16,2025-08-03,5.7,16-28℃,57-78%,true
PL0456,P0456,山东寿光绿色农场,山东省寿光市,2025-02-18,2025-04-16,6.2,11-32℃,56-81%,true
PL0457,P0457,山东潍坊蔬菜园,山东省潍坊市,2025-03-18,2025-05-05,5.9,16-26℃,52-81%,true
PL0458,P0458,江西赣南脐橙园,江西省赣州市,2025-05-02,2025-10-24,6.7,10-32℃,58-79%,true
PL0459,P0459,山东寿光绿色农场,山东省寿光市,2025-02-17,2025-04-12,7.3,18-25℃,65-87%,true
PL0460,P0460,江西赣南脐橙园,江西省赣州市,2025-05-13,2025-09-10,7.0,11-28℃,62-90%,true
PL0461,P0461,云南昆明花卉基地,云南省昆明市,2025-01-22,2025-03-22,6.2,14-30℃,54-84%,true
PL0462,P0462,陕西洛川苹果基地,陕西省洛川县,2025-02-26,2025-05-04,6.6,15-25℃,65-70%,true
PL0463,P0463,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-01-23,2025-03-27,6.6,20-33℃,62-77%,true
