product_id,trace_code,product_name,category,batch_no,create_time,overall_qualified
P0290,81E03D46161A39D6,辣椒,蔬菜,辣椒202512310290,2025-07-21 10:00:00,true
P0291,A4742ED8F7E38B68,土豆,蔬菜,土豆202512310291,2025-12-10 15:00:00,true
P0292,9B8677FC50BB4A22,葡萄,水果,葡萄202512310292,2025-10-25 15:00:00,true
P0293,167A8DDBC8785D21,红富士苹果,水果,红富202512310293,2025-12-07 14:00:00,true
P0294,D6D85A0AC2CE54F0,花生,粮食,花生202512310294,2025-08-07 12:00:00,true
P0295,E8DD93C94DB67C41,桃子,水果,桃子202512310295,2025-10-11 08:00:00,true
P0296,87AB8BC05C04DBD0,土豆,蔬菜,土豆202512310296,2025-12-17 16:00:00,true
P0297,17448D37D567BDA5,西瓜,水果,西瓜202512310297,2025-05-06 09:00:00,true
P0298,214ED92D4E7D4E9C,香蕉,水果,香蕉202512310298,2025-10-17 13:00:00,true
P0299,E5B6775519B5765D,红富士苹果,水果,红富202512310299,2025-01-10 09:00:00,true
P0300,CF171AC0310E3C98,橙子,水果,橙子202512310300,2025-07-24 15:00:00,true
P0301,A17A951D89843B2D,芹菜,蔬菜,芹菜202512310301,2025-01-27 15:00:00,true
P0302,8E0F821E06495921,芹菜,蔬菜,芹菜202512310302,2025-05-28 18:00:00,true
P0303,2672B35CF21796AD,小麦,粮食,小麦202512310303,2025-05-18 17:00:00,true
P0304,BAFF64E09B235F80,樱桃,水果,樱桃202512310304,2025-10-24 08:00:00,true
P0305,149A401A61AC620B,东北大米,粮食,东北202512310305,2025-11-19 15:00:00,true
P0306,03553DB4B85E2DE4,芒果,水果,芒果202512310306,2025-07-22 11:00:00,true
P0307,6E94A76B47F0C4C5,大豆,粮食,大豆202512310307,2025-11-03 09:00:00,true
P0308,6515B7E1501C42AD,橙子,水果,橙子202512310308,2025-11-25 08:00:00,true
P0309,95C227D5E6568E28,花生,粮食,花生202512310309,2025-11-11 14:00:00,true
P0310,46FC6E8C218A0CD1,菠菜,蔬菜,菠菜202512310310,2025-05-24 09:00:00,true
P0311,9C24CE66B2C3641A,胡萝卜,蔬菜,胡萝202512310311,2025-02-12 09:00:00,true
P0312,5DA556AAEF252C45,东北大米,粮食,东北202512310312,2025-11-09 12:00:00,true
P0313,B36C463D8A412E21,菠菜,蔬菜,菠菜202512310313,2025-02-06 11:00:00,true
P0314,5B7EDCE1FE80225D,茄子,蔬菜,茄子202512310314,2025-05-02 11:00:00,true
P0315,CC6F622B2D56CFDB,白菜,蔬菜,白菜202512310315,2025-09-17 11:00:00,true
P0316,8678D54B1884687D,有机番茄,蔬菜,有机202512310316,2025-10-10 14:00:00,true
P0317,01AFADBA9DFDEB2A,白菜,蔬菜,白菜202512310317,2025-02-18 08:00:00,true
P0318,50FFA8004B48A48D,菠菜,蔬菜,菠菜202512310318,2025-04-13 17:00:00,true
P0319,7B7D04B69D0FA2EC,橙子,水果,橙子202512310319,2025-04-04 09:00:00,true
P0320,DC421BEAB938F10F,豆角,蔬菜,豆角202512310320,2025-06-12 17:00:00,true
P0321,9A84A8AD37D3DDD2,香蕉,水果,香蕉202512310321,2025-03-26 15:00:00,true
P0322,B3AC254902B31A63,草莓,水果,草莓202512310322,2025-08-11 16:00:00,true
P0323,0B145237F71B4C82,东北大米,粮食,东北202512310323,2025-07-16 10:00:00,true
P0324,683F819353824BDD,西瓜,水果,西瓜202512310324,2025-05-12 08:00:00,true
P0325,075E0B2E58E6CBAE,黄瓜,蔬菜,黄瓜202512310325,2025-09-13 14:00:00,true
P0326,8293BBCEC6CE8E7A,葡萄,水果,葡萄202512310326,2025-09-27 12:00:00,true
P0327,56DECAA9A0CC180E,红薯,粮食,红薯202512310327,2025-05-12 09:00:00,true
P0328,4AFEEDB64D7C4FA9,橙子,水果,橙子202512310328,2025-08-10 12:00:00,true
P0329,3BE2BD2C9ED2C02E,芹菜,蔬菜,芹菜202512310329,2025-01-14 17:00:00,true
P0330,C5F181A1FE60B66C,大豆,粮食,大豆202512310330,2025-01-01 17:00:00,true
P0331,978C8B7B16878E9E,香蕉,水果,香蕉202512310331,2025-12-21 10:00:00,true
P0332,D43034407F6319B8,燕麦,粮食,燕麦202512310332,2025-07-09 17:00:00,true
P0333,89C7F322BADA80CD,芹菜,蔬菜,芹菜202512310333,2025-02-20 17:00:00,true
P0334,7956BC59D60AD648,菠菜,蔬菜,菠菜202512310334,2025-03-15 15:00:00,true
P0335,313686166DEE5CBF,柚子,水果,柚子202512310335,2025-01-20 16:00:00,false
P0336,10FB85C74E6A9AEA,辣椒,蔬菜,辣椒202512310336,2025-02-17 12:00:00,true
P0337,E1FC9ED617EF8CCD,樱桃,水果,樱桃202512310337,2025-08-26 08:00:00,true
P0338,5902C7C53B3157FB,芹菜,蔬菜,芹菜202512310338,2025-06-11 12:00:00,true
P0339,01FE83EBADE4FDB0,橙子,水果,橙子202512310339,2025-07-16 17:00:00,true
P0340,543CDFA10637B41F,菠菜,蔬菜,菠菜202512310340,2025-07-03 13:00:00,true
P0341,052B891D6A520A1B,土豆,蔬菜,土豆202512310341,2025-08-22 13:00:00,true
P0342,781830118AC1933A,黄瓜,蔬菜,黄瓜202512310342,2025-02-16 15:00:00,true
P0343,0D3BDED36AA5EEF1,燕麦,粮食,燕麦202512310343,2025-03-24 16:00:00,true
P0344,5969F067A453A7D3,草莓,水果,草莓202512310344,2025-02-25 11:00:00,true
P0345,336268E4EFB91E25,芹菜,蔬菜,芹菜202512310345,2025-05-06 17:00:00,true
P0346,7B4849214A19B38A,芹菜,蔬菜,芹菜202512310346,2025-09-23 12:00:00,true
P0347,FE60E1A67E710B3B,黄瓜,蔬菜,黄瓜202512310347,2025-12-22 15:00:00,true
P0348,95AC6E4E3D3518E4,葡萄,水果,葡萄202512310348,2025-04-04 18:00:00,true
P0349,0BD858DABDFF06C4,梨,水果,梨202512310349,2025-11-12 12:00:00,true
P0350,9935D4807202A51B,菠菜,蔬菜,菠菜202512310350,2025-02-27 13:00:00,true
P0351,7ECEE086AB572140,胡萝卜,蔬菜,胡萝202512310351,2025-09-03 13:00:00,true
P0352,DF76D35625A19F60,豆角,蔬菜,豆角202512310352,2025-03-03 10:00:00,true
P0353,173EC6ABD2C90A5F,西红柿,蔬菜,西红202512310353,2025-09-01 10:00:00,true
P0354,17A98B4C763EA031,豆角,蔬菜,豆角202512310354,2025-01-12 16:00:00,true
P0355,9B9FB0EA589DCBF7,葡萄,水果,葡萄202512310355,2025-03-25 13:00:00,true
P0356,DC8B3E6B74AA86E0,小麦,粮食,小麦202512310356,2025-02-01 13:00:00,true
P0357,ADC804516838DF1B,有机番茄,蔬菜,有机202512310357,2025-08-23 12:00:00,true
P0358,5C2C541B8CE9CE2B,香蕉,水果,香蕉202512310358,2025-10-03 12:00:00,true
P0359,F587062C830793E2,花生,粮食,花生202512310359,2025-09-16 16:00:00,true
P0360,30B2EE2CE34F9886,黄瓜,蔬菜,黄瓜202512310360,2025-08-17 11:00:00,true
P0361,A0FAC17CE13B5DBA,西瓜,水果,西瓜202512310361,2025-03-27 13:00:00,true
P0362,51AB7BE7518EB4F5,桃子,水果,桃子202512310362,2025-09-03 14:00:00,true
P0363,31022AAC87122F02,樱桃,水果,樱桃202512310363,2025-08-26 14:00:00,true
P0364,5C92D3B2B888F7B4,黄瓜,蔬菜,黄瓜202512310364,2025-05-12 18:00:00,true
P0365,E444592CF3C78A51,黄瓜,蔬菜,黄瓜202512310365,2025-12-13 17:00:00,true
P0366,D47DDDC821ACD791,西瓜,水果,西瓜202512310366,2025-03-12 17:00:00,true
P0367,2B1250C5A42E7071,大豆,粮食,大豆202512310367,2025-09-17 18:00:00,true
P0368,BFCFC6B0FB1A6A53,有机番茄,蔬菜,有机202512310368,2025-07-22 08:00:00,true
P0369,72CDB6F1B813A746,芒果,水果,芒果202512310369,2025-03-09 15:00:00,true
P0370,3467DE299BC1D0B2,红富士苹果,水果,红富202512310370,2025-03-27 13:00:00,true
P0371,BBFC08F95BFBEC7D,茄子,蔬菜,茄子202512310371,2025-05-05 12:00:00,true
P0372,C068B21BFFCC88B3,东北大米,粮食,东北202512310372,2025-08-22 12:00:00,true
P0373,3445B7A632664E15,香蕉,水果,香蕉202512310373,2025-01-01 14:00:00,false
P0374,D28B19D612253FFB,柚子,水果,柚子202512310374,2025-10-16 16:00:00,true
P0375,F174DBE4F429BACD,红富士苹果,水果,红富202512310375,2025-01-08 13:00:00,true
P0376,B221417F95659EAC,小麦,粮食,小麦202512310376,2025-11-24 14:00:00,true
P0377,B01302CA03E33495,小麦,粮食,小麦202512310377,2025-02-12 13:00:00,false
P0378,F17CC745612FDCE3,西红柿,蔬菜,西红202512310378,2025-05-17 17:00:00,true
P0379,2F6ED73FDEF201BE,柚子,水果,柚子202512310379,2025-04-02 16:00:00,true
P0380,47CBA85B057DBA0A,猕猴桃,水果,猕猴202512310380,2025-04-11 16:00:00,true
P0381,101C7B848D1D9ED2,桃子,水果,桃子202512310381,2025-10-11 11:00:00,true
P0382,69E9BE4FA1000994,大豆,粮食,大豆202512310382,2025-05-22 18:00:00,true
P0383,6FDDC207C10C77E3,豆角,蔬菜,豆角202512310383,2025-10-11 08:00:00,true
P0384,EA13ED4EC5F1E360,香蕉,水果,香蕉202512310384,2025-07-28 18:00:00,true
P0385,D096611DECBE26B9,樱桃,水果,樱桃202512310385,2025-07-12 15:00:00,true
P0386,F85519285B2CEC59,西红柿,蔬菜,西红202512310386,2025-03-18 09:00:00,true
P0387,B68BCD88FDD9BB34,草莓,水果,草莓202512310387,2025-06-10 17:00:00,true
P0388,BD38795E75F8D00F,桃子,水果,桃子202512310388,2025-04-18 09:00:00,true
P0389,435E12A4283FD037,红富士苹果,水果,红富202512310389,2025-01-23 09:00:00,true
P0390,82F5467408B41454,桃子,水果,桃子202512310390,2025-11-15 16:00:00,true
P0391,3A14211983C975FE,白菜,蔬菜,白菜202512310391,2025-05-03 13:00:00,true
P0392,404C7081E24A1FD8,梨,水果,梨202512310392,2025-08-01 17:00:00,true
P0393,B1791DA7BE6E153C,樱桃,水果,樱桃202512310393,2025-01-20 13:00:00,true
P0394,284565D885BEEE9E,燕麦,粮食,燕麦202512310394,2025-09-21 16:00:00,true
P0395,AB940B39439D575E,葡萄,水果,葡萄202512310395,2025-09-13 18:00:00,false
P0396,657AB8744E9AA831,黄瓜,蔬菜,黄瓜202512310396,2025-12-16 18:00:00,true
P0397,C7CB17F12AE56806,花生,粮食,花生202512310397,2025-05-15 16:00:00,true
P0398,36B85EEDABC7D762,香蕉,水果,香蕉202512310398,2025-12-23 13:00:00,true
P0399,59AE0305CC04EDCF,芒果,水果,芒果202512310399,2025-01-10 12:00:00,true
P0400,864BBBC3D332C461,土豆,蔬菜,土豆202512310400,2025-03-27 08:00:00,true
P0401,42061044D7D44221,葡萄,水果,葡萄202512310401,2025-03-09 17:00:00,true
P0402,B03FFF6AB006E579,豆角,蔬菜,豆角202512310402,2025-03-08 13:00:00,true
P0403,20FC465F3795B5FD,小麦,粮食,小麦202512310403,2025-08-23 13:00:00,true
P0404,C3D7F752B32C6B05,西红柿,蔬菜,西红202512310404,2025-08-15 15:00:00,true
P0405,06F6BA7FC357A122,燕麦,粮食,燕麦202512310405,2025-12-04 16:00:00,true
P0406,49C40C74CDE0FC6F,柚子,水果,柚子202512310406,2025-12-11 13:00:00,true
P0407,709507F52F1ACB95,茄子,蔬菜,茄子202512310407,2025-05-05 15:00:00,true
P0408,D1096F5D5F900741,葡萄,水果,葡萄202512310408,2025-05-09 14:00:00,true
P0409,B0451555F7DB6830,黄瓜,蔬菜,黄瓜202512310409,2025-10-20 14:00:00,true
P0410,ED0011D997DC7257,大豆,粮食,大豆202512310410,2025-11-12 17:00:00,true
P0411,A67C84CE236B062A,土豆,蔬菜,土豆202512310411,2025-06-10 17:00:00,true
P0412,7EB902FAB9BE3E8C,辣椒,蔬菜,辣椒202512310412,2025-02-04 13:00:00,true
P0413,0111094C83C51F93,红薯,粮食,红薯202512310413,2025-11-25 09:00:00,true
P0414,B690F09AE0943E63,红富士苹果,水果,红富202512310414,2025-02-12 13:00:00,true
P0415,B9A64FDA03753843,菠菜,蔬菜,菠菜202512310415,2025-12-16 14:00:00,false
P0416,4D333570D4EF1993,红薯,粮食,红薯202512310416,2025-04-07 10:00:00,true
P0417,154D379AADDD67E7,芒果,水果,芒果202512310417,2025-10-18 18:00:00,true
P0418,4D998781551BB364,黄瓜,蔬菜,黄瓜202512310418,2025-02-11 15:00:00,true
P0419,4C30AA07CE29ACE3,香蕉,水果,香蕉202512310419,2025-08-21 16:00:00,true
P0420,FD65E498AB587FBE,黄瓜,蔬菜,黄瓜202512310420,2025-02-06 14:00:00,true
P0421,C08D6C02E8EC98B5,红薯,粮食,红薯202512310421,2025-02-02 09:00:00,true
P0422,D7ECA12B298354BA,西红柿,蔬菜,西红202512310422,2025-06-03 08:00:00,true
P0423,2E65CF18DF27E905,桃子,水果,桃子202512310423,2025-02-18 09:00:00,true
P0424,4EEFDA4163FD8721,黄瓜,蔬菜,黄瓜202512310424,2025-12-02 14:00:00,true
P0425,4DDBB6E7627B3D1E,土豆,蔬菜,土豆202512310425,2025-06-26 11:00:00,true
P0426,BE3B29DB63938D85,西红柿,蔬菜,西红202512310426,2025-06-22 10:00:00,true
P0427,BF11C2B0BEFC35C7,草莓,水果,草莓202512310427,2025-07-08 15:00:00,true
P0428,F0AE1C45AC0AC06A,葡萄,水果,葡萄202512310428,2025-11-04 09:00:00,true
P0429,87A857B7C31D9ABB,东北大米,粮食,东北202512310429,2025-04-21 14:00:00,true
P0430,D04524E2969E2EF1,有机番茄,蔬菜,有机202512310430,2025-12-12 12:00:00,true
P0431,977892AF58290D0D,西红柿,蔬菜,西红202512310431,2025-10-24 10:00:00,true
P0432,A1B2097FD70A74AA,大豆,粮食,大豆202512310432,2025-12-23 16:00:00,true
P0433,7BE31CC7052876BD,菠菜,蔬菜,菠菜202512310433,2025-01-05 15:00:00,true
P0434,C30C3486E1217C38,菠菜,蔬菜,菠菜202512310434,2025-11-27 12:00:00,true
P0435,8A8A4ABF0A36BF3F,桃子,水果,桃子202512310435,2025-06-08 13:00:00,true
P0436,D5C864B6E12F606A,柚子,水果,柚子202512310436,2025-11-25 14:00:00,true
P0437,80E56FB892A1E8C9,桃子,水果,桃子202512310437,2025-07-28 15:00:00,true
P0438,B99E1811519217C6,花生,粮食,花生202512310438,2025-09-11 16:00:00,true
P0439,FC95D8B8362414EE,梨,水果,梨202512310439,2025-06-21 14:00:00,true
P0440,71647B73A756752D,芒果,水果,芒果202512310440,2025-08-09 12:00:00,true
P0441,426AD1E95E16C30F,大豆,粮食,大豆202512310441,2025-03-07 15:00:00,true
P0442,F1E7F64477D45296,橙子,水果,橙子202512310442,2025-04-24 15:00:00,true
P0443,8521CF0D92FEA753,猕猴桃,水果,猕猴202512310443,2025-11-04 12:00:00,true
P0444,88A103D623035FA3,芹菜,蔬菜,芹菜202512310444,2025-08-17 16:00:00,true
P0445,3BBD240974D74214,小麦,粮食,小麦202512310445,2025-07-05 17:00:00,true
P0446,31E825641930ABB9,大豆,粮食,大豆202512310446,2025-02-08 14:00:00,true
P0447,98B06AEB4F670C7D,东北大米,粮食,东北202512310447,2025-07-07 16:00:00,true
P0448,D5BB6BF2E50307E6,花生,粮食,花生202512310448,2025-08-17 17:00:00,true
P0449,EA8BCE517014F599,草莓,水果,草莓202512310449,2025-01-20 14:00:00,true
P0450,A9AEDD4C7A2C441E,橙子,水果,橙子202512310450,2025-05-28 16:00:00,true
P0451,BCD804FBEE86EED5,红薯,粮食,红薯202512310451,2025-12-07 09:00:00,true
P0452,3FDED56C34110A5D,草莓,水果,草莓202512310452,2025-06-27 12:00:00,true
P0453,5F79E71B01A79ADE,黄瓜,蔬菜,黄瓜202512310453,2025-04-23 18:00:00,true
P0454,278E6216F63063F0,西红柿,蔬菜,西红202512310454,2025-04-18 09:00:00,true
P0455,0EAA6B011A281B9C,西红柿,蔬菜,西红202512310455,2025-04-27 09:00:00,true
P0456,8A755E8060183121,小麦,粮食,小麦202512310456,2025-11-15 11:00:00,true
P0457,AFB2DB0B12299EB3,茄子,蔬菜,茄子202512310457,2025-09-10 08:00:00,true
P0458,F441FD976899A5CF,土豆,蔬菜,土豆202512310458,2025-09-27 17:00:00,true
P0459,9A0D32DE4AC893BD,桃子,水果,桃子202512310459,2025-07-25 17:00:00,true
P0460,A7B47B4FAD485244,梨,水果,梨202512310460,2025-09-10 11:00:00,true
P0461,277EA1BA238F107C,大豆,粮食,大豆202512310461,2025-03-11 08:00:00,true
P0462,9CBAFDB9D4FE8246,西瓜,水果,西瓜202512310462,2025-03-18 12:00:00,true
P0463,DAEE275DB332C7C8,草莓,水果,草莓202512310463,2025-10-08 18:00:00,true
P0464,334CA7A1934CA284,猕猴桃,水果,猕猴202512310464,2025-07-17 10:00:00,true
P0465,9E78957ABDF00477,梨,水果,梨202512310465,2025-09-08 09:00:00,true
P0466,051A61D5A877667B,红薯,粮食,红薯202512310466,2025-07-22 12:00:00,false
P0467,EC5B77C88C064C01,樱桃,水果,樱桃202512310467,2025-10-20 08:00:00,true
P0468,AE611525BA097A67,红薯,粮食,红薯202512310468,2025-07-07 15:00:00,true
P0469,5CBC189C79692B4C,桃子,水果,桃子202512310469,2025-09-14 10:00:00,false
P0470,D1E595F284469781,胡萝卜,蔬菜,胡萝202512310470,2025-06-14 11:00:00,true
P0471,EE7B168EAC7EFD55,黄瓜,蔬菜,黄瓜202512310471,2025-08-08 08:00:00,true
P0472,30B846C8FF01FE36,草莓,水果,草莓202512310472,2025-11-13 13:00:00,true
P0473,F7BAF798F81DD9E5,土豆,蔬菜,土豆202512310473,2025-01-26 11:00:00,true
P0474,A348995D3ABF3E8E,白菜,蔬菜,白菜202512310474,2025-02-12 17:00:00,true
P0475,D3B98A6FC92BAD7E,茄子,蔬菜,茄子202512310475,2025-10-24 08:00:00,true
P0476,F0668DBBBC57DD9B,红富士苹果,水果,红富202512310476,2025-07-25 14:00:00,true
P0477,5E24201C279B0C4C,樱桃,水果,樱桃202512310477,2025-03-13 17:00:00,true
P0478,92AD16E629E4BFE4,橙子,水果,橙子202512310478,2025-04-20 18:00:00,true
P0479,AD992A64FA03D5AB,柚子,水果,柚子202512310479,2025-05-17 15:00:00,true
P0480,358AA8F16B687F9F,芹菜,蔬菜,芹菜202512310480,2025-07-24 10:00:00,true
P0481,5A8BCA1154ECB6B2,土豆,蔬菜,土豆202512310481,2025-08-17 11:00:00,true
P0482,EEF450EFEFA06ACE,西红柿,蔬菜,西红202512310482,2025-08-20 09:00:00,true
P0483,CAAD645A0222D756,芒果,水果,芒果202512310483,2025-09-15 15:00:00,true
P0484,9E6318ED21FDEFD0,小麦,粮食,小麦202512310484,2025-05-16 12:00:00,true
P0485,1F7AB221C47DBF30,柚子,水果,柚子202512310485,2025-05-24 11:00:00,true
P0486,7583EDE136387FF1,西瓜,水果,西瓜202512310486,2025-06-10 08:00:00,true
P0487,A61ED0AE91CA9BD8,豆角,蔬菜,豆角202512310487,2025-01-21 09:00:00,true
P0488,F58C33D425B72491,芹菜,蔬菜,芹菜202512310488,2025-07-14 13:00:00,true
P0489,CF7DC5A62C5566AF,香蕉,水果,香蕉202512310489,2025-03-13 08:00:00,true
P0490,F772F6D919C2DDDA,辣椒,蔬菜,辣椒202512310490,2025-07-08 18:00:00,true
P0491,CF64015B0924691D,有机番茄,蔬菜,有机202512310491,2025-10-22 16:00:00,true
P0492,9C00F4F3EA8D1472,有机番茄,蔬菜,有机202512310492,2025-03-13 10:00:00,true
P0493,99B192D40D08B512,草莓,水果,草莓202512310493,2025-04-18 09:00:00,true
P0494,16D593BE10EDE43F,豆角,蔬菜,豆角202512310494,2025-08-04 15:00:00,true
P0495,BEC56C8F19FC89E1,葡萄,水果,葡萄202512310495,2025-05-17 08:00:00,true
P0496,01BDE621EF2A5AB1,有机番茄,蔬菜,有机202512310496,2025-08-06 14:00:00,false
P0497,DAA48F74943811E8,芒果,水果,芒果202512310497,2025-04-07 10:00:00,true
P0498,A758024DC246D9F4,猕猴桃,水果,猕猴202512310498,2025-07-17 10:00:00,true
P0499,8E58DA86801A7505,香蕉,水果,香蕉202512310499,2025-04-16 18:00:00,true
P0500,A2D4C5B175969BC4,樱桃,水果,樱桃202512310500,2025-05-01 11:00:00,true
P0501,1CFCD36D6FE21B31,燕麦,粮食,燕麦202512310501,2025-05-23 09:00:00,true
P0502,67DF4F0F94F81860,白菜,蔬菜,白菜202512310502,2025-05-04 18:00:00,true
P0503,CA2D42F9B85F44C1,西红柿,蔬菜,西红202512310503,2025-02-05 17:00:00,true
P0504,6649A2EAEB3CF0DD,樱桃,水果,樱桃202512310504,2025-03-27 14:00:00,true
P0505,C305FF8439F27D45,白菜,蔬菜,白菜202512310505,2025-09-28 13:00:00,true
P0506,0A4B351669383431,土豆,蔬菜,土豆202512310506,2025-07-27 11:00:00,true
P0507,DBDCCEF96D2B9531,芹菜,蔬菜,芹菜202512310507,2025-02-18 15:00:00,true
P0508,839136D78D50589A,橙子,水果,橙子202512310508,2025-11-08 18:00:00,true
P0509,AB588382F4580DBA,猕猴桃,水果,猕猴202512310509,2025-02-19 17:00:00,true
P0510,2C1CECE98D5F745F,橙子,水果,橙子202512310510,2025-10-11 16:00:00,true
P0511,B32F65A7B0E49FE5,猕猴桃,水果,猕猴202512310511,2025-12-20 11:00:00,true
P0512,76D4BAC796E45A01,辣椒,蔬菜,辣椒202512310512,2025-11-14 18:00:00,true
P0513,917E5E3DF07D1316,樱桃,水果,樱桃202512310513,2025-03-11 18:00:00,true
P0514,98B3BC46177FCCFD,橙子,水果,橙子202512310514,2025-08-17 17:00:00,true
P0515,2603D6154537455C,大豆,粮食,大豆202512310515,2025-02-17 14:00:00,true
P0516,6661295FE0ABE7BD,芹菜,蔬菜,芹菜202512310516,2025-02-14 15:00:00,true
P0517,4EDF76B8DE5FFD3E,东北大米,粮食,东北202512310517,2025-05-11 08:00:00,true
P0518,86F3FC0DCF6A4B6A,芒果,水果,芒果202512310518,2025-12-09 15:00:00,true
P0519,F00F104A002C1836,黄瓜,蔬菜,黄瓜202512310519,2025-03-15 15:00:00,true
P0520,126E8360086C07F1,燕麦,粮食,燕麦202512310520,2025-06-10 11:00:00,true
P0521,BB0A8F6615FA9726,菠菜,蔬菜,菠菜202512310521,2025-05-13 12:00:00,true
P0522,F4F7BB144F5D8FE4,红富士苹果,水果,红富202512310522,2025-10-23 17:00:00,true
P0523,074683AA3AAC9A37,柚子,水果,柚子202512310523,2025-01-28 12:00:00,true
P0524,93DE125F8CE6F5BC,东北大米,粮食,东北202512310524,2025-06-07 09:00:00,true
P0525,2B2A13B96F83D2CE,豆角,蔬菜,豆角202512310525,2025-08-09 16:00:00,true
P0526,F8196DEAE86DE3F8,小麦,粮食,小麦202512310526,2025-11-04 17:00:00,true
P0527,6A34F19095A99C9E,茄子,蔬菜,茄子202512310527,2025-04-05 08:00:00,true
P0528,5DCDD97F73FFD8D6,小麦,粮食,小麦202512310528,2025-06-25 13:00:00,true
P0529,D73D501734C854A4,小麦,粮食,小麦202512310529,2025-03-10 14:00:00,true
P0530,CB5BBE58DC7E319D,柚子,水果,柚子202512310530,2025-01-15 08:00:00,true
P0531,949CE9C11DF1381B,小麦,粮食,小麦202512310531,2025-01-13 11:00:00,true
P0532,C9C62869906335A2,香蕉,水果,香蕉202512310532,2025-03-20 11:00:00,true
P0533,A039324AFE5A5531,辣椒,蔬菜,辣椒202512310533,2025-06-05 10:00:00,true
P0534,AFC91AEB0C70BE5A,芒果,水果,芒果202512310534,2025-04-05 15:00:00,true
P0535,794DA5A2513DAEBF,黄瓜,蔬菜,黄瓜202512310535,2025-12-07 10:00:00,true
P0536,B7018D153116A606,胡萝卜,蔬菜,胡萝202512310536,2025-09-04 15:00:00,true
P0537,88534AA3E58F624F,芒果,水果,芒果202512310537,2025-03-27 09:00:00,false
P0538,4C35343C6DFC180E,土豆,蔬菜,土豆202512310538,2025-12-05 10:00:00,true
P0539,CEA8A1E51ADFEFF0,土豆,蔬菜,土豆202512310539,2025-03-28 14:00:00,true
P0540,CE65111FBEFB3745,小麦,粮食,小麦202512310540,2025-11-02 14:00:00,true
P0541,01B106680B08D4E8,大豆,粮食,大豆202512310541,2025-05-20 12:00:00,true
P0542,B0F050D0AB69CCBF,芹菜,蔬菜,芹菜202512310542,2025-06-19 08:00:00,true
P0543,E44EEC50B320D119,白菜,蔬菜,白菜202512310543,2025-06-28 16:00:00,true
P0544,79764F1CDA128242,花生,粮食,花生202512310544,2025-09-10 14:00:00,true
P0545,5D3E095A69F367AF,芹菜,蔬菜,芹菜202512310545,2025-10-12 12:00:00,true
P0546,7D29F3325D5ADB1A,花生,粮食,花生202512310546,2025-01-17 17:00:00,true
P0547,6723E799B16888E9,芹菜,蔬菜,芹菜202512310547,2025-03-19 08:00:00,true
P0548,1B0234F57DD012AA,葡萄,水果,葡萄202512310548,2025-11-14 16:00:00,true
P0549,E5C8725E4C78E09D,大豆,粮食,大豆202512310549,2025-06-27 14:00:00,true
P0550,ABC99ABE085A1AB0,辣椒,蔬菜,辣椒202512310550,2025-02-27 18:00:00,true
P0551,0472E45E52BD5165,芒果,水果,芒果202512310551,2025-10-26 18:00:00,true
P0552,9C2742545E342EFE,西瓜,水果,西瓜202512310552,2025-05-13 11:00:00,true
P0553,02EDB87037033BEB,玉米,粮食,玉米202512310553,2025-09-08 14:00:00,true
P0554,BEF13613AC088118,西红柿,蔬菜,西红202512310554,2025-12-25 13:00:00,true
P0555,84EC2E7B03E63369,辣椒,蔬菜,辣椒202512310555,2025-06-24 18:00:00,false
P0556,441B57C891503BF3,大豆,粮食,大豆202512310556,2025-08-28 16:00:00,true
P0557,0F037B850AA758C7,香蕉,水果,香蕉202512310557,2025-03-09 15:00:00,true
P0558,01C9CBE308E72891,梨,水果,梨202512310558,2025-01-01 13:00:00,true
P0559,20E689EFAF259F2C,菠菜,蔬菜,菠菜202512310559,2025-10-19 11:00:00,true
P0560,F01B9B5F72938F17,猕猴桃,水果,猕猴202512310560,2025-05-13 11:00:00,true
P0561,A494C255719D15CB,有机番茄,蔬菜,有机202512310561,2025-04-25 11:00:00,true
P0562,CA9D38E7BA259159,东北大米,粮食,东北202512310562,2025-03-04 17:00:00,true
P0563,24967E35AAE93793,葡萄,水果,葡萄202512310563,2025-06-04 09:00:00,true
P0564,EBCAA1ED13DD28B3,芒果,水果,芒果202512310564,2025-07-28 18:00:00,true
P0565,C624ECE7A80F6DBE,白菜,蔬菜,白菜202512310565,2025-03-10 08:00:00,true
P0566,36BD29B86E0EC535,芹菜,蔬菜,芹菜202512310566,2025-12-21 16:00:00,true
P0567,C823ED39E42A0E15,大豆,粮食,大豆202512310567,2025-07-03 14:00:00,true
P0568,37154298D7878900,大豆,粮食,大豆202512310568,2025-06-16 17:00:00,true
P0569,C442878CBC325114,玉米,粮食,玉米202512310569,2025-03-19 10:00:00,true
P0570,A4081F09E46A65C0,豆角,蔬菜,豆角202512310570,2025-10-01 13:00:00,true
P0571,AADB7BA2DBD29FC4,胡萝卜,蔬菜,胡萝202512310571,2025-01-27 13:00:00,true
P0572,3B99CD29C043F92B,西红柿,蔬菜,西红202512310572,2025-07-16 09:00:00,true
P0573,8DC38EC3327CD05F,白菜,蔬菜,白菜202512310573,2025-01-03 10:00:00,true
P0574,554C0C30FE275932,西瓜,水果,西瓜202512310574,2025-04-10 10:00:00,true
P0575,B91D3B5003487504,花生,粮食,花生202512310575,2025-06-12 08:00:00,true
P0576,D04D4E82B371AB15,西红柿,蔬菜,西红202512310576,2025-11-15 13:00:00,true
